Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,153.181163,[231  84] ; [ 67 224],[154.9009901 160.0990099] ; [143.0990099 147.9009901],1
s2,1,0.0,129.611687,[240  76] ; [ 86 203],[170.27438017 145.72561983] ; [155.72561983 133.27438017],1
s3,1,0.0,87.160079,[238  76] ; [109 177],[181.59666667 132.40333333] ; [165.40333333 120.59666667],1
s6,1,0.0,76.996941,[270  40] ; [155 129],[221.8013468  88.1986532] ; [203.1986532  80.8013468],1
s5,1,0.0,36.975474,[146 154] ; [ 68 212],[110.68965517 189.31034483] ; [103.31034483 176.68965517],1
a3,1,0.0,34.981984,[272  43] ; [192  99],[241.18811881  73.81188119] ; [222.81188119  68.18811881],1
p6,1,1e-05,19.583114,[153 160] ; [ 89 197],[126.45409015 186.54590985] ; [115.54590985 170.45409015],1
n4,1,3.5e-05,17.137352,[272  43] ; [212  79],[251.58415842  63.41584158] ; [232.41584158  58.58415842],1
p4,1,5.2e-05,16.363468,[224  92] ; [159 130],[200.04628099 115.95371901] ; [182.95371901 106.04628099],1
p3,1,6.4e-05,15.978102,[194 123] ; [130 159],[169.48514851 147.51485149] ; [154.51485149 134.48514851],1
u1,1,8.8e-05,15.367588,[ 87 230] ; [ 42 249],[ 67.25822368 249.74177632] ; [ 61.74177632 229.25822368],1
d2,1,0.000111,14.938762,[195 122] ; [133 157],[171.29489292 145.70510708] ; [156.70510708 133.29489292],1
v3,1,0.000286,13.159479,[146 157] ; [ 92 184],[124.5492228 178.4507772] ; [113.4507772 162.5492228],1
p5,1,0.000925,10.971173,[ 53 260] ; [ 23 266],[ 39.51495017 273.48504983] ; [ 36.48504983 252.51495017],1
s4,1,0.002119,9.443644,[ 69 247] ; [ 35 249],[ 54.77333333 261.22666667] ; [ 49.22666667 234.77333333],0
n5,1,0.004107,8.235779,[257  56] ; [209  80],[242.28903654  70.71096346] ; [223.71096346  65.28903654],0
a2,1,0.008456,6.934312,[101 216] ; [ 65 226],[ 86.54934211 230.45065789] ; [ 79.45065789 211.54934211],0
u4,1,0.011651,6.363147,[ 14 303] ; [  3 287],[  8.87808896 308.12191104] ; [  8.12191104 281.87808896],0
p7,1,0.012324,6.263689,[221  86] ; [177 107],[206.74450085 100.25549915] ; [191.25549915  92.74450085],0
p12,1,0.014298,6.000948,[ 35 281] ; [ 16 273],[ 26.63801653 289.36198347] ; [ 24.36198347 264.63801653],0
r1,1,0.015847,5.819806,[268  47] ; [223  65],[256.49253731  58.50746269] ; [234.50746269  53.49253731],0
s1,1,0.018248,5.572153,[ 13 300] ; [  3 284],[  8.34666667 304.65333333] ; [  7.65333333 279.34666667],0
a5,1,0.018896,5.511139,[264  53] ; [220  71],[252.34868421  64.65131579] ; [231.65131579  59.34868421],0
a4,1,0.022321,5.220557,[177 139] ; [136 155],[162.94563427 153.05436573] ; [150.05436573 140.94563427],0
a7,1,0.024706,5.04439,[224  93] ; [228  62],[236.05271829  80.94728171] ; [215.94728171  74.05271829],0
d1,1,0.028162,4.818149,[240  77] ; [197  94],[227.84375  89.15625] ; [209.15625  81.84375],0
n6,1,0.03063,4.67358,[280  33] ; [242  48],[270.95522388  42.04477612] ; [251.04477612  38.95522388],0
a8,1,0.036391,4.378691,[ 51 234] ; [ 31 237],[ 42.26039783 242.73960217] ; [ 39.73960217 228.26039783],0
v4,1,0.038522,4.281844,[307   8] ; [271  17],[301.94029851  13.05970149] ; [276.05970149  11.94029851],0
v2,1,0.064308,3.422649,[198 110] ; [155 118],[187.13253012 120.86746988] ; [165.86746988 107.13253012],0
n1,1,0.090546,2.864632,[36 37] ; [22 41],[31.13235294 41.86764706] ; [26.86764706 36.13235294],0
a1,1,0.102302,2.669279,[ 20 297] ; [ 10 281],[ 15.64144737 301.35855263] ; [ 14.35855263 276.64144737],0
u3,1,0.107995,2.583316,[31 14] ; [53 44],[26.61971831 18.38028169] ; [57.38028169 39.61971831],0
b5,1,0.116374,2.465448,[184 133] ; [187 104],[193.43256579 123.56743421] ; [177.56743421 113.43256579],0
a6,1,0.125065,2.352715,[211 105] ; [211  80],[219.69028007  96.30971993] ; [202.30971993  88.69028007],0
