Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,82.010107,[ 44 188] ; [71 30],[ 80.12012012 151.87987988] ; [34.87987988 66.12012012],1
s2,1,0.0,60.073791,[ 64 175] ; [76 31],[ 96.70520231 142.29479769] ; [43.29479769 63.70520231],1
s6,1,0.0,56.212186,[ 96 144] ; [90 18],[128.27586207 111.72413793] ; [57.72413793 50.27586207],1
s3,1,0.0,39.12466,[ 81 158] ; [75 32],[107.75722543 131.24277457] ; [48.24277457 58.75722543],1
d2,1,1e-06,23.535933,[ 91 148] ; [72 37],[111.9454023 127.0545977] ; [51.0545977 57.9454023],1
p6,1,1e-05,19.470012,[ 21 219] ; [29 80],[ 34.38395415 205.61604585] ; [15.61604585 93.38395415],1
u1,1,8.2e-05,15.512579,[ 22 221] ; [27 82],[ 33.82670455 209.17329545] ; [15.17329545 93.82670455],1
r4,1,0.000115,14.876248,[173  70] ; [98 11],[187.08238636  55.91761364] ; [83.91761364 25.08238636],1
u3,1,0.000177,14.056576,[48 53] ; [23  3],[56.46456693 44.53543307] ; [14.53543307 11.46456693],1
p3,1,0.000183,13.99855,[ 51 190] ; [44 65],[ 65.41428571 175.58571429] ; [29.58571429 79.41428571],1
p4,1,0.000232,13.549577,[ 75 168] ; [56 53],[ 90.43465909 152.56534091] ; [40.56534091 68.43465909],1
v3,1,0.000314,12.986008,[ 57 178] ; [44 56],[ 70.85074627 164.14925373] ; [30.14925373 69.85074627],1
s5,1,0.000335,12.864043,[ 37 197] ; [33 66],[ 49.18918919 184.81081081] ; [20.81081081 78.18918919],1
p9,1,0.000419,12.446822,[154  82] ; [89 17],[167.68421053  68.31578947] ; [75.31578947 30.68421053],1
p12,1,0.000585,11.822548,[  8 234] ; [14 94],[ 15.21142857 226.78857143] ; [  6.78857143 101.21142857],1
v4,1,0.000673,11.563327,[198  44] ; [104   5],[208.21652422  33.78347578] ; [93.78347578 15.21652422],1
d1,1,0.000731,11.40981,[111 132] ; [71 38],[125.64204545 117.35795455] ; [56.35795455 52.64204545],1
r1,1,0.001173,10.533103,[156  86] ; [89 20],[168.91737892  73.08262108] ; [76.08262108 32.91737892],0
p10,1,0.00137,10.245326,[141 100] ; [81 25],[154.18443804  86.81556196] ; [67.81556196 38.18443804],0
n6,1,0.001596,9.964123,[168  74] ; [93 16],[179.94871795  62.05128205] ; [81.05128205 27.94871795],0
a3,1,0.001843,9.699942,[142  99] ; [83 26],[154.92857143  86.07142857] ; [70.07142857 38.92857143],0
a2,1,0.002016,9.534853,[ 37 206] ; [32 77],[ 47.63352273 195.36647727] ; [21.36647727 87.63352273],0
u2,1,0.004867,7.928271,[45 56] ; [19  6],[51.3015873 49.6984127] ; [12.6984127 12.3015873],0
d5,1,0.005098,7.844211,[171  72] ; [92 17],[181.55965909  61.44034091] ; [81.44034091 27.55965909],0
v2,1,0.015264,5.88579,[ 99 134] ; [58 44],[109.19701493 123.80298507] ; [47.80298507 54.19701493],0
n4,1,0.018249,5.572093,[159  84] ; [85 24],[168.44318182  74.55681818] ; [75.55681818 33.44318182],0
d4,1,0.031022,4.651772,[179  63] ; [92 17],[186.84330484  55.15669516] ; [84.15669516 24.84330484],0
r3,1,0.03808,4.301465,[204  37] ; [101   8],[210.01428571  30.98571429] ; [94.98571429 14.01428571],0
n5,1,0.038115,4.299869,[150  93] ; [79 29],[158.53846154  84.46153846] ; [70.46153846 37.53846154],0
u4,1,0.051011,3.807916,[  3 240] ; [  5 104],[  5.52272727 237.47727273] ; [  2.47727273 106.52272727],0
a5,1,0.081668,3.03139,[153  90] ; [79 30],[160.15909091  82.84090909] ; [71.84090909 37.15909091],0
v1,1,0.115314,2.479842,[ 91 149] ; [48 54],[ 97.54385965 142.45614035] ; [41.45614035 60.54385965],0
s1,1,0.129804,2.294842,[ 13 227] ; [  2 106],[ 10.34482759 229.65517241] ; [  4.65517241 103.34482759],0
b5,1,0.141426,2.162375,[145  98] ; [74 35],[151.18465909  91.81534091] ; [67.81534091 41.18465909],0
a4,1,0.163814,1.938664,[ 98 143] ; [53 56],[103.97428571 137.02571429] ; [47.02571429 61.97428571],0
r2,1,0.194425,1.683764,[212  29] ; [100   8],[215.44985673  25.55014327] ; [96.55014327 11.44985673],0
p2,1,0.227647,1.4555,[151  92] ; [75 34],[156.01704545  86.98295455] ; [69.98295455 39.01704545],0
p11,1,0.288543,1.126407,[153  90] ; [75 34],[157.39772727  85.60227273] ; [70.60227273 38.39772727],0
p8,1,0.305473,1.050149,[ 48 193] ; [27 82],[ 51.64285714 189.35714286] ; [23.35714286 85.64285714],0
n3,1,0.350343,0.872214,[52 34] ; [23 10],[54.20168067 31.79831933] ; [20.79831933 12.20168067],0
a8,1,0.396957,0.717526,[ 20 211] ; [11 83],[ 22.03384615 208.96615385] ; [ 8.96615385 85.03384615],0
n1,1,0.400206,0.707706,[33 56] ; [15 18],[35.01639344 53.98360656] ; [12.98360656 20.01639344],0
a6,1,0.562823,0.334841,[155  88] ; [73 36],[157.39772727  85.60227273] ; [70.60227273 38.39772727],0
b4,1,0.602617,0.271066,[152  91] ; [65 44],[149.80397727  93.19602273] ; [67.19602273 41.80397727],0
d3,1,0.720733,0.127791,[152  91] ; [66 43],[150.49431818  92.50568182] ; [67.50568182 41.49431818],0
a7,1,0.787619,0.072578,[163  79] ; [75 34],[164.09116809  77.90883191] ; [73.90883191 35.09116809],0
p1,1,0.789932,0.070968,[ 18 224] ; [  9 100],[ 18.61538462 223.38461538] ; [  8.38461538 100.61538462],0
s4,1,0.806054,0.06028,[ 40 202] ; [19 89],[ 40.79428571 201.20571429] ; [18.20571429 89.79428571],0
b3,1,0.833352,0.04427,[44 76] ; [29 47],[44.69387755 75.30612245] ; [28.30612245 47.69387755],0
b2,1,0.833352,0.04427,[44 76] ; [29 47],[44.69387755 75.30612245] ; [28.30612245 47.69387755],0
n2,1,0.855419,0.0332,[58 30] ; [23 11],[58.42622951 29.57377049] ; [22.57377049 11.42622951],0
a1,1,0.887028,0.020183,[ 12 231] ; [  5 104],[ 11.73579545 231.26420455] ; [  5.26420455 103.73579545],0
b1,1,0.917439,0.010746,[ 90 153] ; [41 68],[ 90.43465909 152.56534091] ; [40.56534091 68.43465909],0
