Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.012074,6.3,[13  7] ; [1 7],[10. 10.] ; [4. 4.],0
p10,1,0.012074,6.3,[13  7] ; [1 7],[10. 10.] ; [4. 4.],0
p7,1,0.333998,0.933333,[14  6] ; [7 1],[15.  5.] ; [6. 2.],0
p11,1,0.402784,0.7,[11  9] ; [3 5],[10. 10.] ; [4. 4.],0
b1,1,0.549076,0.358974,[10 10] ; [5 3],[10.71428571  9.28571429] ; [4.28571429 3.71428571],0
p8,1,1.0,0.0,[10 10] ; [4 4],[10. 10.] ; [4. 4.],0
