Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001973,9.574735,[19  7] ; [17 31],[12.64864865 13.35135135] ; [23.35135135 24.64864865],0
p6,1,0.013803,6.063158,[ 1 23] ; [14 34],[ 5. 19.] ; [10. 38.],0
a5,1,0.016409,5.758464,[15 11] ; [14 34],[10.18918919 15.81081081] ; [18.81081081 29.18918919],0
v3,1,0.026934,4.895025,[ 9 17] ; [ 6 41],[ 5.34246575 20.65753425] ; [ 9.65753425 37.34246575],0
a4,1,0.028065,4.824045,[ 8 18] ; [ 5 43],[ 4.56756757 21.43243243] ; [ 8.43243243 39.56756757],0
a2,1,0.029537,4.736027,[ 4 22] ; [ 1 47],[ 1.75675676 24.24324324] ; [ 3.24324324 44.75675676],0
d4,1,0.065289,3.397652,[18  8] ; [22 25],[14.24657534 11.75342466] ; [25.75342466 21.24657534],0
s4,1,0.069559,3.293407,[ 2 24] ; [12 36],[ 4.91891892 21.08108108] ; [ 9.08108108 38.91891892],0
p10,1,0.07909,3.083513,[19  7] ; [25 23],[15.45945946 10.54054054] ; [28.54054054 19.45945946],0
p1,1,0.085949,2.948649,[ 3 23] ; [ 1 47],[ 1.40540541 24.59459459] ; [ 2.59459459 45.40540541],0
d2,1,0.098241,2.733862,[ 8 18] ; [ 7 41],[ 5.27027027 20.72972973] ; [ 9.72972973 38.27027027],0
b3,1,0.106312,2.608199,[5 8] ; [ 3 18],[3.05882353 9.94117647] ; [ 4.94117647 16.05882353],0
b2,1,0.106312,2.608199,[5 8] ; [ 3 18],[3.05882353 9.94117647] ; [ 4.94117647 16.05882353],0
r1,1,0.11091,2.541209,[18  8] ; [24 24],[14.75675676 11.24324324] ; [27.24324324 20.75675676],0
u3,1,0.132985,2.257311,[5 2] ; [12 18],[3.21621622 3.78378378] ; [13.78378378 16.21621622],0
s7,1,0.172623,1.860015,[ 9 17] ; [ 9 36],[ 6.5915493 19.4084507] ; [11.4084507 33.5915493],0
b5,1,0.175418,1.836023,[12 14] ; [30 18],[14.75675676 11.24324324] ; [27.24324324 20.75675676],0
s6,1,0.238651,1.388543,[14 12] ; [19 29],[11.59459459 14.40540541] ; [21.40540541 26.59459459],0
