Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.09903,[324  14] ; [5 6],[318.63037249  19.36962751] ; [10.36962751  0.63037249],1
r2,1,0.0,36.600215,[326   8] ; [7 4],[322.3826087  11.6173913] ; [10.6173913  0.3826087],1
r1,1,6.8e-05,15.86512,[295  42] ; [5 6],[290.51724138  46.48275862] ; [9.48275862 1.51724138],1
n6,1,0.002836,8.910018,[303  34] ; [6 4],[300.09510086  36.90489914] ; [8.90489914 1.09510086],0
r3,1,0.003809,8.372782,[328   9] ; [9 2],[326.34770115  10.65229885] ; [10.65229885  0.34770115],0
p10,1,0.011384,6.404293,[295  42] ; [6 4],[292.32564841  44.67435159] ; [8.67435159 1.32564841],0
p2,1,0.025007,5.02337,[307  30] ; [7 3],[304.95100865  32.04899135] ; [9.04899135 0.95100865],0
d4,1,0.030176,4.699242,[333   4] ; [10  1],[332.15804598   4.84195402] ; [10.84195402  0.15804598],0
s2,1,0.036111,4.391865,[210 125] ; [3 7],[206.82608696 128.17391304] ; [6.17391304 3.82608696],0
p9,1,0.039444,4.241623,[303  33] ; [7 3],[301.04046243  34.95953757] ; [8.95953757 1.04046243],0
p7,1,0.043643,4.070312,[245  90] ; [5 6],[242.05202312  92.94797688] ; [7.94797688 3.05202312],0
p8,1,0.047005,3.945199,[220 116] ; [4 7],[216.89913545 119.10086455] ; [7.10086455 3.89913545],0
s8,1,0.055637,3.662901,[189 146] ; [3 8],[185.89595376 149.10404624] ; [6.10404624 4.89595376],0
v1,1,0.061428,3.498408,[210 118] ; [4 7],[207.0560472 120.9439528] ; [6.9439528 4.0560472],0
s7,1,0.065231,3.399114,[190 131] ; [3 7],[187.16918429 133.83081571] ; [5.83081571 4.16918429],0
p11,1,0.067816,3.335117,[285  53] ; [7 4],[282.7965616  55.2034384] ; [9.2034384 1.7965616],0
d5,1,0.126649,2.333106,[330   7] ; [10  1],[329.25287356   7.74712644] ; [10.74712644  0.25287356],0
s3,1,0.149717,2.075133,[208 125] ; [4 6],[205.81924198 127.18075802] ; [6.18075802 3.81924198],0
a7,1,0.233604,1.418783,[266  72] ; [7 4],[264.39541547  73.60458453] ; [8.60458453 2.39541547],0
p3,1,0.272174,1.205755,[236 101] ; [6 5],[234.35057471 102.64942529] ; [7.64942529 3.35057471],0
b2,1,0.27769,1.178359,[ 91 135] ; [2 7],[ 89.43829787 136.56170213] ; [3.56170213 5.43829787],0
b3,1,0.27769,1.178359,[ 91 135] ; [2 7],[ 89.43829787 136.56170213] ; [3.56170213 5.43829787],0
b1,1,0.291297,1.113617,[131 207] ; [6 5],[132.68194842 205.31805158] ; [4.31805158 6.68194842],0
v3,1,0.318904,0.993438,[147 173] ; [3 7],[145.45454545 174.54545455] ; [4.54545455 5.45454545],0
p5,1,0.342951,0.899369,[ 55 280] ; [3 8],[ 56.15606936 278.84393064] ; [1.84393064 9.15606936],0
s1,1,0.344448,0.893806,[ 12 323] ; [ 1 10],[ 12.5867052 322.4132948] ; [ 0.4132948 10.5867052],0
b4,1,0.377228,0.779714,[201 137] ; [8 3],[202.41260745 135.58739255] ; [6.58739255 4.41260745],0
p1,1,0.388167,0.744676,[ 34 302] ; [2 9],[ 34.85878963 301.14121037] ; [1.14121037 9.85878963],0
n5,1,0.436506,0.605452,[277  61] ; [8 3],[276.01719198  61.98280802] ; [8.98280802 2.01719198],0
n1,1,0.465757,0.532025,[21 37] ; [1 4],[20.25396825 37.74603175] ; [1.74603175 3.25396825],0
a8,1,0.472037,0.517204,[ 37 263] ; [2 8],[ 37.74193548 262.25806452] ; [1.25806452 8.74193548],0
v2,1,0.485356,0.486806,[204 123] ; [8 3],[205.10059172 121.89940828] ; [6.89940828 4.10059172],0
n2,1,0.573098,0.317526,[41 16] ; [3 2],[40.4516129 16.5483871] ; [3.5483871 1.4516129],0
n3,1,0.573098,0.317526,[41 16] ; [3 2],[40.4516129 16.5483871] ; [3.5483871 1.4516129],0
s6,1,0.612376,0.256729,[256  77] ; [7 3],[255.33236152  77.66763848] ; [7.66763848 2.33236152],0
a5,1,0.665719,0.186651,[292  46] ; [10  1],[292.48137536  45.51862464] ; [9.51862464 1.48137536],0
b5,1,0.722967,0.125668,[197 141] ; [7 4],[197.57020057 140.42979943] ; [6.42979943 4.57020057],0
a4,1,0.746013,0.104912,[198 139] ; [7 4],[198.52011494 138.47988506] ; [6.47988506 4.52011494],0
n4,1,0.756079,0.096493,[288  50] ; [9 2],[287.63896848  50.36103152] ; [9.36103152 1.63896848],0
p12,1,0.823603,0.04969,[ 38 300] ; [ 1 10],[ 37.77077364 300.22922636] ; [1.22922636 9.77077364],0
s5,1,0.885479,0.020744,[137 187] ; [4 6],[136.77844311 187.22155689] ; [4.22155689 5.77844311],0
p6,1,0.910808,0.012548,[173 161] ; [5 5],[172.8255814 161.1744186] ; [5.1744186 4.8255814],0
s4,1,0.912231,0.01215,[ 65 268] ; [2 9],[ 64.85755814 268.14244186] ; [2.14244186 8.85755814],0
a3,1,0.927053,0.008382,[272  65] ; [9 2],[272.11781609  64.88218391] ; [8.88218391 2.11781609],0
a6,1,0.934811,0.00669,[242  96] ; [8 3],[242.12034384  95.87965616] ; [7.87965616 3.12034384],0
d3,1,0.966496,0.001764,[306  32] ; [10  1],[306.04011461  31.95988539] ; [9.95988539 1.04011461],0
a2,1,0.985417,0.000334,[122 216] ; [4 7],[122.0286533 215.9713467] ; [3.9713467 7.0286533],0
