Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.414643,[90 26] ; [ 3 19],[78.17391304 37.82608696] ; [14.82608696  7.17391304],1
v4,1,0.0,25.472582,[99 17] ; [ 8 14],[89.94202899 26.05797101] ; [17.05797101  4.94202899],1
r1,1,1.3e-05,19.080152,[83 33] ; [ 5 17],[73.97101449 42.02898551] ; [14.02898551  7.97101449],1
r3,1,0.001755,9.789163,[94 22] ; [11 11],[88.26086957 27.73913043] ; [16.73913043  5.26086957],0
d5,1,0.009846,6.662616,[80 35] ; [ 9 13],[74.7080292 40.2919708] ; [14.2919708  7.7080292],0
v3,1,0.009904,6.652167,[40 67] ; [ 2 20],[34.8372093 72.1627907] ; [ 7.1627907 14.8372093],0
u3,1,0.014621,5.961609,[25 17] ; [2 9],[21.39622642 20.60377358] ; [5.60377358 5.39622642],0
d3,1,0.018372,5.560364,[68 47] ; [ 7 15],[62.95620438 52.04379562] ; [12.04379562  9.95620438],0
d1,1,0.018545,5.543896,[58 58] ; [ 5 17],[52.95652174 63.04347826] ; [10.04347826 11.95652174],0
s8,1,0.02358,5.125232,[38 77] ; [ 2 20],[33.57664234 81.42335766] ; [ 6.42335766 15.57664234],0
s7,1,0.06177,3.489223,[40 70] ; [ 3 17],[36.38461538 73.61538462] ; [ 6.61538462 13.38461538],0
n6,1,0.062292,3.475294,[77 39] ; [10 12],[73.13043478 42.86956522] ; [13.86956522  8.13043478],0
p9,1,0.067313,3.34735,[64 48] ; [ 7 13],[60.24242424 51.75757576] ; [10.75757576  9.24242424],0
v1,1,0.086554,2.937333,[43 73] ; [ 4 18],[39.50724638 76.49275362] ; [ 7.49275362 14.50724638],0
b4,1,0.094445,2.796938,[62 54] ; [16  6],[65.56521739 50.43478261] ; [12.43478261  9.56521739],0
s6,1,0.109469,2.561865,[57 56] ; [ 7 15],[53.57037037 59.42962963] ; [10.42962963 11.57037037],0
a6,1,0.114505,2.490921,[68 47] ; [ 9 13],[64.6350365 50.3649635] ; [12.3649635  9.6350365],0
s5,1,0.123391,2.373741,[26 83] ; [ 2 20],[23.29770992 85.70229008] ; [ 4.70229008 17.29770992],0
a4,1,0.128524,2.310243,[51 63] ; [ 6 16],[47.77941176 66.22058824] ; [ 9.22058824 12.77941176],0
s2,1,0.135833,2.224547,[45 69] ; [ 5 17],[41.91176471 72.08823529] ; [ 8.08823529 13.91176471],0
d2,1,0.136154,2.220892,[56 58] ; [ 7 15],[52.80882353 61.19117647] ; [10.19117647 11.80882353],0
b1,1,0.162942,1.946708,[55 61] ; [14  8],[58. 58.] ; [11. 11.],0
v2,1,0.21866,1.513143,[46 61] ; [ 6 15],[43.46875 63.53125] ; [ 8.53125 12.46875],0
a5,1,0.222696,1.486912,[69 47] ; [10 12],[66.4057971 49.5942029] ; [12.5942029  9.4057971],0
s3,1,0.232832,1.423479,[48 65] ; [ 6 15],[45.53731343 67.46268657] ; [ 8.46268657 12.53731343],0
p6,1,0.243607,1.359598,[16 99] ; [ 1 20],[ 14.375 100.625] ; [ 2.625 18.375],0
s4,1,0.256383,1.288184,[22 93] ; [ 2 20],[20.1459854 94.8540146] ; [ 3.8540146 18.1459854],0
u1,1,0.260018,1.268663,[ 15 101] ; [ 1 21],[ 13.44927536 102.55072464] ; [ 2.55072464 19.44927536],0
a8,1,0.263232,1.251681,[  8 106] ; [ 3 18],[  9.28888889 104.71111111] ; [ 1.71111111 19.28888889],0
p10,1,0.265366,1.240548,[58 55] ; [ 8 13],[55.65671642 57.34328358] ; [10.34328358 10.65671642],0
p7,1,0.273185,1.200683,[27 84] ; [ 3 19],[25.03759398 85.96240602] ; [ 4.96240602 17.03759398],0
a3,1,0.297582,1.084997,[74 41] ; [11 10],[71.875 43.125] ; [13.125  7.875],0
p11,1,0.352287,0.865204,[60 56] ; [ 9 13],[58. 58.] ; [11. 11.],0
n4,1,0.366266,0.816294,[70 46] ; [11 11],[68.08695652 47.91304348] ; [12.91304348  9.08695652],0
p1,1,0.369695,0.804691,[  9 107] ; [ 3 19],[ 10.08695652 105.91304348] ; [ 1.91304348 20.08695652],0
a2,1,0.39733,0.716392,[25 91] ; [ 3 19],[23.53623188 92.46376812] ; [ 4.46376812 17.53623188],0
a7,1,0.408723,0.682513,[69 47] ; [11 11],[67.24637681 48.75362319] ; [12.75362319  9.24637681],0
p8,1,0.422312,0.643871,[19 97] ; [ 2 19],[17.7810219 98.2189781] ; [ 3.2189781 17.7810219],0
n2,1,0.448618,0.574141,[32 18] ; [4 4],[31.03448276 18.96551724] ; [4.96551724 3.03448276],0
