Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,31.046281,[18 43] ; [31  4],[31.13541667 29.86458333] ; [17.86458333 17.13541667],1
s2,1,0.000936,10.950009,[22 41] ; [25 11],[29.90909091 33.09090909] ; [17.09090909 18.90909091],1
p7,1,0.000947,10.929346,[26 38] ; [27  9],[33.92 30.08] ; [19.08 16.92],1
s3,1,0.001,10.82702,[28 36] ; [28  8],[35.84 28.16] ; [20.16 15.84],0
s6,1,0.006394,7.435741,[30 34] ; [27  9],[36.48 27.52] ; [20.52 15.48],0
p9,1,0.01968,5.440024,[46 18] ; [33  3],[50.56 13.44] ; [28.44  7.56],0
p2,1,0.020809,5.342698,[42 23] ; [31  5],[46.98019802 18.01980198] ; [26.01980198  9.98019802],0
p11,1,0.026209,4.942187,[45 20] ; [32  4],[49.55445545 15.44554455] ; [27.44554455  8.55445545],0
p3,1,0.02884,4.777114,[25 40] ; [22 14],[30.24752475 34.75247525] ; [16.75247525 19.24752475],0
p10,1,0.030867,4.660347,[44 19] ; [32  4],[48.36363636 14.63636364] ; [27.63636364  8.36363636],0
p8,1,0.059398,3.554105,[32 32] ; [25 11],[36.48 27.52] ; [20.52 15.48],0
s5,1,0.062914,3.458851,[15 48] ; [15 21],[19.09090909 43.90909091] ; [10.90909091 25.09090909],0
b3,1,0.09092,2.858013,[14 20] ; [17 10],[17.27868852 16.72131148] ; [13.72131148 13.27868852],0
b2,1,0.09092,2.858013,[14 20] ; [17 10],[17.27868852 16.72131148] ; [13.72131148 13.27868852],0
u1,1,0.101848,2.676371,[ 2 63] ; [ 4 32],[ 3.86138614 61.13861386] ; [ 2.13861386 33.86138614],0
p4,1,0.136724,2.21445,[31 33] ; [23 13],[34.56 29.44] ; [19.44 16.56],0
p6,1,0.151535,2.056734,[18 47] ; [15 21],[21.23762376 43.76237624] ; [11.76237624 24.23762376],0
r4,1,0.170406,1.879371,[53 12] ; [33  3],[55.34653465  9.65346535] ; [30.65346535  5.34653465],0
p12,1,0.174367,1.844995,[ 5 59] ; [ 6 30],[ 7.04 56.96] ; [ 3.96 32.04],0
r3,1,0.183647,1.767857,[54  9] ; [34  2],[56.  7.] ; [32.  4.],0
p1,1,0.191217,1.708215,[ 8 57] ; [ 8 28],[10.2970297 54.7029703] ; [ 5.7029703 30.2970297],0
d1,1,0.191273,1.707782,[ 4 61] ; [ 5 31],[ 5.79207921 59.20792079] ; [ 3.20792079 32.79207921],0
a6,1,0.218065,1.517057,[45 20] ; [29  7],[47.62376238 17.37623762] ; [26.37623762  9.62376238],0
a2,1,0.226878,1.460328,[ 7 58] ; [ 7 29],[ 9.00990099 55.99009901] ; [ 4.99009901 31.00990099],0
a3,1,0.260394,1.266659,[41 23] ; [27  9],[43.52 20.48] ; [24.48 11.52],0
v4,1,0.266521,1.234568,[56  8] ; [34  2],[57.6  6.4] ; [32.4  3.6],0
n1,1,0.29008,1.119251,[ 5 10] ; [4 3],[6.13636364 8.86363636] ; [2.86363636 4.13636364],0
d2,1,0.294241,1.100114,[17 48] ; [13 23],[19.30693069 45.69306931] ; [10.69306931 25.30693069],0
r1,1,0.328499,0.954805,[50 14] ; [31  5],[51.84 12.16] ; [29.16  6.84],0
n2,1,0.349445,0.87547,[14  2] ; [5 2],[13.2173913  2.7826087] ; [5.7826087 1.2173913],0
v1,1,0.36191,0.831254,[29 34] ; [20 16],[31.18181818 31.81818182] ; [17.81818182 18.18181818],0
d4,1,0.380296,0.769746,[32 33] ; [21 15],[34.10891089 30.89108911] ; [18.89108911 17.10891089],0
b4,1,0.392235,0.732001,[40 25] ; [19 17],[37.97029703 27.02970297] ; [21.02970297 14.97029703],0
n6,1,0.402995,0.699372,[48 15] ; [30  6],[49.63636364 13.36363636] ; [28.36363636  7.63636364],0
a4,1,0.413176,0.669643,[21 43] ; [ 9 27],[19.2 44.8] ; [10.8 25.2],0
p5,1,0.413521,0.668656,[ 7 57] ; [ 6 30],[ 8.32 55.68] ; [ 4.68 31.32],0
n5,1,0.419591,0.65146,[45 19] ; [28  8],[46.72 17.28] ; [26.28  9.72],0
s4,1,0.442117,0.590782,[13 52] ; [ 5 31],[11.58415842 53.41584158] ; [ 6.41584158 29.58415842],0
v3,1,0.462147,0.54069,[24 39] ; [16 19],[25.71428571 37.28571429] ; [14.28571429 20.71428571],0
a8,1,0.494216,0.467335,[ 7 51] ; [ 6 29],[ 8.10752688 49.89247312] ; [ 4.89247312 30.10752688],0
a7,1,0.508622,0.4369,[45 19] ; [23 13],[43.52 20.48] ; [24.48 11.52],0
u3,1,0.517585,0.418703,[13 11] ; [6 3],[13.81818182 10.18181818] ; [5.18181818 3.81818182],0
d3,1,0.523508,0.406977,[30 35] ; [19 17],[31.53465347 33.46534653] ; [17.46534653 18.53465347],0
u2,1,0.618698,0.247702,[13 11] ; [4 5],[12.36363636 11.63636364] ; [4.63636364 4.36363636],0
b1,1,0.624426,0.239695,[31 34] ; [19 17],[32.17821782 32.82178218] ; [17.82178218 18.17821782],0
b5,1,0.663888,0.188835,[35 30] ; [21 15],[36.03960396 28.96039604] ; [19.96039604 16.03960396],0
r2,1,0.673575,0.177449,[55  9] ; [32  4],[55.68  8.32] ; [31.32  4.68],0
v2,1,0.768182,0.086879,[30 34] ; [17 17],[30.69387755 33.30612245] ; [16.30612245 17.69387755],0
n4,1,0.797094,0.066105,[46 18] ; [25 11],[45.44 18.56] ; [25.56 10.44],0
