Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.04918,[78 18] ; [ 4 33],[59.18796992 36.81203008] ; [22.81203008 14.18796992],1
v4,1,0.0,29.112775,[86 10] ; [17 20],[74.34586466 21.65413534] ; [28.65413534  8.34586466],1
p2,1,1e-06,23.48834,[64 32] ; [ 7 29],[51.63636364 44.36363636] ; [19.36363636 16.63636364],1
a1,1,5e-06,20.820185,[ 1 95] ; [ 9 28],[ 7.21804511 88.78195489] ; [ 2.78195489 34.21804511],1
b5,1,0.000171,14.123405,[70 26] ; [14 23],[60.63157895 35.36842105] ; [23.36842105 13.63157895],1
r2,1,0.000288,13.143951,[87  8] ; [23 12],[80.38461538 14.61538462] ; [29.61538462  5.38461538],1
p7,1,0.000881,11.061486,[50 45] ; [ 7 28],[41.65384615 53.34615385] ; [15.34615385 19.65384615],1
r1,1,0.001131,10.599078,[63 32] ; [13 24],[54.6969697 40.3030303] ; [21.3030303 15.6969697],0
a7,1,0.00154,10.030728,[69 26] ; [16 21],[61.17424242 33.82575758] ; [23.82575758 13.17424242],0
v2,1,0.001619,9.937593,[40 52] ; [ 5 31],[32.34375 59.65625] ; [12.65625 23.34375],0
s6,1,0.001899,9.64502,[46 49] ; [ 7 30],[38.14393939 56.85606061] ; [14.85606061 22.14393939],0
n6,1,0.005222,7.80077,[62 34] ; [14 23],[54.85714286 41.14285714] ; [21.14285714 15.85714286],0
d4,1,0.005894,7.582348,[75 21] ; [20 17],[68.57142857 27.42857143] ; [26.42857143 10.57142857],0
d5,1,0.006425,7.426936,[72 23] ; [19 18],[65.49242424 29.50757576] ; [25.50757576 11.49242424],0
p4,1,0.00736,7.18289,[36 58] ; [ 5 31],[29.64615385 64.35384615] ; [11.35384615 24.64615385],0
b1,1,0.012113,6.294285,[39 57] ; [24 13],[45.47368421 50.52631579] ; [17.52631579 19.47368421],0
s2,1,0.013323,6.125752,[27 69] ; [ 3 34],[21.65413534 74.34586466] ; [ 8.34586466 28.65413534],0
p9,1,0.014697,5.95247,[49 44] ; [10 25],[42.8671875 50.1328125] ; [16.1328125 18.8671875],0
p6,1,0.022659,5.194497,[17 76] ; [ 1 35],[12.97674419 80.02325581] ; [ 5.02325581 30.97674419],0
d3,1,0.024747,5.041473,[56 38] ; [14 23],[50.22900763 43.77099237] ; [19.77099237 17.22900763],0
n5,1,0.026874,4.898875,[47 49] ; [26 11],[52.69172932 43.30827068] ; [20.30827068 16.69172932],0
a6,1,0.029564,4.734483,[59 37] ; [15 22],[53.41353383 42.58646617] ; [20.58646617 16.41353383],0
s3,1,0.033496,4.520261,[38 57] ; [ 7 28],[32.88461538 62.11538462] ; [12.11538462 22.88461538],0
n3,1,0.035789,4.407124,[23  9] ; [ 7 10],[19.59183673 12.40816327] ; [10.40816327  6.59183673],0
p8,1,0.038132,4.299134,[30 64] ; [ 5 31],[25.30769231 68.69230769] ; [ 9.69230769 26.30769231],0
p10,1,0.043673,4.06916,[44 49] ; [10 26],[38.93023256 54.06976744] ; [15.06976744 20.93023256],0
n4,1,0.068081,3.328693,[48 48] ; [25 12],[52.69172932 43.30827068] ; [20.30827068 16.69172932],0
b2,1,0.069403,3.297074,[11 34] ; [11 13],[14.34782609 30.65217391] ; [ 7.65217391 16.34782609],0
b3,1,0.069403,3.297074,[11 34] ; [11 13],[14.34782609 30.65217391] ; [ 7.65217391 16.34782609],0
p1,1,0.075279,3.163992,[ 3 93] ; [ 4 33],[ 5.05263158 90.94736842] ; [ 1.94736842 35.05263158],0
s5,1,0.105987,2.613057,[18 73] ; [ 3 34],[14.9296875 76.0703125] ; [ 6.0703125 30.9296875],0
s8,1,0.111093,2.538606,[11 84] ; [ 1 36],[ 8.63636364 86.36363636] ; [ 3.36363636 33.63636364],0
p3,1,0.168442,1.896757,[30 65] ; [ 7 29],[26.83206107 68.16793893] ; [10.16793893 25.83206107],0
n1,1,0.179852,1.798849,[ 8 23] ; [ 8 10],[10.12244898 20.87755102] ; [ 5.87755102 12.12244898],0
d1,1,0.194646,1.682095,[43 53] ; [12 25],[39.69924812 56.30075188] ; [15.30075188 21.69924812],0
a5,1,0.219104,1.510229,[58 38] ; [18 19],[54.85714286 41.14285714] ; [21.14285714 15.85714286],0
u2,1,0.221413,1.495189,[16 27] ; [ 3 12],[14.0862069 28.9137931] ; [ 4.9137931 10.0862069],0
u3,1,0.232359,1.42636,[19 24] ; [ 4 11],[17.05172414 25.94827586] ; [5.94827586 9.05172414],0
v1,1,0.24866,1.330819,[33 62] ; [ 9 28],[30.22727273 64.77272727] ; [11.77272727 25.22727273],0
