Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4e-06,21.186888,[69 27] ; [10 26],[57.45454545 38.54545455] ; [21.54545455 14.45454545],1
d5,1,0.00033,12.890625,[78 18] ; [18 18],[69.81818182 26.18181818] ; [26.18181818  9.81818182],1
a6,1,0.006258,7.474356,[69 26] ; [17 19],[62.36641221 32.63358779] ; [23.63358779 12.36641221],0
d4,1,0.006674,7.358796,[76 20] ; [20 16],[69.81818182 26.18181818] ; [26.18181818  9.81818182],0
d1,1,0.011602,6.370749,[53 43] ; [11 25],[46.54545455 49.45454545] ; [17.45454545 18.54545455],0
b1,1,0.012866,6.1875,[26 70] ; [18 18],[32. 64.] ; [12. 24.],0
a2,1,0.027707,4.846231,[21 75] ; [ 2 34],[16.72727273 79.27272727] ; [ 6.27272727 29.72727273],0
p3,1,0.04186,4.140847,[25 71] ; [16 20],[29.81818182 66.18181818] ; [11.18181818 24.81818182],0
n5,1,0.077536,3.11581,[56 40] ; [27  9],[60.36363636 35.63636364] ; [22.63636364 13.36363636],0
n4,1,0.097254,2.75,[60 36] ; [28  8],[64. 32.] ; [24. 12.],0
n6,1,0.128795,2.306967,[74 22] ; [32  4],[77.09090909 18.90909091] ; [28.90909091  7.09090909],0
a3,1,0.132111,2.267524,[63 31] ; [19 17],[59.29230769 34.70769231] ; [22.70769231 13.29230769],0
b5,1,0.141299,2.163757,[64 32] ; [19 17],[60.36363636 35.63636364] ; [22.63636364 13.36363636],0
p6,1,0.152128,2.050781,[19 75] ; [11 23],[22.03125 71.96875] ; [ 7.96875 26.03125],0
a8,1,0.163207,1.944261,[17 69] ; [ 3 30],[14.45378151 71.54621849] ; [ 5.54621849 27.45378151],0
r1,1,0.186318,1.746496,[74 21] ; [24 12],[71.06870229 23.93129771] ; [26.93129771  9.06870229],0
n1,1,0.218089,1.516901,[ 7 15] ; [5 4],[ 8.51612903 13.48387097] ; [3.48387097 5.51612903],0
r2,1,0.237493,1.395413,[90  5] ; [32  4],[88.47328244  6.52671756] ; [33.52671756  2.47328244],0
a4,1,0.240389,1.37831,[34 61] ; [ 9 27],[31.18320611 63.81679389] ; [11.81679389 24.18320611],0
s2,1,0.26712,1.231477,[45 51] ; [13 23],[42.18181818 53.81818182] ; [15.81818182 20.18181818],0
b4,1,0.319545,0.990809,[52 44] ; [16 20],[49.45454545 46.54545455] ; [18.54545455 17.45454545],0
n2,1,0.326687,0.961988,[19  4] ; [6 3],[17.96875  5.03125] ; [7.03125 1.96875],0
v2,1,0.376641,0.781638,[47 44] ; [15 20],[44.77777778 46.22222222] ; [17.22222222 17.77777778],0
v3,1,0.40496,0.693548,[33 60] ; [10 26],[31. 62.] ; [12. 24.],0
