Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,64.775216,[123  41] ; [20 69],[92.69565217 71.30434783] ; [50.30434783 38.69565217],1
s2,1,0.0,43.363452,[141  23] ; [42 47],[118.62450593  45.37549407] ; [64.37549407 24.62450593],1
s3,1,0.0,30.161084,[131  31] ; [41 46],[111.90361446  50.09638554] ; [60.09638554 26.90361446],1
s6,1,1e-06,24.310177,[155   9] ; [63 24],[142.43824701  21.56175299] ; [75.56175299 11.43824701],1
a3,1,1e-06,24.0977,[143  21] ; [53 35],[127.55555556  36.44444444] ; [68.44444444 19.55555556],1
n4,1,0.000104,15.066662,[145  19] ; [61 28],[133.53359684  30.46640316] ; [72.46640316 16.53359684],1
p6,1,0.000278,13.213225,[91 72] ; [28 60],[77.27888446 85.72111554] ; [41.72111554 46.27888446],1
v3,1,0.001364,10.253933,[87 76] ; [28 59],[74.98 88.02] ; [40.02 46.98],0
p4,1,0.001953,9.592861,[121  43] ; [48 40],[109.98412698  54.01587302] ; [59.01587302 28.98412698],0
n5,1,0.002419,9.200614,[144  21] ; [64 25],[135.11811024  29.88188976] ; [72.88188976 16.11811024],0
a2,1,0.016342,5.765652,[ 55 110] ; [17 72],[ 46.77165354 118.22834646] ; [25.22834646 63.77165354],0
r4,1,0.01864,5.534995,[161   4] ; [81  8],[157.20472441   7.79527559] ; [84.79527559  4.20472441],0
p7,1,0.019421,5.463227,[124  34] ; [57 31],[116.25203252  41.74796748] ; [64.74796748 23.25203252],0
u1,1,0.023192,5.154045,[ 47 118] ; [14 75],[ 39.62598425 125.37401575] ; [21.37401575 67.62598425],0
r1,1,0.037929,4.308185,[145  19] ; [70 19],[139.36758893  24.63241107] ; [75.63241107 13.36758893],0
d3,1,0.040697,4.188593,[124  41] ; [56 33],[116.92913386  48.07086614] ; [63.07086614 25.92913386],0
n1,1,0.046945,3.947368,[22 16] ; [3 9],[19. 19.] ; [6. 6.],0
p3,1,0.047797,3.917099,[101  64] ; [43 46],[93.54330709 71.45669291] ; [50.45669291 38.54330709],0
s4,1,0.048073,3.907418,[ 47 116] ; [15 71],[ 40.58634538 122.41365462] ; [21.41365462 64.58634538],0
u2,1,0.066165,3.375677,[13  9] ; [12 23],[ 9.64912281 12.35087719] ; [15.35087719 19.64912281],0
d2,1,0.077007,3.126974,[97 68] ; [41 46],[90.35714286 74.64285714] ; [47.64285714 39.35714286],0
r2,1,0.094391,2.797844,[162   3] ; [83  5],[159.7826087   5.2173913] ; [85.2173913  2.7826087],0
