Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.520696,[81 11] ; [16 25],[67.09774436 24.90225564] ; [29.90225564 11.09774436],1
a6,1,0.001416,10.185072,[60 32] ; [15 27],[51.49253731 40.50746269] ; [23.50746269 18.49253731],0
s3,1,0.01577,5.828376,[38 50] ; [ 9 33],[31.81538462 56.18461538] ; [15.18461538 26.81538462],0
v3,1,0.01772,5.62367,[31 58] ; [ 6 35],[25.33076923 63.66923077] ; [11.66923077 29.33076923],0
r1,1,0.028684,4.78647,[58 34] ; [18 24],[52.17910448 39.82089552] ; [23.82089552 18.17910448],0
n6,1,0.050226,3.833888,[70 22] ; [25 17],[65.2238806 26.7761194] ; [29.7761194 12.2238806],0
p3,1,0.058812,3.57056,[37 54] ; [10 32],[32.15789474 58.84210526] ; [14.84210526 27.15789474],0
p1,1,0.068382,3.321449,[15 77] ; [ 2 39],[11.7593985 80.2406015] ; [ 5.2406015 35.7593985],0
b4,1,0.084703,2.972272,[52 40] ; [17 25],[47.37313433 44.62686567] ; [21.62686567 20.37313433],0
s6,1,0.09481,2.790754,[39 50] ; [12 30],[34.64885496 54.35114504] ; [16.35114504 25.64885496],0
a5,1,0.097801,2.741046,[47 45] ; [15 27],[42.56716418 49.43283582] ; [19.43283582 22.56716418],0
b1,1,0.121868,2.393146,[33 59] ; [21 21],[37.07462687 54.92537313] ; [16.92537313 25.07462687],0
a4,1,0.12411,2.364669,[21 69] ; [ 5 37],[17.72727273 72.27272727] ; [ 8.27272727 33.72727273],0
a2,1,0.175509,1.835248,[ 8 84] ; [ 1 41],[ 6.17910448 85.82089552] ; [ 2.82089552 39.17910448],0
r4,1,0.203138,1.619667,[67 25] ; [26 16],[63.85074627 28.14925373] ; [29.14925373 12.85074627],0
n1,1,0.204894,1.607143,[10 14] ; [ 5 16],[ 8. 16.] ; [ 7. 14.],0
u3,1,0.240538,1.377436,[17 33] ; [12 13],[19.33333333 30.66666667] ; [ 9.66666667 15.33333333],0
s1,1,0.261881,1.258788,[ 4 85] ; [ 4 38],[ 5.4351145 83.5648855] ; [ 2.5648855 39.4351145],0
v1,1,0.282683,1.154146,[37 54] ; [13 29],[34.21052632 56.78947368] ; [15.78947368 26.21052632],0
s7,1,0.294722,1.097924,[19 65] ; [ 6 35],[16.8 67.2] ; [ 8.2 32.8],0
p12,1,0.311882,1.02269,[ 6 85] ; [ 1 41],[ 4.78947368 86.21052632] ; [ 2.21052632 39.78947368],0
p4,1,0.335222,0.928618,[41 51] ; [15 27],[38.44776119 53.55223881] ; [17.55223881 24.44776119],0
n2,1,0.343816,0.896149,[18  6] ; [13  8],[16.53333333  7.46666667] ; [14.46666667  6.53333333],0
b5,1,0.346897,0.884775,[54 38] ; [21 21],[51.49253731 40.50746269] ; [23.50746269 18.49253731],0
n3,1,0.383596,0.759144,[16  7] ; [17  4],[17.25  5.75] ; [15.75  5.25],0
u2,1,0.398653,0.712386,[17 33] ; [11 14],[18.66666667 31.33333333] ; [ 9.33333333 15.66666667],0
p2,1,0.406993,0.687566,[65 27] ; [26 15],[62.94736842 29.05263158] ; [28.05263158 12.94736842],0
a1,1,0.427818,0.628739,[ 5 87] ; [ 1 41],[ 4.11940299 87.88059701] ; [ 1.88059701 40.11940299],0
d3,1,0.450402,0.569641,[29 63] ; [10 30],[27.18181818 64.81818182] ; [11.81818182 28.18181818],0
p11,1,0.454808,0.558641,[63 29] ; [26 16],[61.10447761 30.89552239] ; [27.89552239 14.10447761],0
r2,1,0.467632,0.527566,[79 13] ; [34  8],[77.58208955 14.41791045] ; [35.41791045  6.58208955],0
a3,1,0.50522,0.443955,[42 48] ; [17 25],[40.22727273 49.77272727] ; [18.77272727 23.22727273],0
s5,1,0.545573,0.365307,[14 74] ; [ 5 37],[12.86153846 75.13846154] ; [ 6.13846154 35.86153846],0
p8,1,0.607047,0.264498,[39 50] ; [16 25],[37.65384615 51.34615385] ; [17.34615385 23.65384615],0
d5,1,0.630938,0.230791,[40 52] ; [16 25],[38.73684211 53.26315789] ; [17.26315789 23.73684211],0
p10,1,0.644244,0.213235,[55 34] ; [23 17],[53.81395349 35.18604651] ; [24.18604651 15.81395349],0
a8,1,0.668846,0.182954,[ 8 75] ; [ 3 38],[ 7.36290323 75.63709677] ; [ 3.63709677 37.36290323],0
r3,1,0.699998,0.148474,[71 20] ; [34  8],[71.84210526 19.15789474] ; [33.15789474  8.84210526],0
p7,1,0.758202,0.094767,[43 46] ; [21 20],[43.81538462 45.18461538] ; [20.18461538 20.81538462],0
a7,1,0.758906,0.094198,[52 40] ; [22 19],[51.18796992 40.81203008] ; [22.81203008 18.18796992],0
b2,1,0.800833,0.063639,[12 42] ; [ 5 15],[12.40540541 41.59459459] ; [ 4.59459459 15.40540541],0
b3,1,0.800833,0.063639,[12 42] ; [ 5 15],[12.40540541 41.59459459] ; [ 4.59459459 15.40540541],0
d2,1,0.803009,0.062228,[18 74] ; [ 9 33],[18.53731343 73.46268657] ; [ 8.46268657 33.53731343],0
s4,1,0.838163,0.041716,[16 75] ; [ 8 34],[16.42105263 74.57894737] ; [ 7.57894737 34.42105263],0
v4,1,0.911396,0.012383,[77 14] ; [35  6],[77.21212121 13.78787879] ; [34.78787879  6.21212121],0
s2,1,0.9183,0.010522,[20 70] ; [ 9 33],[19.77272727 70.22727273] ; [ 9.22727273 32.77272727],0
p9,1,0.960844,0.00241,[59 30] ; [27 14],[58.87692308 30.12307692] ; [27.12307692 13.87692308],0
p6,1,0.966198,0.001796,[23 66] ; [11 31],[23.09923664 65.90076336] ; [10.90076336 31.09923664],0
p5,1,0.969547,0.001457,[ 7 84] ; [ 3 37],[ 6.94656489 84.05343511] ; [ 3.05343511 36.94656489],0
v2,1,0.989831,0.000162,[30 56] ; [14 26],[30.03174603 55.96825397] ; [13.96825397 26.03174603],0
