Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,28.221694,[ 2 61] ; [12 12],[10.13793103 52.86206897] ; [ 3.86206897 20.13793103],1
s3,1,2e-06,23.086811,[12 49] ; [18  6],[21.52941176 39.47058824] ; [ 8.47058824 15.52941176],1
s2,1,1.7e-05,18.450749,[10 53] ; [15  9],[18.10344828 44.89655172] ; [ 6.89655172 17.10344828],1
s4,1,0.000503,12.105751,[ 9 54] ; [12 12],[15.20689655 47.79310345] ; [ 5.79310345 18.20689655],1
p10,1,0.001178,10.525014,[24 36] ; [19  5],[30.71428571 29.28571429] ; [12.28571429 11.71428571],0
s6,1,0.00226,9.325673,[13 50] ; [13 11],[18.82758621 44.17241379] ; [ 7.17241379 16.82758621],0
p2,1,0.007166,7.230994,[26 35] ; [18  6],[31.57647059 29.42352941] ; [12.42352941 11.57647059],0
p6,1,0.008562,6.912074,[ 6 55] ; [ 8 16],[10.04705882 50.95294118] ; [ 3.95294118 20.04705882],0
p9,1,0.008915,6.839796,[24 37] ; [17  7],[29.42352941 31.57647059] ; [11.57647059 12.42352941],0
v4,1,0.009556,6.715755,[32 30] ; [19  4],[37.2 24.8] ; [13.8  9.2],0
n2,1,0.011078,6.452727,[12 18] ; [10  2],[15.71428571 14.28571429] ; [6.28571429 5.71428571],0
p4,1,0.012585,6.226551,[16 46] ; [13 11],[20.90697674 41.09302326] ; [ 8.09302326 15.90697674],0
p11,1,0.013698,6.07661,[26 37] ; [17  7],[31.13793103 31.86206897] ; [11.86206897 12.13793103],0
u3,1,0.032671,4.562963,[ 7 28] ; [5 4],[ 9.54545455 25.45454545] ; [2.45454545 6.54545455],0
n6,1,0.085127,2.964186,[33 29] ; [17  6],[36.47058824 25.52941176] ; [13.52941176  9.47058824],0
p7,1,0.092745,2.82607,[17 43] ; [11 12],[20.24096386 39.75903614] ; [ 7.75903614 15.24096386],0
r1,1,0.099958,2.706221,[15 48] ; [10 14],[18.10344828 44.89655172] ; [ 6.89655172 17.10344828],0
d4,1,0.112608,2.517236,[35 27] ; [18  6],[38.20930233 23.79069767] ; [14.79069767  9.20930233],0
a3,1,0.114784,2.487092,[27 35] ; [15  9],[30.27906977 31.72093023] ; [11.72093023 12.27906977],0
r3,1,0.130591,2.285464,[29 33] ; [15  8],[32.09411765 29.90588235] ; [11.90588235 11.09411765],0
n1,1,0.147299,2.1,[ 8 22] ; [6 6],[10. 20.] ; [4. 8.],0
s5,1,0.149821,2.074074,[ 7 56] ; [ 5 16],[ 9. 54.] ; [ 3. 18.],0
a5,1,0.153485,2.037272,[26 37] ; [14 10],[28.96551724 34.03448276] ; [11.03448276 12.96551724],0
p3,1,0.156946,2.003412,[12 51] ; [ 8 16],[14.48275862 48.51724138] ; [ 5.51724138 18.48275862],0
n4,1,0.193994,1.687019,[35 28] ; [17  7],[37.65517241 25.34482759] ; [14.34482759  9.65517241],0
n5,1,0.279305,1.17047,[38 24] ; [17  6],[40.11764706 21.88235294] ; [14.88235294  8.11764706],0
p8,1,0.297872,1.083695,[17 45] ; [ 9 14],[18.96470588 43.03529412] ; [ 7.03529412 15.96470588],0
a4,1,0.361236,0.833592,[17 45] ; [ 9 15],[18.74418605 43.25581395] ; [ 7.25581395 16.74418605],0
n3,1,0.405676,0.691436,[12 18] ; [6 5],[13.17073171 16.82926829] ; [4.82926829 6.17073171],0
a2,1,0.411612,0.674139,[ 6 57] ; [ 1 23],[ 5.06896552 57.93103448] ; [ 1.93103448 22.06896552],0
d5,1,0.418127,0.655573,[36 27] ; [16  8],[37.65517241 25.34482759] ; [14.34482759  9.65517241],0
u2,1,0.465533,0.532559,[13 23] ; [4 4],[13.90909091 22.09090909] ; [3.09090909 4.90909091],0
d1,1,0.468205,0.52621,[21 42] ; [10 14],[22.44827586 40.55172414] ; [ 8.55172414 15.44827586],0
a8,1,0.469889,0.522237,[ 5 52] ; [ 1 23],[ 4.22222222 52.77777778] ; [ 1.77777778 22.22222222],0
a6,1,0.528906,0.396493,[31 32] ; [10 14],[29.68965517 33.31034483] ; [11.31034483 12.68965517],0
b2,1,0.540291,0.375,[11 25] ; [ 7 11],[12. 24.] ; [ 6. 12.],0
b3,1,0.540291,0.375,[11 25] ; [ 7 11],[12. 24.] ; [ 6. 12.],0
b1,1,0.558157,0.342905,[28 35] ; [ 9 15],[26.79310345 36.20689655] ; [10.20689655 13.79310345],0
r2,1,0.570302,0.322178,[34 26] ; [14  8],[35.12195122 24.87804878] ; [12.87804878  9.12195122],0
