Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,28.221694,[ 2 61] ; [12 12],[10.13793103 52.86206897] ; [ 3.86206897 20.13793103],1
d3,1,0.589845,0.290587,[27 35] ; [12 12],[28.11627907 33.88372093] ; [10.88372093 13.11627907],0
v3,1,0.606086,0.265914,[10 52] ; [ 5 19],[10.81395349 51.18604651] ; [ 4.18604651 19.81395349],0
p1,1,0.687815,0.161461,[ 7 55] ; [ 2 22],[ 6.48837209 55.51162791] ; [ 2.51162791 21.48837209],0
v2,1,0.69478,0.153959,[15 45] ; [ 7 17],[15.71428571 44.28571429] ; [ 6.28571429 17.71428571],0
s1,1,0.695844,0.152831,[ 4 59] ; [ 1 23],[ 3.62068966 59.37931034] ; [ 1.37931034 22.62068966],0
b4,1,0.700378,0.148079,[37 26] ; [13 11],[36.20689655 26.79310345] ; [13.79310345 10.20689655],0
p5,1,0.882934,0.021683,[ 3 58] ; [ 1 23],[ 2.87058824 58.12941176] ; [ 1.12941176 22.87058824],0
a7,1,0.893231,0.018014,[32 30] ; [12 12],[31.72093023 30.27906977] ; [12.27906977 11.72093023],0
u1,1,0.905685,0.014038,[ 3 60] ; [ 1 23],[ 2.89655172 60.10344828] ; [ 1.10344828 22.89655172],0
b5,1,0.947237,0.004379,[32 31] ; [12 12],[31.86206897 31.13793103] ; [12.13793103 11.86206897],0
d2,1,0.954068,0.003318,[25 36] ; [10 14],[25.11764706 35.88235294] ; [ 9.88235294 14.11764706],0
