Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,4.2e-05,16.782284,[5 6] ; [ 11 140],[1.08641975 9.91358025] ; [ 14.91358025 136.08641975],1
p12,1,0.000481,12.189684,[2 9] ; [  2 150],[ 0.26993865 10.73006135] ; [  3.73006135 148.26993865],1
p8,1,0.00185,9.692482,[8 3] ; [ 42 109],[3.39506173 7.60493827] ; [ 46.60493827 104.39506173],0
s8,1,0.006921,7.293458,[8 3] ; [ 49 102],[3.87037037 7.12962963] ; [53.12962963 97.87037037],0
p4,1,0.017311,5.66457,[8 2] ; [63 89],[4.38271605 5.61728395] ; [66.61728395 85.38271605],0
n5,1,0.029632,4.730538,[10  1] ; [87 64],[6.58641975 4.41358025] ; [90.41358025 60.58641975],0
v2,1,0.056079,3.649711,[2 9] ; [70 76],[5.04458599 5.95541401] ; [66.95541401 79.04458599],0
a6,1,0.060863,3.513704,[5 6] ; [109  42],[7.74074074 3.25925926] ; [106.25925926  44.74074074],0
p3,1,0.065451,3.393565,[7 4] ; [54 97],[4.14197531 6.85802469] ; [56.85802469 94.14197531],0
s6,1,0.068871,3.309728,[9 1] ; [92 58],[6.3125 3.6875] ; [94.6875 55.3125],0
s1,1,0.090242,2.870043,[2 9] ; [  8 141],[ 0.6875 10.3125] ; [  9.3125 139.6875],0
n6,1,0.097692,2.742824,[10  1] ; [101  50],[7.53703704 3.46296296] ; [103.46296296  47.53703704],0
p10,1,0.109911,2.555507,[8 2] ; [80 68],[5.56962025 4.43037975] ; [82.43037975 65.56962025],0
d2,1,0.12871,2.30799,[8 3] ; [74 77],[5.56790123 5.43209877] ; [76.43209877 74.56790123],0
u1,1,0.168306,1.897972,[4 7] ; [ 29 123],[2.22699387 8.77300613] ; [ 30.77300613 121.22699387],0
v1,1,0.170217,1.881027,[7 4] ; [64 87],[4.82098765 6.17901235] ; [66.17901235 84.82098765],0
s7,1,0.197769,1.65877,[7 4] ; [61 79],[4.95364238 6.04635762] ; [63.04635762 76.95364238],0
p9,1,0.214681,1.539577,[9 2] ; [93 54],[7.10126582 3.89873418] ; [94.89873418 52.10126582],0
p2,1,0.242107,1.368282,[9 2] ; [98 54],[7.2208589 3.7791411] ; [99.7791411 52.2208589],0
p6,1,0.246428,1.343444,[5 6] ; [ 43 106],[3.3 7.7] ; [ 44.7 104.3],0
a3,1,0.292229,1.109324,[6 5] ; [104  45],[7.5625 3.4375] ; [102.4375  46.5625],0
b5,1,0.294023,1.10111,[6 5] ; [106  46],[7.55828221 3.44171779] ; [104.44171779  47.55828221],0
v3,1,0.307297,1.042259,[5 6] ; [ 45 102],[3.48101266 7.51898734] ; [ 46.51898734 100.48101266],0
s5,1,0.332196,0.940319,[4 5] ; [ 42 102],[2.70588235 6.29411765] ; [ 43.29411765 100.70588235],0
r4,1,0.340385,0.908979,[10  1] ; [120  32],[8.77300613 2.22699387] ; [121.22699387  30.77300613],0
d4,1,0.357582,0.846368,[10  1] ; [120  31],[8.82716049 2.17283951] ; [121.17283951  29.82716049],0
a8,1,0.359384,0.840044,[2 8] ; [ 14 119],[1.11888112 8.88111888] ; [ 14.88111888 118.11888112],0
a2,1,0.37356,0.791789,[2 9] ; [ 47 105],[3.30674847 7.69325153] ; [ 45.69325153 106.30674847],0
s3,1,0.417812,0.656463,[7 4] ; [77 74],[5.7037037 5.2962963] ; [78.2962963 72.7037037],0
b1,1,0.429571,0.623982,[4 7] ; [74 78],[5.26380368 5.73619632] ; [72.73619632 79.26380368],0
n3,1,0.446392,0.579797,[2 2] ; [37 17],[2.68965517 1.31034483] ; [36.31034483 17.68965517],0
u3,1,0.480737,0.497191,[2 3] ; [26 20],[2.74509804 2.25490196] ; [25.25490196 20.74509804],0
b4,1,0.506121,0.442079,[7 4] ; [81 71],[5.93865031 5.06134969] ; [82.06134969 69.93865031],0
a4,1,0.540891,0.373891,[6 5] ; [68 83],[5.02469136 5.97530864] ; [68.97530864 82.02469136],0
p7,1,0.563584,0.333536,[4 7] ; [68 82],[4.91925466 6.08074534] ; [67.08074534 82.91925466],0
d3,1,0.56564,0.330032,[9 2] ; [111  39],[8.19875776 2.80124224] ; [111.80124224  38.19875776],0
u2,1,0.5713,0.320513,[3 2] ; [21 24],[2.4 2.6] ; [21.6 23.4],0
b2,1,0.590117,0.290162,[3 5] ; [21 53],[2.34146341 5.65853659] ; [21.65853659 52.34146341],0
b3,1,0.590117,0.290162,[3 5] ; [21 53],[2.34146341 5.65853659] ; [21.65853659 52.34146341],0
a1,1,0.591439,0.288103,[ 1 10] ; [  8 144],[ 0.60736196 10.39263804] ; [  8.39263804 143.60736196],0
d1,1,0.618231,0.248362,[7 4] ; [85 67],[6.20858896 4.79141104] ; [85.79141104 66.20858896],0
s4,1,0.636138,0.223829,[3 8] ; [ 32 119],[2.37654321 8.62345679] ; [ 32.62345679 118.37654321],0
r3,1,0.651341,0.204213,[9 2] ; [130  20],[9.49689441 1.50310559] ; [129.50310559  20.49689441],0
s2,1,0.691188,0.157803,[6 5] ; [73 78],[5.36419753 5.63580247] ; [73.63580247 77.36419753],0
r1,1,0.730406,0.118739,[9 2] ; [116  34],[8.54037267 2.45962733] ; [116.45962733  33.54037267],0
n2,1,0.749467,0.10198,[3 1] ; [37 18],[2.71186441 1.28813559] ; [37.28813559 17.71186441],0
a5,1,0.766123,0.088477,[8 3] ; [104  48],[7.55828221 3.44171779] ; [104.44171779  47.55828221],0
d5,1,0.841815,0.039829,[9 2] ; [127  24],[9.2345679 1.7654321] ; [126.7654321  24.2345679],0
