Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,138.194648,[366  41] ; [38 64],[323.04125737  83.95874263] ; [80.95874263 21.04125737],1
n6,1,0.0,38.030455,[371  37] ; [68 33],[351.88998035  56.11001965] ; [87.11001965 13.88998035],1
p4,1,6.8e-05,15.861435,[297 111] ; [54 49],[280.25048924 127.74951076] ; [70.74951076 32.25048924],1
a3,1,0.000162,14.221555,[313  95] ; [60 43],[297.81604697 110.18395303] ; [75.18395303 27.81604697],1
s4,1,0.000352,12.773078,[ 69 334] ; [34 69],[ 82.03359684 320.96640316] ; [20.96640316 82.03359684],1
p6,1,0.000386,12.597861,[184 220] ; [26 74],[168.33333333 235.66666667] ; [41.66666667 58.33333333],1
s7,1,0.000508,12.085403,[256 138] ; [46 54],[240.86639676 153.13360324] ; [61.13360324 38.86639676],1
a8,1,0.000512,12.071971,[ 64 306] ; [ 3 91],[ 53.42672414 316.57327586] ; [13.57327586 80.42672414],1
a4,1,0.000615,11.730192,[199 208] ; [31 72],[183.54901961 223.45098039] ; [46.45098039 56.54901961],1
p5,1,0.000987,10.852536,[ 67 340] ; [ 4 99],[ 56.66078431 350.33921569] ; [14.33921569 88.66078431],1
d2,1,0.001102,10.64797,[216 192] ; [36 67],[201.20547945 206.79452055] ; [50.79452055 52.20547945],0
p11,1,0.001232,10.442199,[343  66] ; [72 31],[331.51367188  77.48632812] ; [83.48632812 19.51367188],0
a5,1,0.00235,9.253856,[321  88] ; [66 37],[309.14648438  99.85351562] ; [77.85351562 25.14648438],0
d5,1,0.007079,7.252886,[353  55] ; [78 25],[344.12524462  63.87475538] ; [86.87475538 16.12524462],0
v1,1,0.016109,5.79095,[240 158] ; [47 53],[229.36947791 168.63052209] ; [57.63052209 42.36947791],0
a7,1,0.022311,5.22139,[296 112] ; [86 17],[305.00195695 102.99804305] ; [76.99804305 26.00195695],0
p12,1,0.023706,5.116011,[ 46 361] ; [ 4 99],[ 39.90196078 367.09803922] ; [10.09803922 92.90196078],0
