Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.005597,7.675643,[4 3] ; [67  6],[6.2125 0.7875] ; [64.7875  8.2125],0
n4,1,0.00984,6.663654,[2 5] ; [54 18],[4.96202532 2.03797468] ; [51.03797468 20.96202532],0
n5,1,0.030828,4.662539,[1 6] ; [41 31],[3.72151899 3.27848101] ; [38.27848101 33.72151899],0
p12,1,0.038105,4.300338,[1 6] ; [ 1 71],[0.17721519 6.82278481] ; [ 1.82278481 70.17721519],0
b4,1,0.063193,3.451545,[2 5] ; [47 26],[4.2875 2.7125] ; [44.7125 28.2875],0
r3,1,0.086423,2.93977,[5 2] ; [67  6],[6.3 0.7] ; [65.7  7.3],0
a1,1,0.124548,2.35918,[1 6] ; [ 2 71],[0.2625 6.7375] ; [ 2.7375 70.2625],0
s6,1,0.131673,2.272669,[6 1] ; [40 31],[4.12820513 2.87179487] ; [41.87179487 29.12820513],0
p2,1,0.170622,1.877466,[3 4] ; [50 23],[4.6375 2.3625] ; [48.3625 24.6375],0
p9,1,0.197312,1.662157,[1 6] ; [28 44],[2.56962025 4.43037975] ; [26.43037975 45.56962025],0
n6,1,0.20867,1.580632,[3 4] ; [48 24],[4.51898734 2.48101266] ; [46.48101266 25.51898734],0
a6,1,0.229034,1.446851,[6 1] ; [46 27],[4.55 2.45] ; [47.45 25.55],0
s1,1,0.23798,1.392522,[1 6] ; [ 3 70],[0.35 6.65] ; [ 3.65 69.35],0
n3,1,0.25798,1.279563,[2 2] ; [17  5],[2.92307692 1.07692308] ; [16.07692308  5.92307692],0
p11,1,0.293791,1.102168,[5 2] ; [37 36],[3.675 3.325] ; [38.325 34.675],0
a4,1,0.310409,1.028936,[2 5] ; [35 37],[3.27848101 3.72151899] ; [33.72151899 38.27848101],0
d3,1,0.310729,1.027575,[6 1] ; [49 24],[4.8125 2.1875] ; [50.1875 22.8125],0
a3,1,0.332125,0.940595,[6 1] ; [49 23],[4.87341772 2.12658228] ; [50.12658228 21.87341772],0
p1,1,0.357857,0.845401,[1 6] ; [ 4 69],[0.4375 6.5625] ; [ 4.5625 68.4375],0
p4,1,0.371233,0.799535,[4 3] ; [29 44],[2.8875 4.1125] ; [30.1125 42.8875],0
a2,1,0.376074,0.783495,[1 6] ; [22 51],[2.0125 4.9875] ; [20.9875 52.0125],0
s2,1,0.405011,0.693397,[4 3] ; [29 42],[2.96153846 4.03846154] ; [30.03846154 40.96153846],0
v3,1,0.446574,0.579334,[2 5] ; [30 39],[2.94736842 4.05263158] ; [29.05263158 39.94736842],0
d5,1,0.451368,0.567215,[6 1] ; [53 20],[5.1625 1.8375] ; [53.8375 19.1625],0
b5,1,0.487946,0.481053,[4 3] ; [51 22],[4.8125 2.1875] ; [50.1875 22.8125],0
b3,1,0.488479,0.479874,[1 4] ; [17 31],[1.69811321 3.30188679] ; [16.30188679 31.69811321],0
b2,1,0.488479,0.479874,[1 4] ; [17 31],[1.69811321 3.30188679] ; [16.30188679 31.69811321],0
s7,1,0.489984,0.476562,[2 5] ; [29 40],[2.85526316 4.14473684] ; [28.14473684 40.85526316],0
v2,1,0.526671,0.40081,[5 2] ; [42 29],[4.21794872 2.78205128] ; [42.78205128 28.21794872],0
a7,1,0.540232,0.375109,[4 3] ; [50 23],[4.725 2.275] ; [49.275 23.725],0
s5,1,0.590176,0.29007,[1 6] ; [16 53],[1.56578947 5.43421053] ; [15.43421053 53.56578947],0
d2,1,0.592771,0.286038,[3 4] ; [39 34],[3.675 3.325] ; [38.325 34.675],0
p8,1,0.59373,0.284557,[3 4] ; [24 49],[2.3625 4.6375] ; [24.6375 48.3625],0
p6,1,0.635599,0.224545,[1 5] ; [18 53],[1.48051948 4.51948052] ; [17.51948052 53.48051948],0
d1,1,0.641889,0.21628,[4 3] ; [35 38],[3.4125 3.5875] ; [35.5875 37.4125],0
s3,1,0.691988,0.156942,[4 3] ; [35 36],[3.5 3.5] ; [35.5 35.5],0
b1,1,0.692348,0.156556,[4 3] ; [36 37],[3.5 3.5] ; [36.5 36.5],0
p3,1,0.80747,0.059386,[2 4] ; [28 45],[2.27848101 3.72151899] ; [27.72151899 45.27848101],0
s4,1,0.811525,0.056863,[1 6] ; [ 8 63],[0.80769231 6.19230769] ; [ 8.19230769 62.80769231],0
n2,1,0.920948,0.009848,[3 1] ; [17  5],[3.07692308 0.92307692] ; [16.92307692  5.07692308],0
a5,1,0.991281,0.000119,[5 2] ; [52 21],[4.9875 2.0125] ; [52.0125 20.9875],0
p7,1,0.991924,0.000102,[3 4] ; [31 41],[3.01265823 3.98734177] ; [30.98734177 41.01265823],0
n1,1,1.0,0.0,[2 2] ; [11 11],[2. 2.] ; [11. 11.],0
