Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.624147,[ 5 27] ; [41 12],[17.31764706 14.68235294] ; [28.68235294 24.31764706],1
r3,1,9e-06,19.788462,[12 20] ; [44  8],[21.33333333 10.66666667] ; [34.66666667 17.33333333],1
d4,1,0.002002,9.548044,[17 15] ; [43  8],[23.13253012  8.86746988] ; [36.86746988 14.13253012],0
r2,1,0.003347,8.607962,[20 11] ; [48  5],[25.0952381  5.9047619] ; [42.9047619 10.0952381],0
v4,1,0.005977,7.557355,[16 16] ; [41 11],[21.71428571 10.28571429] ; [35.28571429 16.71428571],0
p8,1,0.007183,7.226544,[ 2 29] ; [16 34],[ 6.88888889 24.11111111] ; [11.11111111 38.88888889],0
d1,1,0.007421,7.168218,[ 8 24] ; [29 24],[13.92941176 18.07058824] ; [23.07058824 29.92941176],0
d3,1,0.008511,6.922627,[13 18] ; [37 15],[18.6746988 12.3253012] ; [31.3253012 20.6746988],0
a7,1,0.013188,6.143757,[15 17] ; [39 14],[20.32941176 11.67058824] ; [33.67058824 19.32941176],0
d5,1,0.013275,6.132141,[17 15] ; [41 11],[22.0952381  9.9047619] ; [35.9047619 16.0952381],0
v2,1,0.016288,5.771496,[ 6 25] ; [22 26],[10.98734177 20.01265823] ; [17.01265823 30.98734177],0
s6,1,0.01633,5.766942,[ 7 25] ; [25 27],[12.19047619 19.80952381] ; [19.80952381 32.19047619],0
s2,1,0.020228,5.392121,[ 6 26] ; [23 30],[10.91764706 21.08235294] ; [18.08235294 34.91764706],0
a1,1,0.021959,5.249039,[ 6 26] ; [ 2 51],[ 3.01176471 28.98823529] ; [ 4.98823529 48.01176471],0
p1,1,0.021959,5.249039,[ 6 26] ; [ 2 51],[ 3.01176471 28.98823529] ; [ 4.98823529 48.01176471],0
b2,1,0.036128,4.391056,[9 9] ; [ 6 23],[ 5.74468085 12.25531915] ; [ 9.25531915 19.74468085],0
b3,1,0.036128,4.391056,[9 9] ; [ 6 23],[ 5.74468085 12.25531915] ; [ 9.25531915 19.74468085],0
p2,1,0.056574,3.635074,[11 21] ; [29 23],[15.23809524 16.76190476] ; [24.76190476 27.23809524],0
a2,1,0.057054,3.62102,[ 3 29] ; [14 39],[ 6.4 25.6] ; [10.6 42.4],0
b1,1,0.076017,3.14806,[22 10] ; [26 27],[18.07058824 13.92941176] ; [29.92941176 23.07058824],0
a3,1,0.07798,3.106509,[16 16] ; [36 16],[19.80952381 12.19047619] ; [32.19047619 19.80952381],0
n5,1,0.094718,2.792308,[17 15] ; [18 34],[13.33333333 18.66666667] ; [21.66666667 30.33333333],0
a5,1,0.096241,2.766756,[14 18] ; [33 20],[17.69411765 14.30588235] ; [29.30588235 23.69411765],0
s8,1,0.105518,2.620092,[ 2 30] ; [10 43],[ 4.51764706 27.48235294] ; [ 7.48235294 45.51764706],0
u2,1,0.154044,2.031746,[7 9] ; [11  5],[9. 7.] ; [9. 7.],0
u3,1,0.157299,2.0,[ 6 10] ; [10  6],[8. 8.] ; [8. 8.],0
s3,1,0.169543,1.886982,[11 20] ; [27 26],[14.02380952 16.97619048] ; [23.97619048 29.02380952],0
b5,1,0.20802,1.585153,[13 19] ; [29 24],[15.81176471 16.18823529] ; [26.18823529 26.81176471],0
b4,1,0.225097,1.471576,[15 17] ; [32 21],[17.69411765 14.30588235] ; [29.30588235 23.69411765],0
u1,1,0.271223,1.210549,[ 1 31] ; [ 5 48],[ 2.25882353 29.74117647] ; [ 3.74117647 49.25882353],0
v3,1,0.276859,1.182444,[ 6 25] ; [14 32],[ 8.05194805 22.94805195] ; [11.94805195 34.05194805],0
a6,1,0.307771,1.040217,[18 14] ; [35 17],[20.19047619 11.80952381] ; [32.80952381 19.19047619],0
p9,1,0.344325,0.894262,[16 15] ; [20 29],[13.95 17.05] ; [22.05 26.95],0
p4,1,0.37467,0.788119,[ 7 25] ; [16 36],[ 8.76190476 23.23809524] ; [14.23809524 37.76190476],0
n1,1,0.386095,0.751205,[6 9] ; [ 7 19],[ 4.75609756 10.24390244] ; [ 8.24390244 17.75609756],0
n3,1,0.405033,0.693333,[8 7] ; [16  8],[9.23076923 5.76923077] ; [14.76923077  9.23076923],0
a8,1,0.431722,0.618186,[ 2 29] ; [ 6 45],[ 3.02439024 27.97560976] ; [ 4.97560976 46.02439024],0
a4,1,0.481687,0.495042,[12 20] ; [24 29],[13.55294118 18.44705882] ; [22.44705882 30.55294118],0
n4,1,0.553867,0.350434,[16 16] ; [23 30],[14.68235294 17.31764706] ; [24.31764706 28.68235294],0
s5,1,0.572415,0.318659,[ 5 26] ; [10 37],[ 5.96153846 25.03846154] ; [ 9.03846154 37.96153846],0
p3,1,0.629516,0.232718,[ 8 23] ; [16 36],[ 8.96385542 22.03614458] ; [15.03614458 36.96385542],0
n2,1,0.657774,0.196239,[7 8] ; [14 12],[7.68292683 7.31707317] ; [13.31707317 12.68292683],0
p10,1,0.68256,0.167259,[10 21] ; [18 31],[10.85 20.15] ; [17.15 31.85],0
p5,1,0.71878,0.129665,[ 1 30] ; [ 1 50],[ 0.75609756 30.24390244] ; [ 1.24390244 49.75609756],0
s7,1,0.786407,0.07343,[ 7 23] ; [12 34],[ 7.5 22.5] ; [11.5 34.5],0
p7,1,0.823351,0.049835,[11 21] ; [16 34],[10.53658537 21.46341463] ; [16.46341463 33.53658537],0
p6,1,0.828631,0.046854,[ 5 26] ; [ 9 41],[ 5.35802469 25.64197531] ; [ 8.64197531 41.35802469],0
v1,1,0.890412,0.018984,[11 21] ; [19 34],[11.29411765 20.70588235] ; [18.70588235 34.29411765],0
d2,1,0.948685,0.004142,[15 17] ; [24 28],[14.85714286 17.14285714] ; [24.14285714 27.85714286],0
s1,1,0.970925,0.001328,[ 3 29] ; [ 5 47],[ 3.04761905 28.95238095] ; [ 4.95238095 47.04761905],0
s4,1,0.989249,0.000182,[ 6 26] ; [10 43],[ 6.02352941 25.97647059] ; [ 9.97647059 43.02352941],0
