Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,42.838138,[49 33] ; [99  2],[66.31693989 15.68306011] ; [81.68306011 19.31693989],1
v4,1,0.0,33.139571,[49 32] ; [96  5],[64.53296703 16.46703297] ; [80.46703297 20.53296703],1
n6,1,1e-06,24.307438,[47 35] ; [90 11],[61.38797814 20.61202186] ; [75.61202186 25.38797814],1
r2,1,1e-06,23.773038,[47 31] ; [91  9],[60.47191011 17.52808989] ; [77.52808989 22.47191011],1
p10,1,3e-06,22.091816,[37 41] ; [81 19],[51.70786517 26.29213483] ; [66.29213483 33.70786517],1
p11,1,2.1e-05,18.054487,[43 40] ; [82 19],[56.38586957 26.61413043] ; [68.61413043 32.38586957],1
p9,1,0.000414,12.469914,[50 29] ; [86 14],[60.02234637 18.97765363] ; [75.97765363 24.02234637],1
s6,1,0.000828,11.176381,[26 57] ; [55 43],[37.14364641 45.85635359] ; [43.85635359 54.14364641],1
b1,1,0.001031,10.771674,[48 35] ; [34 67],[36.98913043 46.01086957] ; [45.01086957 55.98913043],0
p2,1,0.001533,10.038482,[44 36] ; [78 23],[53.92265193 26.07734807] ; [68.07734807 32.92265193],0
p7,1,0.00502,7.87233,[30 51] ; [58 42],[39.38121547 41.61878453] ; [48.61878453 51.38121547],0
p3,1,0.005804,7.61026,[23 58] ; [49 52],[32.04395604 48.95604396] ; [39.95604396 61.04395604],0
p4,1,0.006084,7.525331,[30 52] ; [57 43],[39.1978022 42.8021978] ; [47.8021978 52.1978022],0
a7,1,0.007728,7.095495,[38 45] ; [66 35],[46.91304348 36.08695652] ; [57.08695652 43.91304348],0
p6,1,0.008516,6.921598,[15 63] ; [37 62],[22.91525424 55.08474576] ; [29.08474576 69.91525424],0
s8,1,0.009829,6.665666,[14 69] ; [34 67],[21.65217391 61.34782609] ; [26.34782609 74.65217391],0
b5,1,0.010151,6.608134,[43 40] ; [71 30],[51.42391304 31.57608696] ; [62.57608696 38.42391304],0
p8,1,0.015315,5.87984,[23 58] ; [46 54],[30.87845304 50.12154696] ; [38.12154696 61.87845304],0
s5,1,0.040687,4.189007,[10 72] ; [23 72],[15.28813559 66.71186441] ; [17.71186441 77.28813559],0
s3,1,0.046401,3.966974,[27 54] ; [48 52],[33.56353591 47.43646409] ; [41.43646409 58.56353591],0
s1,1,0.057429,3.610111,[ 5 78] ; [ 1 99],[ 2.72131148 80.27868852] ; [ 3.27868852 96.72131148],0
v3,1,0.060314,3.528736,[18 64] ; [34 64],[23.68888889 58.31111111] ; [28.31111111 69.68888889],0
n4,1,0.060707,3.517958,[50 33] ; [74 27],[55.93478261 27.06521739] ; [68.06521739 32.93478261],0
d5,1,0.060707,3.517958,[50 33] ; [74 27],[55.93478261 27.06521739] ; [68.06521739 32.93478261],0
d4,1,0.060707,3.517958,[50 33] ; [74 27],[55.93478261 27.06521739] ; [68.06521739 32.93478261],0
u2,1,0.084371,2.978622,[11 23] ; [19 17],[14.57142857 19.42857143] ; [15.42857143 20.57142857],0
s7,1,0.103469,2.651239,[18 60] ; [33 63],[22.86206897 55.13793103] ; [28.13793103 67.86206897],0
n2,1,0.1267,2.332481,[20 14] ; [18  5],[22.66666667 11.33333333] ; [15.33333333  7.66666667],0
n3,1,0.1267,2.332481,[20 14] ; [18  5],[22.66666667 11.33333333] ; [15.33333333  7.66666667],0
p5,1,0.159508,1.978883,[ 6 75] ; [14 86],[ 8.95027624 72.04972376] ; [11.04972376 88.95027624],0
v2,1,0.160647,1.968128,[28 53] ; [44 54],[32.58100559 48.41899441] ; [39.41899441 58.58100559],0
u3,1,0.166507,1.914117,[ 8 26] ; [14 22],[10.68571429 23.31428571] ; [11.31428571 24.68571429],0
p12,1,0.167683,1.90354,[ 2 79] ; [ 7 94],[ 4.00549451 76.99450549] ; [ 4.99450549 96.00549451],0
d3,1,0.174105,1.847235,[38 44] ; [57 44],[42.56830601 39.43169399] ; [52.43169399 48.56830601],0
a8,1,0.190196,1.716098,[ 6 74] ; [13 82],[ 8.68571429 71.31428571] ; [10.31428571 84.68571429],0
b4,1,0.191478,1.706212,[43 40] ; [62 39],[47.36413043 35.63586957] ; [57.63586957 43.36413043],0
s2,1,0.213673,1.546367,[24 59] ; [38 63],[27.9673913 55.0326087] ; [34.0326087 66.9673913],0
a4,1,0.274337,1.194933,[23 59] ; [36 65],[26.43715847 55.56284153] ; [32.56284153 68.43715847],0
a1,1,0.348616,0.87849,[ 9 74] ; [ 7 94],[ 7.2173913 75.7826087] ; [ 8.7826087 92.2173913],0
d1,1,0.375022,0.786955,[30 53] ; [43 58],[32.92934783 50.07065217] ; [40.07065217 60.92934783],0
n5,1,0.400416,0.707076,[52 30] ; [70 31],[54.66666667 27.33333333] ; [67.33333333 33.66666667],0
a6,1,0.413565,0.66853,[46 37] ; [62 39],[48.7173913 34.2826087] ; [59.2826087 41.7173913],0
a3,1,0.420476,0.648983,[48 34] ; [65 36],[50.63387978 31.36612022] ; [62.36612022 38.63387978],0
v1,1,0.567293,0.327233,[29 49] ; [41 58],[30.84745763 47.15254237] ; [39.15254237 59.84745763],0
n1,1,0.574873,0.314596,[12 22] ; [ 9 12],[12.98181818 21.01818182] ; [ 8.01818182 12.98181818],0
p1,1,0.640916,0.217546,[ 9 73] ; [ 9 92],[ 8.06557377 73.93442623] ; [ 9.93442623 91.06557377],0
a5,1,0.642362,0.215666,[44 39] ; [57 44],[45.55978261 37.44021739] ; [55.44021739 45.55978261],0
a2,1,0.673112,0.177983,[ 9 74] ; [13 88],[ 9.92391304 73.07608696] ; [12.07608696 88.92391304],0
u1,1,0.749232,0.102177,[ 5 78] ; [ 5 96],[ 4.51086957 78.48913043] ; [ 5.48913043 95.51086957],0
d2,1,0.779421,0.078442,[32 50] ; [37 63],[31.08791209 50.91208791] ; [37.91208791 62.08791209],0
b2,1,0.944065,0.004923,[17 31] ; [22 39],[17.17431193 30.82568807] ; [21.82568807 39.17431193],0
b3,1,0.944065,0.004923,[17 31] ; [22 39],[17.17431193 30.82568807] ; [21.82568807 39.17431193],0
