Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.8e-05,17.560689,[43 26] ; [91 11],[54.07017544 14.92982456] ; [79.92982456 22.07017544],1
p3,1,0.000384,12.606973,[38 31] ; [82 20],[48.42105263 20.57894737] ; [71.57894737 30.42105263],1
p12,1,0.004834,7.940566,[ 4 65] ; [22 80],[10.49122807 58.50877193] ; [15.50877193 86.49122807],0
s4,1,0.009779,6.674679,[ 9 59] ; [31 71],[16. 52.] ; [24. 78.],0
a1,1,0.013109,6.154286,[ 1 68] ; [12 91],[ 5.21511628 63.78488372] ; [ 7.78488372 95.21511628],0
p5,1,0.018059,5.59046,[13 55] ; [37 66],[19.88304094 48.11695906] ; [30.11695906 72.88304094],0
p7,1,0.021654,5.273387,[56 10] ; [98  5],[60.14201183  5.85798817] ; [93.85798817  9.14201183],0
n3,1,0.05375,3.720451,[11  1] ; [12  8],[8.625 3.375] ; [14.375  5.625],0
v1,1,0.056374,3.640963,[40 28] ; [75 28],[45.73099415 22.26900585] ; [69.26900585 33.73099415],0
n4,1,0.064727,3.411934,[52 17] ; [89 14],[56.56395349 12.43604651] ; [84.43604651 18.56395349],0
n5,1,0.067731,3.337173,[53 15] ; [91 12],[57.26315789 10.73684211] ; [86.73684211 16.26315789],0
p1,1,0.083197,3.001319,[ 6 61] ; [19 83],[ 9.9112426 57.0887574] ; [15.0887574 86.9112426],0
s2,1,0.097162,2.751528,[45 23] ; [80 23],[49.70760234 18.29239766] ; [75.29239766 27.70760234],0
p2,1,0.101492,2.681946,[65  3] ; [91 12],[62.03508772  5.96491228] ; [93.96491228  9.03508772],0
u3,1,0.122029,2.391084,[8 9] ; [19  8],[10.43181818  6.56818182] ; [16.56818182 10.43181818],0
s7,1,0.128383,2.311948,[41 26] ; [71 27],[45.47878788 21.52121212] ; [66.52121212 31.47878788],0
b4,1,0.170346,1.879894,[37 32] ; [66 37],[41.31976744 27.68023256] ; [61.68023256 41.31976744],0
d3,1,0.207752,1.587025,[46 23] ; [77 25],[49.63157895 19.36842105] ; [73.36842105 28.63157895],0
a6,1,0.224729,1.473917,[46 23] ; [58 43],[42.21176471 26.78823529] ; [61.78823529 39.21176471],0
v2,1,0.274199,1.195617,[45 22] ; [60 42],[41.62721893 25.37278107] ; [63.37278107 38.62721893],0
p9,1,0.320038,0.988792,[63  5] ; [99  4],[64.42105263  3.57894737] ; [97.57894737  5.42105263],0
