Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.300949,[20 14] ; [19 96],[ 8.89932886 25.10067114] ; [30.10067114 84.89932886],1
p4,1,0.00841,6.943973,[12 23] ; [ 17 101],[ 6.63398693 28.36601307] ; [22.36601307 95.63398693],0
p11,1,0.020743,5.348253,[25 11] ; [57 63],[18.92307692 17.07692308] ; [63.07692308 56.92307692],0
b1,1,0.334504,0.931382,[21 15] ; [59 61],[18.46153846 17.53846154] ; [61.53846154 58.46153846],0
p1,1,0.731908,0.117367,[ 3 33] ; [  8 112],[ 2.53846154 33.46153846] ; [  8.46153846 111.53846154],0
