Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000247,13.435435,[30 10] ; [15 28],[21.68674699 18.31325301] ; [23.31325301 19.68674699],1
u1,1,0.002333,9.26731,[10 30] ; [ 1 42],[ 5.30120482 34.69879518] ; [ 5.69879518 37.30120482],0
a2,1,0.016559,5.742503,[ 9 31] ; [ 2 41],[ 5.30120482 34.69879518] ; [ 5.69879518 37.30120482],0
d5,1,0.018767,5.52312,[32  8] ; [24 19],[26.98795181 13.01204819] ; [29.01204819 13.98795181],0
a6,1,0.021293,5.302675,[25 15] ; [16 27],[19.75903614 20.24096386] ; [21.24096386 21.75903614],0
p10,1,0.029692,4.727065,[27  9] ; [22 21],[22.32911392 13.67088608] ; [26.67088608 16.32911392],0
r3,1,0.033332,4.528653,[29  8] ; [24 19],[24.5125 12.4875] ; [28.4875 14.5125],0
p5,1,0.059172,3.56044,[ 7 32] ; [ 2 40],[ 4.33333333 34.66666667] ; [ 4.66666667 37.33333333],0
v2,1,0.059547,3.549957,[20 18] ; [13 28],[15.87341772 22.12658228] ; [17.12658228 23.87341772],0
d2,1,0.064889,3.407792,[12 28] ; [21 21],[16.09756098 23.90243902] ; [16.90243902 25.09756098],0
n2,1,0.068406,3.320866,[13  3] ; [11 10],[10.37837838  5.62162162] ; [13.62162162  7.37837838],0
p2,1,0.083354,2.998265,[31  8] ; [26 16],[27.44444444 11.55555556] ; [29.55555556 12.44444444],0
v4,1,0.083448,2.996441,[29  7] ; [27 16],[25.51898734 10.48101266] ; [30.48101266 12.51898734],0
p8,1,0.105306,2.623295,[18 22] ; [12 31],[14.45783133 25.54216867] ; [15.54216867 27.45783133],0
d4,1,0.130071,2.291662,[32  8] ; [28 15],[28.91566265 11.08433735] ; [31.08433735 11.91566265],0
b1,1,0.144053,2.13412,[15 25] ; [23 20],[18.31325301 21.68674699] ; [19.68674699 23.31325301],0
d1,1,0.163482,1.941722,[20 20] ; [15 28],[16.86746988 23.13253012] ; [18.13253012 24.86746988],0
n4,1,0.163521,1.941357,[23 17] ; [31 12],[26.02409639 13.97590361] ; [27.97590361 15.02409639],0
p6,1,0.221563,1.494217,[12 27] ; [ 8 34],[ 9.62962963 29.37037037] ; [10.37037037 31.62962963],0
s4,1,0.285878,1.138931,[ 9 30] ; [ 6 37],[ 7.13414634 31.86585366] ; [ 7.86585366 35.13414634],0
n5,1,0.310871,1.026971,[25 14] ; [32 11],[27.1097561 11.8902439] ; [29.8902439 13.1097561],0
s7,1,0.320819,0.985603,[11 25] ; [17 24],[13.09090909 22.90909091] ; [14.90909091 26.09090909],0
s1,1,0.341336,0.905407,[ 1 39] ; [ 3 40],[ 1.92771084 38.07228916] ; [ 2.07228916 40.92771084],0
p9,1,0.345421,0.890209,[27 11] ; [25 16],[25.01265823 12.98734177] ; [26.98734177 14.01265823],0
p11,1,0.362622,0.828792,[28 12] ; [26 17],[26.02409639 13.97590361] ; [27.97590361 15.02409639],0
u2,1,0.382797,0.761701,[ 6 10] ; [ 4 13],[ 4.84848485 11.15151515] ; [ 5.15151515 11.84848485],0
u3,1,0.382797,0.761701,[ 6 10] ; [ 4 13],[ 4.84848485 11.15151515] ; [ 5.15151515 11.84848485],0
p3,1,0.39218,0.732174,[17 23] ; [14 28],[15.12195122 24.87804878] ; [15.87804878 26.12195122],0
n3,1,0.400394,0.707143,[11  5] ; [11  9],[9.77777778 6.22222222] ; [12.22222222  7.77777778],0
a5,1,0.406135,0.690087,[25 15] ; [23 20],[23.13253012 16.86746988] ; [24.86746988 18.13253012],0
a8,1,0.432344,0.616519,[ 2 31] ; [ 1 40],[ 1.33783784 31.66216216] ; [ 1.66216216 39.33783784],0
p7,1,0.470893,0.519879,[15 23] ; [13 28],[13.46835443 24.53164557] ; [14.53164557 26.46835443],0
r2,1,0.53868,0.377992,[21 13] ; [23 19],[19.68421053 14.31578947] ; [24.31578947 17.68421053],0
p1,1,0.548624,0.359788,[ 3 36] ; [ 5 38],[ 3.80487805 35.19512195] ; [ 4.19512195 38.80487805],0
a1,1,0.585717,0.297083,[ 3 37] ; [ 2 41],[ 2.40963855 37.59036145] ; [ 2.59036145 40.40963855],0
r1,1,0.601504,0.272734,[12 27] ; [11 32],[10.93902439 28.06097561] ; [12.06097561 30.93902439],0
p12,1,0.615155,0.252737,[ 1 38] ; [ 2 41],[ 1.42682927 37.57317073] ; [ 1.57317073 41.42682927],0
s8,1,0.616766,0.250439,[ 9 30] ; [12 31],[ 9.98780488 29.01219512] ; [11.01219512 31.98780488],0
b4,1,0.630178,0.231819,[24 16] ; [28 15],[25.06024096 14.93975904] ; [26.93975904 16.06024096],0
n1,1,0.665671,0.186708,[ 5 11] ; [ 8 13],[ 5.62162162 10.37837838] ; [ 7.37837838 13.62162162],0
a3,1,0.684328,0.165294,[23 17] ; [26 16],[23.90243902 16.09756098] ; [25.09756098 16.90243902],0
v1,1,0.748454,0.102835,[13 24] ; [13 28],[12.33333333 24.66666667] ; [13.66666667 27.33333333],0
b5,1,0.773054,0.083164,[22 18] ; [25 18],[22.65060241 17.34939759] ; [24.34939759 18.65060241],0
s2,1,0.807976,0.059067,[13 24] ; [14 29],[12.4875 24.5125] ; [14.5125 28.4875],0
s5,1,0.808252,0.058895,[ 5 30] ; [ 7 36],[ 5.38461538 29.61538462] ; [ 6.61538462 36.38461538],0
p4,1,0.837327,0.042154,[19 21] ; [19 23],[18.53658537 21.46341463] ; [19.46341463 22.53658537],0
a4,1,0.8736,0.025309,[14 26] ; [14 28],[13.65853659 26.34146341] ; [14.34146341 27.65853659],0
b2,1,0.879514,0.022978,[ 6 12] ; [10 22],[ 5.76 12.24] ; [10.24 21.76],0
b3,1,0.879514,0.022978,[ 6 12] ; [10 22],[ 5.76 12.24] ; [10.24 21.76],0
v3,1,0.940001,0.005665,[10 28] ; [11 32],[ 9.85185185 28.14814815] ; [11.14814815 31.85185185],0
s3,1,0.970946,0.001327,[13 23] ; [15 27],[12.92307692 23.07692308] ; [15.07692308 26.92307692],0
s6,1,0.982226,0.000496,[16 22] ; [18 25],[15.95061728 22.04938272] ; [18.04938272 24.95061728],0
