Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,131.613921,[ 46 129] ; [141  18],[97.97904192 77.02095808] ; [89.02095808 69.97904192],1
s6,1,0.0,64.808785,[ 74 100] ; [134  23],[109.34138973  64.65861027] ; [98.65861027 58.34138973],1
s7,1,0.0,59.283962,[ 45 125] ; [106  47],[79.47368421 90.52631579] ; [71.52631579 81.47368421],1
s8,1,0.0,27.788541,[ 44 133] ; [84 75],[ 67.42857143 109.57142857] ; [60.57142857 98.42857143],1
s5,1,7e-06,20.207798,[ 33 139] ; [64 88],[ 51.49382716 120.50617284] ; [ 45.50617284 106.49382716],1
s4,1,4.2e-05,16.758549,[ 21 156] ; [ 47 110],[ 36.03592814 140.96407186] ; [ 31.96407186 125.03592814],1
u1,1,0.000255,13.373747,[ 14 163] ; [ 35 124],[ 25.8125 151.1875] ; [ 23.1875 135.8125],1
p6,1,0.005141,7.829086,[ 44 130] ; [63 96],[ 55.90990991 118.09009009] ; [ 51.09009009 107.90990991],0
p4,1,0.005166,7.820554,[80 95] ; [97 62],[92.73952096 82.26047904] ; [84.26047904 74.73952096],0
a7,1,0.008693,6.884886,[116  61] ; [124  34],[126.80597015  50.19402985] ; [113.19402985  44.80597015],0
u3,1,0.008844,6.854053,[22 38] ; [27 16],[28.54368932 31.45631068] ; [20.45631068 22.54368932],0
d2,1,0.011125,6.445213,[ 67 109] ; [82 76],[78.51497006 97.48502994] ; [70.48502994 87.51497006],0
r2,1,0.014211,6.011682,[154  21] ; [149   7],[160.19637462  14.80362538] ; [142.80362538  13.19637462],0
p10,1,0.019329,5.471514,[145  31] ; [144  14],[152.28742515  23.71257485] ; [136.71257485  21.28742515],0
r1,1,0.026134,4.947163,[121  56] ; [125  33],[129.9761194  47.0238806] ; [116.0238806  41.9761194],0
a2,1,0.034746,4.457598,[ 30 147] ; [ 42 117],[ 37.92857143 139.07142857] ; [ 34.07142857 124.92857143],0
v4,1,0.037243,4.339274,[160  17] ; [151   6],[164.81137725  12.18862275] ; [146.18862275  10.81137725],0
