Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000295,13.101608,[15 22] ; [10 75],[ 7.58196721 29.41803279] ; [17.41803279 67.58196721],1
s8,1,0.000458,12.278113,[18 19] ; [15 69],[10.09090909 26.90909091] ; [22.90909091 61.09090909],1
s6,1,0.000778,11.292739,[27 10] ; [33 50],[18.5 18.5] ; [41.5 41.5],1
p6,1,0.000858,11.112013,[17 19] ; [15 69],[ 9.6 26.4] ; [22.4 61.6],1
n1,1,0.00162,9.937402,[7 4] ; [ 4 25],[3.025 7.975] ; [ 7.975 21.025],0
a3,1,0.005444,7.725736,[26 11] ; [36 48],[18.95867769 18.04132231] ; [43.04132231 40.95867769],0
s5,1,0.005686,7.647059,[16 20] ; [16 65],[ 9.84615385 26.15384615] ; [22.15384615 58.84615385],0
s2,1,0.015868,5.81747,[20 17] ; [26 58],[14.0661157 22.9338843] ; [31.9338843 52.0661157],0
u3,1,0.032024,4.597226,[10  1] ; [27 21],[6.89830508 4.10169492] ; [30.10169492 17.89830508],0
d3,1,0.034055,4.491961,[27 10] ; [44 40],[21.7107438 15.2892562] ; [49.2892562 34.7107438],0
s3,1,0.034916,4.449278,[21 16] ; [30 53],[15.725 21.275] ; [35.275 47.725],0
v1,1,0.047552,3.92575,[15 22] ; [19 64],[10.48333333 26.51666667] ; [23.51666667 59.48333333],0
p7,1,0.063348,3.447481,[24 12] ; [40 43],[19.36134454 16.63865546] ; [44.63865546 38.36134454],0
b2,1,0.065134,3.401591,[11 15] ; [10 36],[ 7.58333333 18.41666667] ; [13.41666667 32.58333333],0
b3,1,0.065134,3.401591,[11 15] ; [10 36],[ 7.58333333 18.41666667] ; [13.41666667 32.58333333],0
p8,1,0.070295,3.276128,[20 17] ; [31 54],[15.46721311 21.53278689] ; [35.53278689 49.46721311],0
r4,1,0.079098,3.083331,[32  5] ; [61 24],[28.20491803  8.79508197] ; [64.79508197 20.20491803],0
u2,1,0.092197,2.835597,[9 2] ; [26 22],[6.52542373 4.47457627] ; [28.47457627 19.52542373],0
r3,1,0.096049,2.769949,[35  2] ; [71 14],[32.14754098  4.85245902] ; [73.85245902 11.14754098],0
a8,1,0.102234,2.670345,[ 5 31] ; [ 4 75],[ 2.8173913 33.1826087] ; [ 6.1826087 72.8173913],0
d5,1,0.1112,2.537078,[28  9] ; [51 33],[24.15702479 12.84297521] ; [54.84297521 29.15702479],0
p10,1,0.113599,2.503419,[27 10] ; [48 35],[23.125 13.875] ; [51.875 31.125],0
p2,1,0.1158,2.473229,[31  6] ; [59 25],[27.52066116  9.47933884] ; [62.47933884 21.52066116],0
a2,1,0.118463,2.437531,[ 6 31] ; [ 6 79],[ 3.63934426 33.36065574] ; [ 8.36065574 76.63934426],0
p11,1,0.136502,2.21695,[27 10] ; [50 35],[23.35245902 13.64754098] ; [53.64754098 31.35245902],0
b1,1,0.151503,2.057054,[11 26] ; [37 48],[14.55737705 22.44262295] ; [33.44262295 51.55737705],0
p4,1,0.158335,1.990056,[19 18] ; [32 53],[15.46721311 21.53278689] ; [35.53278689 49.46721311],0
p3,1,0.171159,1.872762,[17 20] ; [28 57],[13.64754098 23.35245902] ; [31.35245902 53.64754098],0
v3,1,0.18404,1.764695,[ 8 29] ; [10 72],[ 5.59663866 31.40336134] ; [12.40336134 69.59663866],0
p9,1,0.204894,1.607143,[27  9] ; [53 31],[24. 12.] ; [56. 28.],0
a5,1,0.207887,1.586081,[22 15] ; [40 45],[18.80327869 18.19672131] ; [43.19672131 41.80327869],0
p1,1,0.217298,1.52213,[ 4 33] ; [ 4 80],[ 2.44628099 34.55371901] ; [ 5.55371901 78.44628099],0
n4,1,0.276029,1.186539,[16 21] ; [28 57],[13.3442623 23.6557377] ; [30.6557377 54.3442623],0
d4,1,0.277251,1.180515,[30  7] ; [61 24],[27.59836066  9.40163934] ; [63.40163934 21.59836066],0
r1,1,0.302508,1.063103,[25 12] ; [49 36],[22.44262295 14.55737705] ; [51.55737705 33.44262295],0
s1,1,0.341591,0.90445,[ 1 36] ; [ 6 79],[ 2.12295082 34.87704918] ; [ 4.87704918 80.12295082],0
b5,1,0.39006,0.738756,[20 17] ; [53 32],[22.13934426 14.86065574] ; [50.86065574 34.13934426],0
a4,1,0.445993,0.580815,[13 24] ; [24 61],[11.22131148 25.77868852] ; [25.77868852 59.22131148],0
n6,1,0.454736,0.55882,[24 13] ; [49 36],[22.13934426 14.86065574] ; [50.86065574 34.13934426],0
r2,1,0.536035,0.382937,[32  5] ; [68 15],[30.83333333  6.16666667] ; [69.16666667 13.83333333],0
v4,1,0.564043,0.332751,[33  3] ; [74 10],[32.1  3.9] ; [74.9  9.1],0
a7,1,0.573611,0.316678,[27 10] ; [57 27],[25.68595041 11.31404959] ; [58.31404959 25.68595041],0
a1,1,0.607939,0.263187,[ 1 36] ; [ 4 81],[ 1.51639344 35.48360656] ; [ 3.48360656 81.51639344],0
p5,1,0.640503,0.218085,[ 2 35] ; [ 3 81],[ 1.52892562 35.47107438] ; [ 3.47107438 80.52892562],0
d1,1,0.669833,0.181797,[15 22] ; [31 54],[13.95081967 23.04918033] ; [32.04918033 52.95081967],0
