Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,43.395252,[186 117] ; [ 40 103],[153.53811659 149.46188341] ; [72.46188341 70.53811659],1
r3,1,0.003061,8.770535,[304   6] ; [134  11],[298.41758242  11.58241758] ; [139.58241758   5.41758242],0
d3,1,0.004138,8.222392,[233  77] ; [90 55],[220.06593407  89.93406593] ; [102.93406593  42.06593407],0
d1,1,0.005765,7.622208,[207 104] ; [77 68],[193.69298246 117.30701754] ; [90.30701754 54.69298246],0
b1,1,0.01292,6.180078,[108 203] ; [68 77],[120.03508772 190.96491228] ; [55.96491228 89.03508772],0
d4,1,0.01402,6.035573,[271  39] ; [113  31],[262.20264317  47.79735683] ; [121.79735683  22.20264317],0
p3,1,0.023137,5.15816,[183 122] ; [70 74],[171.8596882 133.1403118] ; [81.1403118 62.8596882],0
s4,1,0.023296,5.146297,[ 39 268] ; [ 30 113],[ 47.07333333 259.92666667] ; [ 21.92666667 121.07333333],0
s7,1,0.038934,4.263731,[166 129] ; [62 74],[156.05568445 138.94431555] ; [71.94431555 64.05568445],0
a6,1,0.051666,3.786552,[216  93] ; [88 57],[206.90748899 102.09251101] ; [97.09251101 47.90748899],0
p2,1,0.086426,2.939715,[270  37] ; [118  26],[264.11529933  42.88470067] ; [123.88470067  20.11529933],0
p6,1,0.090177,2.871214,[138 160] ; [54 89],[129.7414966 168.2585034] ; [62.2585034 80.7414966],0
d5,1,0.091641,2.845309,[265  45] ; [114  30],[258.78854626  51.21145374] ; [120.21145374  23.78854626],0
a5,1,0.097863,2.740025,[245  66] ; [104  41],[238.02412281  72.97587719] ; [110.97587719  34.02412281],0
a3,1,0.102677,2.663463,[237  73] ; [99 44],[229.93377483  80.06622517] ; [106.06622517  36.93377483],0
p7,1,0.129353,2.300247,[213  86] ; [91 51],[206.11337868  92.88662132] ; [97.88662132 44.11337868],0
u1,1,0.164322,1.933999,[ 69 242] ; [ 24 121],[ 63.42763158 247.57236842] ; [ 29.57236842 115.42763158],0
p11,1,0.1721,1.864554,[257  54] ; [112  33],[251.66447368  59.33552632] ; [117.33552632  27.66447368],0
d2,1,0.213383,1.548322,[160 149] ; [66 79],[153.81938326 155.18061674] ; [72.18061674 72.81938326],0
n6,1,0.228582,1.449663,[269  38] ; [121  24],[264.88938053  42.11061947] ; [125.11061947  19.88938053],0
s3,1,0.239006,1.386444,[165 141] ; [85 57],[170.75892857 135.24107143] ; [79.24107143 62.75892857],0
p12,1,0.247856,1.335351,[ 34 271] ; [ 11 133],[ 30.56792873 274.43207127] ; [ 14.43207127 129.56792873],0
r4,1,0.252235,1.310883,[294  17] ; [133  12],[291.22149123  19.77850877] ; [135.77850877   9.22149123],0
p10,1,0.276762,1.182921,[260  43] ; [117  26],[256.12331839  46.87668161] ; [120.87668161  22.12331839],0
n2,1,0.284581,1.145081,[41 14] ; [27  5],[42.98850575 12.01149425] ; [25.01149425  6.98850575],0
n1,1,0.307531,1.04125,[23 32] ; [17 15],[25.28735632 29.71264368] ; [14.71264368 17.28735632],0
a7,1,0.311019,1.026343,[230  80] ; [101  44],[225.51648352  84.48351648] ; [105.48351648  39.51648352],0
p9,1,0.353148,0.862115,[271  33] ; [124  20],[268.03571429  35.96428571] ; [126.96428571  17.03571429],0
p8,1,0.358967,0.841504,[181 120] ; [80 64],[176.54157303 124.45842697] ; [84.45842697 59.54157303],0
a2,1,0.408697,0.682589,[ 82 229] ; [ 33 112],[ 78.43201754 232.56798246] ; [ 36.56798246 108.43201754],0
n4,1,0.430797,0.620675,[253  57] ; [113  31],[249.91189427  60.08810573] ; [116.08810573  27.91189427],0
s5,1,0.451436,0.567045,[116 185] ; [58 79],[119.57534247 181.42465753] ; [54.42465753 82.57534247],0
s8,1,0.461901,0.541285,[158 148] ; [69 75],[154.36 151.64] ; [72.64 71.36],0
n5,1,0.471306,0.518912,[253  55] ; [115  30],[250.20750552  57.79249448] ; [117.79249448  27.20750552],0
b4,1,0.474241,0.512078,[189 122] ; [83 62],[185.50877193 125.49122807] ; [86.49122807 58.50877193],0
u4,1,0.493299,0.469322,[ 10 301] ; [  3 142],[  8.86622807 302.13377193] ; [  4.13377193 140.86622807],0
n3,1,0.504495,0.445469,[40 16] ; [20 11],[38.62068966 17.37931034] ; [21.37931034  9.62068966],0
p4,1,0.519195,0.415492,[205 100] ; [93 52],[201.97777778 103.02222222] ; [96.02222222 48.97777778],0
r1,1,0.520789,0.41233,[264  47] ; [118  25],[261.6784141  49.3215859] ; [120.3215859  22.6784141],0
s6,1,0.598986,0.276528,[214  89] ; [103  38],[216.33108108  86.66891892] ; [100.66891892  40.33108108],0
u2,1,0.624781,0.239205,[43 30] ; [25 21],[41.71428571 31.28571429] ; [26.28571429 19.71428571],0
r2,1,0.651962,0.203436,[297  11] ; [141   4],[297.8013245  10.1986755] ; [140.1986755   4.8013245],0
a8,1,0.653789,0.201157,[ 44 229] ; [ 19 113],[ 42.46666667 230.53333333] ; [ 20.53333333 111.46666667],0
a4,1,0.658259,0.195645,[150 160] ; [66 77],[147.81456954 162.18543046] ; [68.18543046 74.81456954],0
a1,1,0.674875,0.175952,[ 18 293] ; [  7 138],[ 17.0504386 293.9495614] ; [  7.9495614 137.0504386],0
s1,1,0.732949,0.116421,[  9 297] ; [  5 136],[  9.58389262 296.41610738] ; [  4.41610738 136.58389262],0
u3,1,0.73561,0.114023,[46 28] ; [30 16],[46.86666667 27.13333333] ; [29.13333333 16.86666667],0
b5,1,0.742039,0.108343,[198 113] ; [90 55],[196.42105263 114.57894737] ; [91.57894737 53.42105263],0
p5,1,0.806905,0.059741,[ 45 263] ; [ 22 120],[ 45.85777778 262.14222222] ; [ 21.14222222 120.85777778],0
b2,1,0.838799,0.041384,[ 82 111] ; [40 57],[ 81.19310345 111.80689655] ; [40.80689655 56.19310345],0
b3,1,0.838799,0.041384,[ 82 111] ; [40 57],[ 81.19310345 111.80689655] ; [40.80689655 56.19310345],0
s2,1,0.88512,0.020875,[167 139] ; [77 66],[166.28953229 139.71046771] ; [77.71046771 65.28953229],0
p1,1,0.985649,0.000324,[ 30 279] ; [ 14 131],[ 29.94713656 279.05286344] ; [ 14.05286344 130.94713656],0
