Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.645238,[60 15] ; [ 3 15],[50.80645161 24.19354839] ; [12.19354839  5.80645161],1
v4,1,4.7e-05,16.562945,[67  7] ; [9 9],[61.13043478 12.86956522] ; [14.86956522  3.13043478],1
b1,1,0.000425,12.41837,[32 43] ; [16  2],[38.70967742 36.29032258] ; [9.29032258 8.70967742],1
d5,1,0.002271,9.316369,[57 18] ; [ 7 11],[51.61290323 23.38709677] ; [12.38709677  5.61290323],0
r1,1,0.002385,9.226947,[53 21] ; [ 6 12],[47.45652174 26.54347826] ; [11.54347826  6.45652174],0
r3,1,0.007296,7.198633,[65  9] ; [11  7],[61.13043478 12.86956522] ; [14.86956522  3.13043478],0
a8,1,0.036168,4.389166,[ 1 69] ; [ 2 15],[ 2.4137931 67.5862069] ; [ 0.5862069 16.4137931],0
d1,1,0.037482,4.328368,[37 38] ; [ 4 14],[33.06451613 41.93548387] ; [ 7.93548387 10.06451613],0
s2,1,0.059109,3.562203,[35 40] ; [ 4 14],[31.4516129 43.5483871] ; [ 7.5483871 10.4516129],0
v2,1,0.06295,3.457911,[33 35] ; [ 4 13],[29.6 38.4] ; [7.4 9.6],0
p9,1,0.062987,3.456938,[49 23] ; [ 8 10],[45.6 26.4] ; [11.4  6.6],0
n2,1,0.078983,3.085714,[18  9] ; [3 6],[15.75 11.25] ; [5.25 3.75],0
p2,1,0.087943,2.911633,[49 25] ; [ 8 10],[45.84782609 28.15217391] ; [11.15217391  6.84782609],0
d4,1,0.096741,2.758457,[59 15] ; [11  7],[56.30434783 17.69565217] ; [13.69565217  4.30434783],0
u3,1,0.125246,2.350465,[23  9] ; [4 5],[21.07317073 10.92682927] ; [5.92682927 3.07317073],0
b4,1,0.129981,2.292726,[44 31] ; [ 7 11],[41.12903226 33.87096774] ; [9.87096774 8.12903226],0
d3,1,0.138935,2.18971,[47 27] ; [ 8 10],[44.23913043 29.76086957] ; [10.76086957  7.23913043],0
b2,1,0.143272,2.142462,[14 28] ; [1 9],[12.11538462 29.88461538] ; [2.88461538 7.11538462],0
b3,1,0.143272,2.142462,[14 28] ; [1 9],[12.11538462 29.88461538] ; [2.88461538 7.11538462],0
s8,1,0.166275,1.916209,[25 50] ; [ 3 15],[22.58064516 52.41935484] ; [ 5.41935484 12.58064516],0
