Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00333,8.617469,[61 31] ; [42  5],[68.17266187 23.82733813] ; [34.82733813 12.17266187],0
s6,1,0.018874,5.513111,[76 21] ; [45  3],[80.94482759 16.05517241] ; [40.05517241  7.94482759],0
s4,1,0.021403,5.293693,[16 81] ; [16 32],[21.40689655 75.59310345] ; [10.59310345 37.40689655],0
p10,1,0.031747,4.61212,[78 19] ; [46  3],[82.38356164 14.61643836] ; [41.61643836  7.38356164],0
p9,1,0.031747,4.61212,[78 19] ; [46  3],[82.38356164 14.61643836] ; [41.61643836  7.38356164],0
n3,1,0.035116,4.439547,[17 12] ; [15  2],[20.17391304  8.82608696] ; [11.82608696  5.17391304],0
a5,1,0.063385,3.446525,[65 32] ; [40  9],[69.76027397 27.23972603] ; [35.23972603 13.76027397],0
d2,1,0.143833,2.136468,[49 48] ; [31 18],[53.15068493 43.84931507] ; [26.84931507 22.15068493],0
n6,1,0.166796,1.911503,[81 16] ; [45  4],[83.71232877 13.28767123] ; [42.28767123  6.71232877],0
r2,1,0.190319,1.715143,[86 10] ; [47  2],[88.05517241  7.94482759] ; [44.94482759  4.05517241],0
p12,1,0.194047,1.686618,[ 6 91] ; [ 6 42],[ 8.02758621 88.97241379] ; [ 3.97241379 44.02758621],0
a2,1,0.194706,1.681645,[22 75] ; [16 33],[25.24657534 71.75342466] ; [12.75342466 36.24657534],0
a6,1,0.200994,1.635133,[61 36] ; [36 13],[64.44520548 32.55479452] ; [32.55479452 16.44520548],0
s2,1,0.206428,1.596301,[59 38] ; [35 14],[62.45205479 34.54794521] ; [31.54794521 17.45205479],0
b3,1,0.215996,1.530777,[20 41] ; [13 15],[22.61797753 38.38202247] ; [10.38202247 17.61797753],0
b2,1,0.215996,1.530777,[20 41] ; [13 15],[22.61797753 38.38202247] ; [10.38202247 17.61797753],0
p7,1,0.238139,1.391577,[57 39] ; [34 15],[60.24827586 35.75172414] ; [30.75172414 18.24827586],0
v3,1,0.258042,1.279234,[29 65] ; [19 28],[32. 62.] ; [16. 31.],0
u1,1,0.265921,1.237667,[18 79] ; [13 36],[20.59589041 76.40410959] ; [10.40410959 38.59589041],0
n1,1,0.277115,1.181186,[ 9 20] ; [8 9],[10.7173913 18.2826087] ; [ 6.2826087 10.7173913],0
p11,1,0.283009,1.152582,[77 20] ; [35 14],[74.4109589 22.5890411] ; [37.5890411 11.4109589],0
r1,1,0.285887,1.138888,[76 21] ; [42  7],[78.39726027 18.60273973] ; [39.60273973  9.39726027],0
v2,1,0.362791,0.828209,[38 55] ; [23 24],[40.52142857 52.47857143] ; [20.47857143 26.52142857],0
p6,1,0.37417,0.789768,[32 64] ; [20 29],[34.42758621 61.57241379] ; [17.57241379 31.42758621],0
a7,1,0.424805,0.636983,[65 32] ; [36 13],[67.10273973 29.89726027] ; [33.89726027 15.10273973],0
b1,1,0.437068,0.603968,[39 58] ; [23 26],[41.19178082 55.80821918] ; [20.80821918 28.19178082],0
p5,1,0.438557,0.600054,[ 8 89] ; [ 6 43],[ 9.30136986 87.69863014] ; [ 4.69863014 44.30136986],0
r3,1,0.457059,0.553088,[90  7] ; [47  2],[91.02054795  5.97945205] ; [45.97945205  3.02054795],0
d5,1,0.475542,0.509069,[80 17] ; [38 11],[78.39726027 18.60273973] ; [39.60273973  9.39726027],0
a4,1,0.506917,0.440426,[38 59] ; [22 27],[39.8630137 57.1369863] ; [20.1369863 28.8630137],0
d3,1,0.510714,0.432604,[62 35] ; [34 15],[63.78082192 33.21917808] ; [32.21917808 16.78082192],0
p1,1,0.534838,0.385191,[ 7 90] ; [ 5 44],[ 7.97260274 89.02739726] ; [ 4.02739726 44.97260274],0
n5,1,0.551173,0.355219,[68 28] ; [37 12],[69.51724138 26.48275862] ; [35.48275862 13.51724138],0
n4,1,0.558498,0.342312,[73 24] ; [39 10],[74.4109589 22.5890411] ; [37.5890411 11.4109589],0
s3,1,0.582038,0.302951,[67 30] ; [36 13],[68.43150685 28.56849315] ; [34.56849315 14.43150685],0
v4,1,0.597859,0.278238,[91  6] ; [47  2],[91.68493151  5.31506849] ; [46.31506849  2.68493151],0
s1,1,0.603275,0.270084,[ 4 92] ; [ 3 46],[ 4.63448276 91.36551724] ; [ 2.36551724 46.63448276],0
u4,1,0.620091,0.24574,[ 1 96] ; [ 1 48],[ 1.32876712 95.67123288] ; [ 0.67123288 48.32876712],0
p8,1,0.64331,0.214439,[49 47] ; [27 22],[50.31724138 45.68275862] ; [25.68275862 23.31724138],0
p2,1,0.671856,0.179438,[80 17] ; [39 10],[79.06164384 17.93835616] ; [39.93835616  9.06164384],0
u3,1,0.690397,0.158656,[17  8] ; [8 5],[16.44736842  8.55263158] ; [8.55263158 4.44736842],0
u2,1,0.690397,0.158656,[17  8] ; [8 5],[16.44736842  8.55263158] ; [8.55263158 4.44736842],0
n2,1,0.749811,0.10169,[18 12] ; [11  6],[18.5106383 11.4893617] ; [10.4893617  6.5106383],0
a1,1,0.75638,0.096248,[ 3 94] ; [ 2 47],[ 3.32191781 93.67808219] ; [ 1.67808219 47.32191781],0
d1,1,0.774047,0.082418,[61 36] ; [32 17],[61.78767123 35.21232877] ; [31.21232877 17.78767123],0
a8,1,0.781692,0.076793,[12 80] ; [ 5 39],[11.5 80.5] ; [ 5.5 38.5],0
d4,1,0.788452,0.071996,[79 18] ; [39 10],[78.39726027 18.60273973] ; [39.60273973  9.39726027],0
b4,1,0.854116,0.033808,[55 42] ; [27 22],[54.47945205 42.52054795] ; [27.52054795 21.47945205],0
a3,1,0.921543,0.0097,[72 25] ; [36 13],[71.75342466 25.24657534] ; [36.24657534 12.75342466],0
p3,1,0.954046,0.003321,[48 49] ; [24 25],[47.83561644 49.16438356] ; [24.16438356 24.83561644],0
b5,1,0.954046,0.003321,[48 49] ; [24 25],[47.83561644 49.16438356] ; [24.16438356 24.83561644],0
p4,1,0.96271,0.002186,[59 38] ; [30 19],[59.13013699 37.86986301] ; [29.86986301 19.13013699],0
