Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000594,11.796254,[60 35] ; [ 1 10],[54.66981132 40.33018868] ; [6.33018868 4.66981132],1
r1,1,0.005944,7.567177,[65 29] ; [3 8],[60.87619048 33.12380952] ; [7.12380952 3.87619048],0
r3,1,0.022216,5.22876,[72 21] ; [5 6],[68.85576923 24.14423077] ; [8.14423077 2.85576923],0
d4,1,0.043861,4.061896,[70 24] ; [5 6],[67.14285714 26.85714286] ; [7.85714286 3.14285714],0
p11,1,0.074696,3.176692,[44 51] ; [2 9],[41.22641509 53.77358491] ; [4.77358491 6.22641509],0
r4,1,0.085425,2.958533,[60 35] ; [4 7],[57.35849057 37.64150943] ; [6.64150943 4.35849057],0
v2,1,0.1125,2.518745,[40 53] ; [2 9],[37.55769231 55.44230769] ; [4.44230769 6.55769231],0
a1,1,0.158406,1.989376,[ 6 89] ; [2 9],[ 7.16981132 87.83018868] ; [ 0.83018868 10.16981132],0
s6,1,0.162027,1.955202,[24 70] ; [5 6],[25.96190476 68.03809524] ; [3.03809524 7.96190476],0
v3,1,0.166584,1.91342,[26 65] ; [ 1 10],[24.08823529 66.91176471] ; [2.91176471 8.08823529],0
p8,1,0.187791,1.734864,[26 69] ; [ 1 10],[24.19811321 70.80188679] ; [2.80188679 8.19811321],0
a5,1,0.196448,1.668583,[54 41] ; [4 7],[51.98113208 43.01886792] ; [6.01886792 4.98113208],0
n4,1,0.297989,1.083172,[58 36] ; [5 6],[56.4 37.6] ; [6.6 4.4],0
r2,1,0.321536,0.982687,[77 16] ; [7 3],[75.84466019 17.15533981] ; [8.15533981 1.84466019],0
n5,1,0.391891,0.733066,[47 47] ; [7 4],[48.34285714 45.65714286] ; [5.65714286 5.34285714],0
n2,1,0.416103,0.661296,[22 15] ; [3 4],[21.02272727 15.97727273] ; [3.97727273 3.02272727],0
n3,1,0.450594,0.569157,[21 15] ; [3 4],[20.09302326 15.90697674] ; [3.90697674 3.09302326],0
v1,1,0.470808,0.520078,[27 68] ; [2 9],[25.99056604 69.00943396] ; [3.00943396 7.99056604],0
a4,1,0.473969,0.512708,[36 58] ; [3 8],[34.91428571 59.08571429] ; [4.08571429 6.91428571],0
p7,1,0.499758,0.455451,[35 58] ; [3 8],[33.98076923 59.01923077] ; [4.01923077 6.98076923],0
p6,1,0.54067,0.3743,[15 78] ; [ 1 10],[14.30769231 78.69230769] ; [1.69230769 9.30769231],0
b1,1,0.558842,0.341713,[52 43] ; [5 6],[51.08490566 43.91509434] ; [5.91509434 5.08490566],0
d1,1,0.573793,0.316378,[43 52] ; [4 7],[42.12264151 52.87735849] ; [4.87735849 6.12264151],0
a3,1,0.579863,0.306456,[51 43] ; [5 6],[50.13333333 43.86666667] ; [5.86666667 5.13333333],0
s7,1,0.585379,0.297619,[15 75] ; [1 9],[14.4 75.6] ; [1.6 8.4],0
n6,1,0.588288,0.293025,[60 33] ; [8 3],[60.80769231 32.19230769] ; [7.19230769 3.80769231],0
p3,1,0.605319,0.267048,[24 71] ; [2 9],[23.30188679 71.69811321] ; [2.69811321 8.30188679],0
s1,1,0.610104,0.260023,[ 5 89] ; [ 1 10],[ 5.37142857 88.62857143] ; [ 0.62857143 10.37142857],0
a7,1,0.614165,0.254154,[58 35] ; [6 5],[57.23076923 35.76923077] ; [6.76923077 4.23076923],0
b4,1,0.625985,0.237545,[59 36] ; [6 5],[58.25471698 36.74528302] ; [6.74528302 4.25471698],0
d5,1,0.637474,0.222061,[67 28] ; [7 4],[66.32075472 28.67924528] ; [7.67924528 3.32075472],0
u2,1,0.658036,0.195918,[18 24] ; [2 4],[17.5 24.5] ; [2.5 3.5],0
s2,1,0.661772,0.191378,[13 81] ; [ 1 10],[12.53333333 81.46666667] ; [1.46666667 9.53333333],0
s5,1,0.696327,0.152321,[13 81] ; [2 9],[13.42857143 80.57142857] ; [1.57142857 9.42857143],0
v4,1,0.712425,0.135867,[73 21] ; [8 3],[72.51428571 21.48571429] ; [8.48571429 2.51428571],0
u3,1,0.834007,0.043917,[20 24] ; [3 3],[20.24 23.76] ; [2.76 3.24],0
p4,1,0.845884,0.037781,[28 65] ; [3 8],[27.72115385 65.27884615] ; [3.27884615 7.72115385],0
d2,1,0.853947,0.033887,[45 48] ; [5 6],[44.71153846 48.28846154] ; [5.28846154 5.71153846],0
b2,1,0.865484,0.028696,[18 42] ; [2 4],[18.18181818 41.81818182] ; [1.81818182 4.18181818],0
b3,1,0.865484,0.028696,[18 42] ; [2 4],[18.18181818 41.81818182] ; [1.81818182 4.18181818],0
p2,1,0.904184,0.014491,[45 50] ; [5 6],[44.81132075 50.18867925] ; [5.18867925 5.81132075],0
d3,1,0.937331,0.006182,[53 42] ; [6 5],[52.87735849 42.12264151] ; [6.12264151 4.87735849],0
b5,1,0.937331,0.006182,[53 42] ; [6 5],[52.87735849 42.12264151] ; [6.12264151 4.87735849],0
n1,1,0.950885,0.003794,[11 26] ; [2 5],[10.93181818 26.06818182] ; [2.06818182 4.93181818],0
p10,1,0.99371,6.2e-05,[17 77] ; [2 9],[17.00952381 76.99047619] ; [1.99047619 9.00952381],0
