Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.021665,5.272468,[18 95] ; [2 1],[19.48275862 93.51724138] ; [0.51724138 2.48275862],0
n1,1,0.193076,1.69399,[13 30] ; [2 1],[14.02173913 28.97826087] ; [0.97826087 2.02173913],0
v1,1,0.283904,1.148304,[40 70] ; [2 1],[40.88495575 69.11504425] ; [1.11504425 1.88495575],0
a4,1,0.357043,0.848266,[45 67] ; [2 1],[45.77391304 66.22608696] ; [1.22608696 1.77391304],0
s6,1,0.42219,0.644212,[49 64] ; [2 1],[49.68103448 63.31896552] ; [1.31896552 1.68103448],0
v2,1,0.428132,0.627886,[48 62] ; [2 1],[48.67256637 61.32743363] ; [1.32743363 1.67256637],0
v4,1,0.460402,0.544917,[93 19] ; [2 1],[92.52173913 19.47826087] ; [2.47826087 0.52173913],0
a2,1,0.487608,0.4818,[20 93] ; [1 2],[20.45689655 92.54310345] ; [0.54310345 2.45689655],0
s3,1,0.644791,0.21253,[51 58] ; [1 2],[50.60714286 58.39285714] ; [1.39285714 1.60714286],0
s8,1,0.64586,0.211159,[25 88] ; [1 2],[25.32758621 87.67241379] ; [0.67241379 2.32758621],0
n5,1,0.687266,0.162061,[61 50] ; [2 1],[61.34210526 49.65789474] ; [1.65789474 1.34210526],0
a5,1,0.77435,0.082191,[66 47] ; [2 1],[66.24137931 46.75862069] ; [1.75862069 1.24137931],0
b4,1,0.797333,0.065946,[67 46] ; [2 1],[67.21551724 45.78448276] ; [1.78448276 1.21551724],0
v3,1,0.83245,0.044758,[30 78] ; [1 2],[30.16216216 77.83783784] ; [0.83783784 2.16216216],0
d3,1,0.867932,0.027651,[70 43] ; [2 1],[70.13793103 42.86206897] ; [1.86206897 1.13793103],0
n3,1,0.89303,0.018083,[27 16] ; [2 1],[27.10869565 15.89130435] ; [1.89130435 1.10869565],0
a3,1,0.914232,0.0116,[70 40] ; [2 1],[70.08849558 39.91150442] ; [1.91150442 1.08849558],0
a6,1,0.941136,0.005453,[73 40] ; [2 1],[73.06034483 39.93965517] ; [1.93965517 1.06034483],0
s2,1,0.947179,0.004389,[35 76] ; [1 2],[35.05263158 75.94736842] ; [0.94736842 2.05263158],0
n6,1,0.955683,0.003088,[75 35] ; [2 1],[74.95575221 35.04424779] ; [2.04424779 0.95575221],0
s7,1,0.955683,0.003088,[35 75] ; [1 2],[35.04424779 74.95575221] ; [0.95575221 2.04424779],0
n2,1,0.978625,0.000718,[29 15] ; [2 1],[29.0212766 14.9787234] ; [1.9787234 1.0212766],0
b3,1,0.987348,0.000251,[25 51] ; [1 2],[25.01265823 50.98734177] ; [0.98734177 2.01265823],0
b2,1,0.987348,0.000251,[25 51] ; [1 2],[25.01265823 50.98734177] ; [0.98734177 2.01265823],0
a7,1,1.0,0.0,[74 37] ; [2 1],[74. 37.] ; [2. 1.],0
