Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.318255,[ 5 28] ; [62 37],[16.75 16.25] ; [50.25 48.75],1
v4,1,0.001026,10.78,[18 15] ; [82 17],[25.  8.] ; [75. 24.],0
r3,1,0.009411,6.743163,[19 13] ; [81 18],[24.42748092  7.57251908] ; [75.57251908 23.42748092],0
u3,1,0.013982,6.04039,[ 2 15] ; [15 17],[ 5.89795918 11.10204082] ; [11.10204082 20.89795918],0
p10,1,0.018363,5.56119,[13 19] ; [63 35],[18.70769231 13.29230769] ; [57.29230769 40.70769231],0
p6,1,0.022995,5.168864,[ 2 29] ; [25 73],[ 6.48837209 24.51162791] ; [20.51162791 77.48837209],0
s3,1,0.031999,4.598535,[ 8 24] ; [46 53],[13.19083969 18.80916031] ; [40.80916031 58.19083969],0
p9,1,0.033062,4.54255,[17 14] ; [72 24],[21.72440945  9.27559055] ; [67.27559055 28.72440945],0
a4,1,0.033435,4.523386,[ 7 26] ; [41 57],[12.09160305 20.90839695] ; [35.90839695 62.09160305],0
a3,1,0.040335,4.203721,[16 17] ; [67 31],[20.90839695 12.09160305] ; [62.09160305 35.90839695],0
s7,1,0.041706,4.147115,[ 4 25] ; [32 64],[ 8.352 20.648] ; [27.648 68.352],0
p3,1,0.051131,3.803987,[ 6 26] ; [37 62],[10.50381679 21.49618321] ; [32.49618321 66.50381679],0
n1,1,0.061412,3.498829,[ 3 12] ; [16 17],[5.9375 9.0625] ; [13.0625 19.9375],0
a5,1,0.07044,3.272727,[12 21] ; [54 45],[16.5 16.5] ; [49.5 49.5],0
d5,1,0.074032,3.191284,[18 15] ; [70 28],[22.16793893 10.83206107] ; [65.83206107 32.16793893],0
p2,1,0.086512,2.938116,[16 17] ; [64 34],[20.15267176 12.84732824] ; [59.84732824 38.15267176],0
n2,1,0.092261,2.834467,[8 7] ; [27  8],[10.5  4.5] ; [24.5 10.5],0
s8,1,0.114611,2.489454,[ 4 29] ; [25 74],[ 7.25 25.75] ; [21.75 77.25],0
s2,1,0.115442,2.478098,[ 8 25] ; [39 60],[11.75 21.25] ; [35.25 63.75],0
a6,1,0.128066,2.315789,[15 18] ; [60 39],[18.75 14.25] ; [56.25 42.75],0
