Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,50.645408,[34 51] ; [143  28],[58.76953125 26.23046875] ; [118.23046875  52.76953125],1
d1,1,0.0,42.194633,[15 71] ; [103  68],[39.48638132 46.51361868] ; [78.51361868 92.48638132],1
d5,1,0.0,34.938385,[43 43] ; [144  26],[62.8203125 23.1796875] ; [124.1796875  45.8203125],1
a4,1,0.0,30.443006,[16 70] ; [93 77],[36.6171875 49.3828125] ; [72.3828125 97.6171875],1
d4,1,0.0,26.943981,[45 41] ; [141  29],[62.484375 23.515625] ; [123.515625  46.484375],1
d2,1,0.0,25.298834,[22 64] ; [100  70],[40.984375 45.015625] ; [81.015625 88.984375],1
p3,1,0.000159,14.256714,[25 60] ; [92 77],[39.15354331 45.84645669] ; [77.84645669 91.15354331],1
b2,1,0.0002,13.83083,[10 39] ; [60 56],[20.78787879 28.21212121] ; [49.21212121 66.78787879],1
b3,1,0.0002,13.83083,[10 39] ; [60 56],[20.78787879 28.21212121] ; [49.21212121 66.78787879],1
s8,1,0.000676,11.555443,[27 59] ; [91 78],[39.79607843 46.20392157] ; [78.20392157 90.79607843],1
r2,1,0.000761,11.334177,[71 14] ; [162   7],[77.97244094  7.02755906] ; [155.02755906  13.97244094],1
s7,1,0.000807,11.22435,[28 53] ; [94 70],[40.33469388 40.66530612] ; [81.66530612 82.33469388],1
r4,1,0.001681,9.869021,[64 22] ; [153  18],[72.61478599 13.38521401] ; [144.38521401  26.61478599],0
r1,1,0.001941,9.604553,[51 35] ; [133  38],[61.57198444 24.42801556] ; [122.42801556  48.57198444],0
n4,1,0.002742,8.971495,[55 31] ; [137  32],[64.75294118 21.24705882] ; [127.24705882  41.75294118],0
n6,1,0.010409,6.563609,[61 24] ; [144  25],[68.6023622 16.3976378] ; [136.3976378  32.6023622],0
a6,1,0.010981,6.4684,[26 60] ; [80 91],[35.47081712 50.52918288] ; [ 70.52918288 100.47081712],0
n3,1,0.012047,6.303959,[16 15] ; [37 10],[21.06410256  9.93589744] ; [31.93589744 15.06410256],0
v3,1,0.013486,6.104232,[23 60] ; [72 92],[31.92307692 51.07692308] ; [ 63.07692308 100.92307692],0
b5,1,0.019103,5.492064,[49 37] ; [ 71 100],[40.15564202 45.84435798] ; [79.84435798 91.15564202],0
