Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,61.72039,[156 100] ; [ 30 117],[118.15384615 137.84615385] ; [67.84615385 79.15384615],1
v1,1,0.0,30.734947,[179  78] ; [61 86],[152.67326733 104.32673267] ; [87.32673267 59.67326733],1
a8,1,0.009844,6.662944,[ 41 192] ; [ 11 127],[ 32.65768194 200.34231806] ; [ 19.34231806 118.65768194],0
p12,1,0.010356,6.57254,[ 35 227] ; [  8 142],[ 27.34466019 234.65533981] ; [ 15.65533981 134.34466019],0
s4,1,0.012256,6.273394,[ 31 231] ; [ 31 116],[ 39.71638142 222.28361858] ; [ 22.28361858 124.71638142],0
a7,1,0.077756,3.111192,[209  55] ; [108  43],[201.65783133  62.34216867] ; [115.34216867  35.65783133],0
b1,1,0.097548,2.745182,[ 84 181] ; [60 91],[ 91.73076923 173.26923077] ; [52.26923077 98.73076923],0
p6,1,0.113367,2.506643,[ 96 161] ; [68 82],[103.55773956 153.44226044] ; [60.44226044 89.55773956],0
s1,1,0.118432,2.437935,[  4 255] ; [  6 143],[  6.34803922 252.65196078] ; [  3.65196078 145.34803922],0
d4,1,0.119464,2.424337,[261   2] ; [146   4],[259.17917676   3.82082324] ; [147.82082324   2.17917676],0
a3,1,0.16745,1.905628,[216  48] ; [115  36],[210.56385542  53.43614458] ; [120.43614458  30.56385542],0
a1,1,0.173772,1.850098,[ 17 248] ; [  5 146],[ 14.01442308 250.98557692] ; [  7.98557692 143.01442308],0
r2,1,0.176369,1.827955,[249  12] ; [147   3],[251.47445255   9.52554745] ; [144.52554745   5.47445255],0
p9,1,0.18317,1.771715,[237  22] ; [132  19],[233.1  25.9] ; [135.9  15.1],0
u2,1,0.188616,1.728395,[28 20] ; [26 10],[30.85714286 17.14285714] ; [23.14285714 12.85714286],0
a6,1,0.203717,1.615526,[198  65] ; [105  46],[192.48550725  70.51449275] ; [110.51449275  40.48550725],0
s7,1,0.213841,1.54523,[143 112] ; [73 74],[137.01492537 117.98507463] ; [78.98507463 68.01492537],0
d2,1,0.226985,1.459652,[190  72] ; [101  50],[184.60532688  77.39467312] ; [106.39467312  44.60532688],0
n3,1,0.240209,1.379366,[28 10] ; [20 13],[25.69014085 12.30985915] ; [22.30985915 10.69014085],0
d3,1,0.269025,1.221711,[228  36] ; [136  15],[231.55662651  32.44337349] ; [132.44337349  18.55662651],0
p7,1,0.305777,1.048827,[182  74] ; [98 50],[177.42574257  78.57425743] ; [102.57425743  45.42574257],0
n5,1,0.332215,0.940244,[215  47] ; [118  33],[211.24939467  50.75060533] ; [121.75060533  29.24939467],0
b5,1,0.362024,0.83086,[163 102] ; [86 65],[158.61778846 106.38221154] ; [90.38221154 60.61778846],0
p2,1,0.373002,0.793638,[234  29] ; [129  21],[231.1598063  31.8401937] ; [131.8401937  18.1598063],0
r4,1,0.381842,0.764764,[243  22] ; [142   9],[245.25240385  19.74759615] ; [139.74759615  11.25240385],0
p8,1,0.401975,0.70241,[156  99] ; [86 65],[151.99507389 103.00492611] ; [90.00492611 60.99507389],0
u4,1,0.408855,0.682128,[  9 256] ; [  3 148],[  7.64423077 257.35576923] ; [  4.35576923 146.64423077],0
n6,1,0.432334,0.616544,[237  25] ; [132  18],[234.65533981  27.34466019] ; [134.34466019  15.65533981],0
p10,1,0.442887,0.58879,[233  28] ; [131  20],[230.59223301  30.40776699] ; [133.40776699  17.59223301],0
b4,1,0.468921,0.524518,[164 101] ; [88 63],[160.52884615 104.47115385] ; [91.47115385 59.52884615],0
p3,1,0.478587,0.502081,[148 115] ; [79 71],[144.55447942 118.44552058] ; [82.44552058 67.55447942],0
u1,1,0.498468,0.458196,[ 73 192] ; [ 37 114],[ 70.07211538 194.92788462] ; [ 39.92788462 111.07211538],0
n4,1,0.509543,0.435006,[225  39] ; [125  26],[222.65060241  41.34939759] ; [127.34939759  23.65060241],0
u3,1,0.552688,0.352523,[31 18] ; [25 11],[32.28235294 16.71764706] ; [23.71764706 12.28235294],0
n1,1,0.555507,0.347544,[11 26] ; [ 8 26],[ 9.90140845 27.09859155] ; [ 9.09859155 24.90140845],0
r3,1,0.619564,0.246481,[257   5] ; [147   4],[256.2905569   5.7094431] ; [147.7094431   3.2905569],0
n2,1,0.623276,0.241289,[27 10] ; [23 11],[26.05633803 10.94366197] ; [23.94366197 10.05633803],0
p4,1,0.644667,0.212691,[182  79] ; [102  49],[179.91262136  81.08737864] ; [104.08737864  46.91262136],0
a2,1,0.662783,0.190161,[ 88 177] ; [ 47 104],[ 85.99759615 179.00240385] ; [ 49.00240385 101.99759615],0
s6,1,0.663573,0.189212,[178  83] ; [104  44],[179.95599022  81.04400978] ; [102.04400978  45.95599022],0
a5,1,0.723036,0.125602,[228  37] ; [128  23],[226.77884615  38.22115385] ; [129.22115385  21.77884615],0
s5,1,0.733107,0.116278,[ 96 157] ; [54 95],[ 94.40298507 158.59701493] ; [55.59701493 93.40298507],0
v4,1,0.777187,0.080081,[251  12] ; [145   6],[251.56521739  11.43478261] ; [144.43478261   6.56521739],0
p1,1,0.787283,0.072814,[ 23 241] ; [ 12 139],[ 22.26506024 241.73493976] ; [ 12.73493976 138.26506024],0
d5,1,0.801853,0.062976,[258   6] ; [146   4],[257.62318841   6.37681159] ; [146.37681159   3.62318841],0
p5,1,0.811553,0.056845,[ 35 229] ; [ 21 128],[ 35.79661017 228.20338983] ; [ 20.20338983 128.79661017],0
s2,1,0.833207,0.044348,[147 115] ; [82 67],[145.98053528 116.01946472] ; [83.01946472 65.98053528],0
r1,1,0.860648,0.030818,[223  40] ; [129  22],[223.61352657  39.38647343] ; [128.38647343  22.61352657],0
s3,1,0.94246,0.00521,[150 107] ; [87 63],[149.65356265 107.34643735] ; [87.34643735 62.65356265],0
a4,1,0.948729,0.004135,[146 118] ; [84 67],[146.31325301 117.68674699] ; [83.68674699 67.31325301],0
s8,1,0.981719,0.000525,[134 126] ; [78 73],[134.11192214 125.88807786] ; [77.88807786 73.11192214],0
b3,1,0.991333,0.000118,[ 73 104] ; [42 60],[ 72.95698925 104.04301075] ; [42.04301075 59.95698925],0
b2,1,0.991333,0.000118,[ 73 104] ; [42 60],[ 72.95698925 104.04301075] ; [42.04301075 59.95698925],0
