Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000858,11.112013,[19 69] ; [17 15],[26.4 61.6] ; [ 9.6 22.4],1
u1,1,0.405326,0.692469,[ 7 90] ; [ 1 31],[ 6.01550388 90.98449612] ; [ 1.98449612 30.01550388],0
p1,1,0.407642,0.685667,[ 5 90] ; [ 3 29],[ 5.98425197 89.01574803] ; [ 2.01574803 29.98425197],0
p12,1,0.410536,0.677249,[ 1 95] ; [ 1 31],[ 1.5 94.5] ; [ 0.5 31.5],0
a1,1,0.42235,0.643767,[ 3 94] ; [ 2 30],[ 3.75968992 93.24031008] ; [ 1.24031008 30.75968992],0
p5,1,0.429421,0.62439,[ 3 93] ; [ 2 30],[ 3.75 92.25] ; [ 1.25 30.75],0
s2,1,0.462398,0.540084,[35 61] ; [14 18],[36.75 59.25] ; [12.25 19.75],0
d3,1,0.488607,0.479592,[59 38] ; [21 10],[60.625 36.375] ; [19.375 11.625],0
p9,1,0.498795,0.457499,[59 36] ; [22 10],[60.59055118 34.40944882] ; [20.40944882 11.59055118],0
a6,1,0.575763,0.313134,[51 46] ; [15 17],[49.62790698 47.37209302] ; [16.37209302 15.62790698],0
n3,1,0.597751,0.278402,[19 10] ; [11  4],[19.77272727  9.22727273] ; [10.22727273  4.77272727],0
a8,1,0.626318,0.237087,[ 6 83] ; [ 3 29],[ 6.61983471 82.38016529] ; [ 2.38016529 29.61983471],0
n4,1,0.644807,0.21251,[35 62] ; [13 19],[36.09302326 60.90697674] ; [11.90697674 20.09302326],0
b5,1,0.647324,0.209291,[59 38] ; [18 14],[57.89922481 39.10077519] ; [19.10077519 12.89922481],0
s3,1,0.723314,0.125339,[42 53] ; [13 19],[41.14173228 53.85826772] ; [13.85826772 18.14173228],0
b1,1,0.72384,0.124843,[39 58] ; [14 18],[39.85271318 57.14728682] ; [13.14728682 18.85271318],0
a2,1,0.729729,0.11936,[10 87] ; [ 4 28],[10.52713178 86.47286822] ; [ 3.47286822 28.52713178],0
v1,1,0.793547,0.068491,[26 69] ; [ 8 24],[25.43307087 69.56692913] ; [ 8.56692913 23.43307087],0
d5,1,0.797989,0.065511,[65 32] ; [20 11],[64.4140625 32.5859375] ; [20.5859375 10.4140625],0
a3,1,0.837551,0.042036,[52 44] ; [18 14],[52.5 43.5] ; [17.5 14.5],0
r1,1,0.866056,0.02845,[59 38] ; [20 12],[59.40310078 37.59689922] ; [19.59689922 12.40310078],0
a7,1,0.889371,0.019349,[67 30] ; [21 10],[66.6875 30.3125] ; [21.3125  9.6875],0
