Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000858,11.112013,[19 69] ; [17 15],[26.4 61.6] ; [ 9.6 22.4],1
p7,1,0.000918,10.985615,[41 54] ; [24  7],[49.00793651 45.99206349] ; [15.99206349 15.00793651],1
p8,1,0.008116,7.007628,[32 65] ; [19 13],[38.34883721 58.65116279] ; [12.65116279 19.34883721],0
p4,1,0.020556,5.36401,[35 62] ; [19 13],[40.60465116 56.39534884] ; [13.39534884 18.60465116],0
p3,1,0.023664,5.119113,[30 67] ; [17 15],[35.34108527 61.65891473] ; [11.65891473 20.34108527],0
r3,1,0.032681,4.562393,[79 18] ; [31  1],[82.71317829 14.28682171] ; [27.28682171  4.71317829],0
b3,1,0.03855,4.280592,[12 45] ; [ 9 11],[15.54545455 41.45454545] ; [ 5.45454545 14.54545455],0
b2,1,0.03855,4.280592,[12 45] ; [ 9 11],[15.54545455 41.45454545] ; [ 5.45454545 14.54545455],0
r4,1,0.063053,3.455204,[69 28] ; [28  4],[72.9379845 24.0620155] ; [24.0620155  7.9379845],0
p11,1,0.065417,3.394436,[55 42] ; [24  8],[59.40310078 37.59689922] ; [19.59689922 12.40310078],0
s6,1,0.071583,3.246347,[41 55] ; [19 12],[45.35433071 50.64566929] ; [14.64566929 16.35433071],0
u2,1,0.081828,3.028218,[23 21] ; [11  3],[25.79310345 18.20689655] ; [8.20689655 5.79310345],0
s4,1,0.097953,2.738566,[17 80] ; [10 22],[20.30232558 76.69767442] ; [ 6.69767442 25.30232558],0
b4,1,0.110396,2.548539,[61 36] ; [15 17],[57.14728682 39.85271318] ; [18.85271318 13.14728682],0
s5,1,0.115101,2.482753,[22 73] ; [11 18],[25.28225806 69.71774194] ; [ 7.71774194 21.28225806],0
v3,1,0.12791,2.317694,[16 77] ; [ 2 30],[13.392 79.608] ; [ 4.608 27.392],0
u3,1,0.144001,2.134675,[25 19] ; [11  3],[27.31034483 16.68965517] ; [8.68965517 5.31034483],0
n1,1,0.152661,2.045455,[ 6 24] ; [6 9],[ 8. 22.] ; [ 4. 11.],0
a4,1,0.184599,1.760202,[30 67] ; [14 18],[33.08527132 63.91472868] ; [10.91472868 21.08527132],0
r2,1,0.195756,1.673755,[77 19] ; [28  3],[79.37007874 16.62992126] ; [25.62992126  5.37007874],0
s8,1,0.196382,1.669077,[23 74] ; [11 20],[25.765625 71.234375] ; [ 8.234375 22.765625],0
n2,1,0.196706,1.666667,[16 14] ; [11  4],[18. 12.] ; [9. 6.],0
v4,1,0.210823,1.565765,[81 14] ; [30  2],[83.03149606 11.96850394] ; [27.96850394  4.03149606],0
n6,1,0.234326,1.414408,[52 45] ; [21 11],[54.89147287 42.10852713] ; [18.10852713 13.89147287],0
d2,1,0.270483,1.214297,[32 65] ; [14 18],[34.58914729 62.41085271] ; [11.41085271 20.58914729],0
a5,1,0.280791,1.163257,[50 47] ; [20 12],[52.63565891 44.36434109] ; [17.36434109 14.63565891],0
s1,1,0.323975,0.972833,[ 8 89] ; [ 1 31],[ 6.76744186 90.23255814] ; [ 2.23255814 29.76744186],0
d1,1,0.3274,0.959154,[36 61] ; [15 17],[38.34883721 58.65116279] ; [12.65116279 19.34883721],0
d4,1,0.360311,0.836809,[71 26] ; [26  6],[72.9379845 24.0620155] ; [24.0620155  7.9379845],0
p2,1,0.363875,0.824477,[67 29] ; [25  7],[69. 27.] ; [23.  9.],0
p10,1,0.382192,0.763639,[54 41] ; [21 11],[56.1023622 38.8976378] ; [18.8976378 13.1023622],0
