Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.429684,[67 19] ; [ 5 25],[53.37931034 32.62068966] ; [18.62068966 11.37931034],1
r3,1,0.0,25.885096,[73 13] ; [11 19],[62.27586207 23.72413793] ; [21.72413793  8.27586207],1
p2,1,1e-06,24.087476,[64 21] ; [ 7 22],[52.93859649 32.06140351] ; [18.06140351 10.93859649],1
u2,1,2.7e-05,17.61726,[23  6] ; [ 1 11],[16.97560976 12.02439024] ; [7.02439024 4.97560976],1
p11,1,3.3e-05,17.233436,[55 31] ; [ 6 24],[45.22413793 40.77586207] ; [15.77586207 14.22413793],1
r1,1,0.000196,13.871106,[64 22] ; [11 19],[55.60344828 30.39655172] ; [19.39655172 10.60344828],1
p10,1,0.000205,13.78182,[48 36] ; [ 5 24],[39.39823009 44.60176991] ; [13.60176991 15.39823009],1
r2,1,0.000491,12.150673,[74 12] ; [16 13],[67.30434783 18.69565217] ; [22.69565217  6.30434783],1
p8,1,0.001067,10.707908,[37 47] ; [ 3 26],[29.73451327 54.26548673] ; [10.26548673 18.73451327],0
p7,1,0.003033,8.787225,[45 37] ; [ 7 23],[38.07142857 43.92857143] ; [13.92857143 16.07142857],0
p9,1,0.003104,8.745501,[56 29] ; [10 19],[49.21052632 35.78947368] ; [16.78947368 12.21052632],0
a1,1,0.003605,8.472883,[ 3 83] ; [ 6 24],[ 6.67241379 79.32758621] ; [ 2.32758621 27.67241379],0
s6,1,0.008467,6.931919,[34 52] ; [ 4 26],[28.17241379 57.82758621] ; [ 9.82758621 20.17241379],0
p3,1,0.021443,5.290462,[30 54] ; [ 4 26],[25.05263158 58.94736842] ; [ 8.94736842 21.05263158],0
d5,1,0.022261,5.225273,[65 21] ; [16 14],[60.05172414 25.94827586] ; [20.94827586  9.05172414],0
a6,1,0.032185,4.588596,[59 27] ; [14 16],[54.12068966 31.87931034] ; [18.87931034 11.12068966],0
v2,1,0.042162,4.128707,[37 44] ; [ 7 22],[32.4 48.6] ; [11.6 17.4],0
p4,1,0.043671,4.069228,[34 50] ; [ 6 24],[29.47368421 54.52631579] ; [10.52631579 19.47368421],0
n3,1,0.0697,3.290072,[20  8] ; [7 9],[17.18181818 10.81818182] ; [9.81818182 6.18181818],0
d3,1,0.075367,3.162078,[50 35] ; [12 18],[45.82608696 39.17391304] ; [16.17391304 13.82608696],0
b5,1,0.081469,3.035347,[53 33] ; [13 17],[48.93103448 37.06896552] ; [17.06896552 12.93103448],0
b3,1,0.110245,2.550704,[12 34] ; [10 12],[14.88235294 31.11764706] ; [ 7.11764706 14.88235294],0
b2,1,0.110245,2.550704,[12 34] ; [10 12],[14.88235294 31.11764706] ; [ 7.11764706 14.88235294],0
p1,1,0.123983,2.366267,[ 6 79] ; [ 5 25],[ 8.13043478 76.86956522] ; [ 2.86956522 27.13043478],0
v3,1,0.137866,2.201615,[22 58] ; [ 4 25],[19.08256881 60.91743119] ; [ 6.91743119 22.08256881],0
a7,1,0.166218,1.916726,[58 28] ; [16 14],[54.86206897 31.13793103] ; [19.13793103 10.86206897],0
b1,1,0.207445,1.589168,[43 43] ; [19 11],[45.96551724 40.03448276] ; [16.03448276 13.96551724],0
n1,1,0.209077,1.577804,[ 9 20] ; [8 8],[10.95555556 18.04444444] ; [6.04444444 9.95555556],0
v1,1,0.232017,1.428451,[33 52] ; [ 8 22],[30.30434783 54.69565217] ; [10.69565217 19.30434783],0
p6,1,0.250087,1.322815,[16 65] ; [ 3 26],[13.99090909 67.00909091] ; [ 5.00909091 23.99090909],0
s7,1,0.314615,1.011203,[15 64] ; [ 3 25],[13.28971963 65.71028037] ; [ 4.71028037 23.28971963],0
d4,1,0.326357,0.963299,[60 26] ; [18 12],[57.82758621 28.17241379] ; [20.17241379  9.82758621],0
a4,1,0.361895,0.831308,[32 54] ; [14 16],[34.10344828 51.89655172] ; [11.89655172 18.10344828],0
n2,1,0.381715,0.765172,[19 11] ; [8 8],[17.60869565 12.39130435] ; [9.39130435 6.60869565],0
n5,1,0.401949,0.702489,[35 50] ; [15 15],[36.95652174 48.04347826] ; [13.04347826 16.95652174],0
a5,1,0.425556,0.63492,[53 33] ; [16 14],[51.15517241 34.84482759] ; [17.84482759 12.15517241],0
n4,1,0.467491,0.527901,[45 41] ; [18 12],[46.70689655 39.29310345] ; [16.29310345 13.70689655],0
p5,1,0.484335,0.489087,[ 6 79] ; [ 1 28],[ 5.21929825 79.78070175] ; [ 1.78070175 27.21929825],0
s3,1,0.496478,0.462456,[23 62] ; [ 6 23],[21.62280702 63.37719298] ; [ 7.37719298 21.62280702],0
a2,1,0.533719,0.387306,[13 73] ; [ 6 24],[14.0862069 71.9137931] ; [ 4.9137931 25.0862069],0
d2,1,0.56874,0.324795,[35 51] ; [14 16],[36.32758621 49.67241379] ; [12.67241379 17.32758621],0
a8,1,0.620426,0.24527,[ 6 75] ; [ 3 26],[ 6.62727273 74.37272727] ; [ 2.37272727 26.62727273],0
a3,1,0.680595,0.169457,[57 29] ; [18 11],[56.08695652 29.91304348] ; [18.91304348 10.08695652],0
s4,1,0.754574,0.097727,[ 7 79] ; [ 3 27],[ 7.4137931 78.5862069] ; [ 2.5862069 27.4137931],0
d1,1,0.781321,0.07706,[34 52] ; [11 19],[33.36206897 52.63793103] ; [11.63793103 18.36206897],0
b4,1,0.848423,0.036531,[47 39] ; [17 13],[47.44827586 38.55172414] ; [16.55172414 13.44827586],0
s5,1,0.871861,0.026016,[10 72] ; [ 4 26],[10.25 71.75] ; [ 3.75 26.25],0
s1,1,0.877238,0.023861,[ 5 80] ; [ 2 28],[ 5.17391304 79.82608696] ; [ 1.82608696 28.17391304],0
