Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.256735,[78  9] ; [13 19],[66.52941176 20.47058824] ; [24.47058824  7.52941176],1
r2,1,0.000294,13.108891,[82  4] ; [23  9],[76.52542373  9.47457627] ; [28.47457627  3.52542373],1
v4,1,0.002834,8.911649,[82  5] ; [24  8],[77.49579832  9.50420168] ; [28.50420168  3.49579832],0
r3,1,0.004815,7.947651,[79  7] ; [23  9],[74.33898305 11.66101695] ; [27.66101695  4.33898305],0
a5,1,0.007134,7.239013,[54 33] ; [11 21],[47.5210084 39.4789916] ; [17.4789916 14.5210084],0
n5,1,0.015178,5.895638,[64 23] ; [16 16],[58.48739496 28.51260504] ; [21.51260504 10.48739496],0
n4,1,0.026223,4.941236,[67 20] ; [18 14],[62.14285714 24.85714286] ; [22.85714286  9.14285714],0
u3,1,0.026389,4.93037,[21 15] ; [ 4 12],[17.30769231 18.69230769] ; [7.69230769 8.30769231],0
d1,1,0.027459,4.861717,[47 40] ; [10 22],[41.67226891 45.32773109] ; [15.32773109 16.67226891],0
d5,1,0.037352,4.334267,[66 21] ; [18 14],[61.41176471 25.58823529] ; [22.58823529  9.41176471],0
s7,1,0.041024,4.175013,[33 50] ; [ 6 25],[28.39473684 54.60526316] ; [10.60526316 20.39473684],0
s8,1,0.045788,3.989391,[26 59] ; [ 4 28],[21.79487179 63.20512821] ; [ 8.20512821 23.79487179],0
p11,1,0.048263,3.90081,[53 34] ; [13 19],[48.25210084 38.74789916] ; [17.74789916 14.25210084],0
s3,1,0.071552,3.247053,[40 46] ; [ 9 23],[35.71186441 50.28813559] ; [13.28813559 18.71186441],0
v3,1,0.07328,3.207979,[34 52] ; [ 7 25],[29.88135593 56.11864407] ; [11.11864407 20.88135593],0
n1,1,0.086677,2.935035,[13 12] ; [ 3 10],[10.52631579 14.47368421] ; [5.47368421 7.52631579],0
b4,1,0.096433,2.763564,[58 29] ; [16 16],[54.10084034 32.89915966] ; [19.89915966 12.10084034],0
a4,1,0.112023,2.525452,[33 53] ; [ 7 24],[29.4017094 56.5982906] ; [10.5982906 20.4017094],0
a7,1,0.118446,2.437754,[59 27] ; [17 15],[55.38983051 30.61016949] ; [20.61016949 11.38983051],0
u2,1,0.150401,2.068184,[17 18] ; [ 4 11],[14.7 20.3] ; [6.3 8.7],0
s6,1,0.157057,2.002335,[47 38] ; [13 19],[43.58974359 41.41025641] ; [16.41025641 15.58974359],0
a8,1,0.159772,1.976387,[ 9 66] ; [ 1 30],[ 7.0754717 67.9245283] ; [ 2.9245283 28.0754717],0
