Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.93793,[ 6 23] ; [53 20],[16.7745098 12.2254902] ; [42.2254902 30.7745098],1
n3,1,0.372374,0.795726,[4 2] ; [11  2],[4.73684211 1.26315789] ; [10.26315789  2.73684211],0
r3,1,0.391225,0.735131,[26  3] ; [68  4],[26.99009901  2.00990099] ; [67.00990099  4.99009901],0
r2,1,0.405889,0.690811,[25  4] ; [66  6],[26.12871287  2.87128713] ; [64.87128713  7.12871287],0
d3,1,0.427699,0.629063,[18 11] ; [39 34],[16.20588235 12.79411765] ; [40.79411765 32.20588235],0
a4,1,0.42928,0.624769,[ 4 25] ; [15 58],[ 5.40196078 23.59803922] ; [13.59803922 59.40196078],0
v1,1,0.445546,0.581957,[13 15] ; [39 32],[14.70707071 13.29292929] ; [37.29292929 33.70707071],0
s3,1,0.450982,0.568182,[14 14] ; [42 30],[15.68 12.32] ; [40.32 31.68],0
p10,1,0.470052,0.521853,[19  9] ; [54 18],[20.44  7.56] ; [52.56 19.44],0
r4,1,0.515446,0.422995,[24  5] ; [64  9],[25.01960784  3.98039216] ; [62.98039216 10.01960784],0
s1,1,0.52931,0.395715,[ 2 26] ; [ 3 70],[ 1.38613861 26.61386139] ; [ 3.61386139 69.38613861],0
u1,1,0.556493,0.345813,[ 2 27] ; [ 3 70],[ 1.42156863 27.57843137] ; [ 3.57843137 69.42156863],0
p5,1,0.565222,0.330742,[ 4 24] ; [14 59],[ 4.99009901 23.00990099] ; [13.00990099 59.99009901],0
s8,1,0.587114,0.294873,[12 17] ; [26 47],[10.80392157 18.19607843] ; [27.19607843 45.80392157],0
p9,1,0.627522,0.235436,[21  7] ; [58 15],[21.9009901  6.0990099] ; [57.0990099 15.9009901],0
a7,1,0.637016,0.222666,[20  9] ; [53 19],[20.96039604  8.03960396] ; [52.03960396 19.96039604],0
a8,1,0.65034,0.205472,[ 2 25] ; [ 7 60],[ 2.58510638 24.41489362] ; [ 6.41489362 60.58510638],0
u2,1,0.651512,0.203999,[9 9] ; [22 17],[9.78947368 8.21052632] ; [21.21052632 17.78947368],0
d4,1,0.669612,0.182057,[19 10] ; [51 22],[19.90196078  9.09803922] ; [50.09803922 22.90196078],0
s2,1,0.719195,0.129266,[13 15] ; [31 42],[12.1980198 15.8019802] ; [31.8019802 41.1980198],0
b3,1,0.75678,0.095921,[ 4 10] ; [11 34],[ 3.55932203 10.44067797] ; [11.44067797 33.55932203],0
b2,1,0.75678,0.095921,[ 4 10] ; [11 34],[ 3.55932203 10.44067797] ; [11.44067797 33.55932203],0
d2,1,0.759489,0.093729,[ 8 21] ; [18 55],[ 7.39215686 21.60784314] ; [18.60784314 54.39215686],0
a6,1,0.775985,0.080972,[16 13] ; [38 35],[15.35294118 13.64705882] ; [38.64705882 34.35294118],0
n6,1,0.785468,0.074093,[24  5] ; [62 11],[24.45098039  4.54901961] ; [61.54901961 11.45098039],0
p2,1,0.785468,0.074093,[24  5] ; [62 11],[24.45098039  4.54901961] ; [61.54901961 11.45098039],0
s6,1,0.805628,0.060551,[19 10] ; [49 23],[19.52475248  9.47524752] ; [48.47524752 23.52475248],0
r1,1,0.823647,0.049665,[20  9] ; [48 24],[19.52475248  9.47524752] ; [48.47524752 23.52475248],0
u3,1,0.834241,0.043792,[11  8] ; [22 18],[10.62711864  8.37288136] ; [22.37288136 17.62711864],0
n1,1,0.875975,0.024359,[3 3] ; [6 7],[2.84210526 3.15789474] ; [6.15789474 6.84210526],0
b1,1,0.877909,0.023599,[12 17] ; [29 44],[11.65686275 17.34313725] ; [29.34313725 43.65686275],0
p12,1,0.993209,7.2e-05,[ 2 27] ; [ 5 68],[ 1.99019608 27.00980392] ; [ 5.00980392 67.99019608],0
