Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,126.417203,[ 20 107] ; [194  60],[71.33333333 55.66666667] ; [142.66666667 111.33333333],1
d3,1,0.0,96.349542,[51 75] ; [225  30],[91.27559055 34.72440945] ; [184.72440945  70.27559055],1
d5,1,0.0,94.347537,[75 52] ; [247   7],[107.33333333  19.66666667] ; [214.66666667  39.33333333],1
d4,1,0.0,79.837026,[84 42] ; [250   4],[110.74736842  15.25263158] ; [223.25263158  30.74736842],1
u1,1,0.0,44.899415,[  5 122] ; [ 91 166],[31.75 95.25] ; [ 64.25 192.75],1
a2,1,0.0,44.896952,[ 10 117] ; [106 151],[38.36458333 88.63541667] ; [ 77.63541667 179.36458333],1
a4,1,0.0,40.217966,[35 91] ; [160  97],[64.15143603 61.84856397] ; [130.84856397 126.15143603],1
a5,1,0.0,33.74016,[75 51] ; [221  36],[97.37859008 28.62140992] ; [198.62140992  58.37859008],1
a3,1,1.5e-05,18.782661,[81 45] ; [215  41],[97.63350785 28.36649215] ; [198.36649215  57.63350785],1
p4,1,1.6e-05,18.642253,[63 62] ; [185  69],[81.79419525 43.20580475] ; [166.20580475  87.79419525],1
a6,1,0.002906,8.865284,[71 55] ; [182  72],[83.88947368 42.11052632] ; [169.11052632  84.88947368],0
v4,1,0.003733,8.409334,[119   7] ; [255   2],[123.03916449   2.96083551] ; [250.96083551   6.03916449],0
s8,1,0.005177,7.816583,[67 60] ; [172  83],[79.45811518 47.54188482] ; [159.54188482  95.45811518],0
a7,1,0.007783,7.082804,[83 42] ; [203  54],[93.58638743 31.41361257] ; [192.41361257  64.58638743],0
p12,1,0.008953,6.832251,[  7 117] ; [ 38 217],[ 14.72295515 109.27704485] ; [ 30.27704485 224.72295515],0
u2,1,0.016544,5.744108,[22 21] ; [32 10],[27.31764706 15.68235294] ; [26.68235294 15.31764706],0
n4,1,0.018176,5.579099,[95 32] ; [217  39],[103.45691906  23.54308094] ; [208.54308094  47.45691906],0
p3,1,0.020004,5.411509,[56 69] ; [146 108],[66.62269129 58.37730871] ; [135.37730871 118.62269129],0
p2,1,0.025968,4.958142,[97 27] ; [223  33],[104.42105263  19.57894737] ; [215.57894737  40.42105263],0
s7,1,0.040764,4.185819,[80 41] ; [186  58],[88.18082192 32.81917808] ; [177.81917808  66.18082192],0
p9,1,0.047455,3.929192,[102  21] ; [227  25],[107.912  15.088] ; [221.088  30.912],0
p10,1,0.064171,3.426163,[100  24] ; [223  31],[105.95767196  18.04232804] ; [217.04232804  36.95767196],0
n6,1,0.065489,3.392613,[101  22] ; [226  28],[106.68700265  16.31299735] ; [220.31299735  33.68700265],0
r2,1,0.07693,3.128588,[122   4] ; [254   2],[124.02094241   1.97905759] ; [251.97905759   4.02094241],0
n2,1,0.079687,3.07128,[23  3] ; [36 15],[19.92207792  6.07792208] ; [39.07792208 11.92207792],0
v2,1,0.087113,2.926921,[66 55] ; [157  89],[73.52316076 47.47683924] ; [149.47683924  96.52316076],0
