Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.027402,4.86532,[10  2] ; [23 25],[6.6 5.4] ; [26.4 21.6],0
v1,1,0.070545,3.2703,[9 3] ; [22 26],[6.2 5.8] ; [24.8 23.2],0
u1,1,0.071171,3.255795,[4 8] ; [ 6 44],[ 1.93548387 10.06451613] ; [ 8.06451613 41.93548387],0
n5,1,0.105347,2.622668,[6 6] ; [37 13],[8.32258065 3.67741935] ; [34.67741935 15.32258065],0
b2,1,0.126787,2.331414,[5 2] ; [11 17],[3.2 3.8] ; [12.8 15.2],0
b3,1,0.126787,2.331414,[5 2] ; [11 17],[3.2 3.8] ; [12.8 15.2],0
p3,1,0.13266,2.2611,[7 4] ; [19 30],[4.76666667 6.23333333] ; [21.23333333 27.76666667],0
a6,1,0.228238,1.451805,[9 3] ; [28 22],[7.16129032 4.83870968] ; [29.83870968 20.16129032],0
b5,1,0.245239,1.350222,[4 8] ; [26 24],[5.80645161 6.19354839] ; [24.19354839 25.80645161],0
p6,1,0.257736,1.280875,[5 6] ; [14 36],[3.42622951 7.57377049] ; [15.57377049 34.42622951],0
u2,1,0.268925,1.222222,[3 1] ; [ 8 10],[2. 2.] ; [9. 9.],0
n4,1,0.282954,1.152845,[7 5] ; [37 13],[8.51612903 3.48387097] ; [35.48387097 14.51612903],0
v3,1,0.324661,0.970076,[6 5] ; [18 29],[4.55172414 6.44827586] ; [19.44827586 27.55172414],0
a5,1,0.334056,0.93311,[9 3] ; [30 20],[7.5483871 4.4516129] ; [31.4516129 18.5483871],0
n6,1,0.334198,0.932564,[10  2] ; [34 15],[8.6557377 3.3442623] ; [35.3442623 13.6557377],0
b4,1,0.359237,0.84056,[8 4] ; [26 24],[6.58064516 5.41935484] ; [27.41935484 22.58064516],0
u3,1,0.363722,0.825,[3 1] ; [9 9],[2.18181818 1.81818182] ; [9.81818182 8.18181818],0
p8,1,0.377135,0.78002,[6 5] ; [20 30],[4.68852459 6.31147541] ; [21.31147541 28.68852459],0
p2,1,0.386476,0.75,[9 1] ; [39 11],[8. 2.] ; [40. 10.],0
d5,1,0.52144,0.411044,[9 3] ; [32 17],[8.06557377 3.93442623] ; [32.93442623 16.06557377],0
s8,1,0.525168,0.403732,[5 7] ; [16 34],[4.06451613 7.93548387] ; [16.93548387 33.06451613],0
p9,1,0.58564,0.297204,[9 2] ; [37 13],[8.29508197 2.70491803] ; [37.70491803 12.29508197],0
s3,1,0.636681,0.223109,[9 3] ; [34 16],[8.32258065 3.67741935] ; [34.67741935 15.32258065],0
p7,1,0.65467,0.200063,[6 4] ; [33 16],[6.61016949 3.38983051] ; [32.38983051 16.61016949],0
s4,1,0.66498,0.187531,[ 2 10] ; [ 6 44],[ 1.5483871 10.4516129] ; [ 6.4516129 43.5483871],0
a2,1,0.66498,0.187531,[ 2 10] ; [ 6 44],[ 1.5483871 10.4516129] ; [ 6.4516129 43.5483871],0
r4,1,0.683591,0.166112,[10  2] ; [39 11],[9.48387097 2.51612903] ; [39.51612903 10.48387097],0
d4,1,0.683591,0.166112,[10  2] ; [39 11],[9.48387097 2.51612903] ; [39.51612903 10.48387097],0
p12,1,0.707703,0.140582,[ 1 10] ; [ 3 47],[ 0.72131148 10.27868852] ; [ 3.27868852 46.72131148],0
a7,1,0.745814,0.105082,[8 4] ; [35 14],[8.45901639 3.54098361] ; [34.54098361 14.45901639],0
s7,1,0.746738,0.104293,[4 7] ; [20 28],[4.47457627 6.52542373] ; [19.52542373 28.47457627],0
d3,1,0.75204,0.099824,[7 5] ; [31 18],[7.47540984 4.52459016] ; [30.52459016 18.47540984],0
s1,1,0.76764,0.087299,[ 1 11] ; [ 3 47],[ 0.77419355 11.22580645] ; [ 3.22580645 46.77419355],0
b1,1,0.786484,0.073375,[5 7] ; [23 27],[5.41935484 6.58064516] ; [22.58064516 27.41935484],0
r1,1,0.822037,0.050592,[8 4] ; [35 15],[8.32258065 3.67741935] ; [34.67741935 15.32258065],0
p11,1,0.823374,0.049821,[9 3] ; [39 11],[9.29032258 2.70967742] ; [38.70967742 11.29032258],0
a3,1,0.862353,0.030061,[8 4] ; [32 18],[7.74193548 4.25806452] ; [32.25806452 17.74193548],0
d1,1,0.90092,0.0155,[6 6] ; [24 26],[5.80645161 6.19354839] ; [24.19354839 25.80645161],0
p4,1,0.92993,0.007732,[5 6] ; [22 28],[4.86885246 6.13114754] ; [22.13114754 27.86885246],0
a4,1,0.965047,0.00192,[4 8] ; [17 33],[4.06451613 7.93548387] ; [16.93548387 33.06451613],0
d2,1,0.983234,0.000442,[5 7] ; [21 29],[5.03225806 6.96774194] ; [20.96774194 29.03225806],0
