Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,122.89635,[ 54 167] ; [286 119],[120.03194888 100.96805112] ; [219.96805112 185.03194888],1
p6,1,0.0,60.769082,[ 42 177] ; [206 196],[ 87.4589372 131.5410628] ; [160.5410628 241.4589372],1
p8,1,0.0,55.744668,[ 77 139] ; [269 133],[120.93203883  95.06796117] ; [225.06796117 176.93203883],1
p2,1,0.0,48.959378,[156  65] ; [372  33],[186.40255591  34.59744409] ; [341.59744409  63.40255591],1
p7,1,0.0,41.283458,[102 111] ; [297 105],[138.1902439  74.8097561] ; [260.8097561 141.1902439],1
p5,1,0.0,29.176463,[  9 212] ; [ 80 322],[ 31.57142857 189.42857143] ; [ 57.42857143 344.57142857],1
s7,1,4e-06,21.127321,[ 89 125] ; [233 148],[115.81176471  98.18823529] ; [206.18823529 174.81176471],1
s6,1,1.4e-05,18.93421,[130  88] ; [301  93],[153.52614379  64.47385621] ; [277.47385621 116.52614379],1
v1,1,1.7e-05,18.554737,[101 116] ; [256 141],[126.17100977  90.82899023] ; [230.82899023 166.17100977],1
d3,1,2.1e-05,18.124546,[126  96] ; [298 108],[149.88535032  72.11464968] ; [274.11464968 131.88535032],1
d1,1,3.9e-05,16.896857,[111 111] ; [271 135],[135.03821656  86.96178344] ; [246.96178344 159.03821656],1
p9,1,5.2e-05,16.375208,[172  43] ; [369  35],[187.90791599  27.09208401] ; [353.09208401  50.90791599],1
p10,1,0.000122,14.759516,[173  48] ; [361  42],[189.125  31.875] ; [344.875  58.125],1
d5,1,0.000513,12.069058,[166  56] ; [348  57],[181.99043062  40.00956938] ; [332.00956938  72.99043062],1
s8,1,0.000621,11.712692,[ 86 135] ; [214 188],[106.42054575 114.57945425] ; [193.57945425 208.42054575],1
n4,1,0.001161,10.550786,[188  34] ; [376  29],[199.6937799  22.3062201] ; [364.3062201  40.6937799],0
s5,1,0.001384,10.226467,[ 60 156] ; [158 229],[ 78.08955224 137.91044776] ; [139.91044776 247.08955224],0
d4,1,0.002497,9.142644,[166  55] ; [344  61],[180.04792332  40.95207668] ; [329.95207668  75.04792332],0
