Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.235629,[11 21] ; [39  5],[21.05263158 10.94736842] ; [28.94736842 15.05263158],1
p2,1,4e-06,21.388889,[ 8 25] ; [34 10],[18. 15.] ; [24. 20.],1
p10,1,1.2e-05,19.118331,[10 24] ; [34  9],[19.42857143 14.57142857] ; [24.57142857 18.42857143],1
n6,1,0.001623,9.933685,[14 18] ; [34  9],[20.48 11.52] ; [27.52 15.48],0
r3,1,0.002392,9.221623,[12 21] ; [30 12],[18.48 14.52] ; [23.52 18.48],0
p4,1,0.003049,8.778078,[ 9 25] ; [27 18],[15.49367089 18.50632911] ; [20.50632911 24.49367089],0
p8,1,0.003972,8.296457,[ 4 29] ; [19 26],[ 9.73076923 23.26923077] ; [13.26923077 31.73076923],0
s6,1,0.00431,8.14826,[ 8 26] ; [24 19],[14.12987013 19.87012987] ; [17.87012987 25.12987013],0
s7,1,0.005385,7.745442,[ 6 23] ; [23 20],[11.68055556 17.31944444] ; [17.31944444 25.68055556],0
s8,1,0.005913,7.576653,[ 3 31] ; [16 29],[ 8.17721519 25.82278481] ; [10.82278481 34.17721519],0
p7,1,0.007434,7.165053,[ 7 25] ; [23 21],[12.63157895 19.36842105] ; [17.36842105 26.63157895],0
n2,1,0.011137,6.443355,[ 6 11] ; [14  4],[9.71428571 7.28571429] ; [10.28571429  7.71428571],0
v2,1,0.027604,4.852604,[ 9 23] ; [24 21],[13.71428571 18.28571429] ; [19.28571429 25.71428571],0
p5,1,0.032658,4.563611,[ 1 31] ; [ 9 37],[ 4.1025641 27.8974359] ; [ 5.8974359 40.1025641],0
n5,1,0.043209,4.087212,[19 14] ; [34  9],[23.01315789  9.98684211] ; [29.98684211 13.01315789],0
b3,1,0.056839,3.627306,[10  9] ; [ 9 25],[ 6.81132075 12.18867925] ; [12.18867925 21.81132075],0
b2,1,0.056839,3.627306,[10  9] ; [ 9 25],[ 6.81132075 12.18867925] ; [12.18867925 21.81132075],0
s1,1,0.073321,3.207063,[ 4 29] ; [ 1 45],[ 2.08860759 30.91139241] ; [ 2.91139241 43.08860759],0
b1,1,0.077289,3.121017,[23 11] ; [22 24],[19.125 14.875] ; [25.875 20.125],0
p6,1,0.0932,2.818209,[ 5 28] ; [14 30],[ 8.14285714 24.85714286] ; [10.85714286 33.14285714],0
b4,1,0.105751,2.616597,[13 21] ; [26 20],[16.575 17.425] ; [22.425 23.575],0
r2,1,0.114287,2.493912,[22  9] ; [21 19],[18.77464789 12.22535211] ; [24.22535211 15.77464789],0
p3,1,0.11857,2.436115,[ 8 24] ; [19 26],[11.22077922 20.77922078] ; [15.77922078 29.22077922],0
a1,1,0.126779,2.33151,[ 7 27] ; [ 4 42],[ 4.675 29.325] ; [ 6.325 39.675],0
d3,1,0.140496,2.172516,[24 10] ; [25 21],[20.825 13.175] ; [28.175 17.825],0
n3,1,0.169327,1.888889,[ 7 10] ; [11  6],[9. 8.] ; [9. 8.],0
v3,1,0.196364,1.669216,[ 6 27] ; [14 31],[ 8.46153846 24.53846154] ; [11.53846154 33.46153846],0
d4,1,0.203097,1.619962,[24 10] ; [38  8],[26.35  7.65] ; [35.65 10.35],0
v1,1,0.218313,1.515423,[11 23] ; [19 22],[13.6 20.4] ; [16.4 24.6],0
b5,1,0.219655,1.506626,[16 18] ; [28 18],[18.7 15.3] ; [25.3 20.7],0
s2,1,0.228689,1.448994,[ 9 25] ; [17 26],[11.48051948 22.51948052] ; [14.51948052 28.48051948],0
u2,1,0.252136,1.311429,[1 6] ; [4 6],[2.05882353 4.94117647] ; [2.94117647 7.05882353],0
n4,1,0.327321,0.959468,[21 12] ; [34 12],[22.97468354 10.02531646] ; [32.02531646 13.97468354],0
a8,1,0.370087,0.803373,[ 2 31] ; [ 5 36],[ 3.12162162 29.87837838] ; [ 3.87837838 37.12162162],0
s4,1,0.406064,0.690294,[ 6 28] ; [ 5 40],[ 4.73417722 29.26582278] ; [ 6.26582278 38.73417722],0
a7,1,0.409041,0.681588,[21 12] ; [25 21],[19.21518987 13.78481013] ; [26.78481013 19.21518987],0
d2,1,0.45682,0.553675,[20 13] ; [24 22],[18.37974684 14.62025316] ; [25.62025316 20.37974684],0
r1,1,0.527189,0.399808,[12 21] ; [13 31],[10.71428571 22.28571429] ; [14.28571429 29.71428571],0
a3,1,0.54098,0.373726,[27  6] ; [35 11],[25.89873418  7.10126582] ; [36.10126582  9.89873418],0
