Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.235629,[11 21] ; [39  5],[21.05263158 10.94736842] ; [28.94736842 15.05263158],1
s3,1,0.584956,0.298291,[12 22] ; [17 24],[13.14666667 20.85333333] ; [15.85333333 25.14666667],0
s5,1,0.591797,0.287547,[ 5 27] ; [ 9 35],[ 5.89473684 26.10526316] ; [ 8.10526316 35.89473684],0
a4,1,0.634465,0.226054,[19 14] ; [24 22],[17.96202532 15.03797468] ; [25.03797468 20.96202532],0
u1,1,0.657547,0.196516,[ 4 30] ; [ 7 39],[ 4.675 29.325] ; [ 6.325 39.675],0
d5,1,0.717236,0.131156,[27  7] ; [38  8],[27.625  6.375] ; [37.375  8.625],0
a6,1,0.726058,0.122762,[22 12] ; [28 18],[21.25 12.75] ; [28.75 17.25],0
v4,1,0.730487,0.118665,[18 15] ; [24 17],[18.72972973 14.27027027] ; [23.27027027 17.72972973],0
d1,1,0.742257,0.108153,[19 15] ; [24 22],[18.275 15.725] ; [24.725 21.275],0
p1,1,0.762992,0.090935,[ 3 31] ; [ 5 41],[ 3.4 30.6] ; [ 4.6 41.4],0
n1,1,0.84519,0.038126,[ 7 10] ; [ 8 10],[7.28571429 9.71428571] ; [ 7.71428571 10.28571429],0
a2,1,0.849652,0.035934,[ 8 26] ; [10 36],[ 7.65 26.35] ; [10.35 35.65],0
u3,1,0.906224,0.013878,[3 4] ; [4 6],[2.88235294 4.11764706] ; [4.11764706 5.88235294],0
