Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,24.092729,[18 31] ; [234  91],[33.01604278 15.98395722] ; [218.98395722 106.01604278],1
p8,1,2e-06,22.572401,[15 35] ; [209 111],[30.27027027 19.72972973] ; [193.72972973 126.27027027],1
p7,1,2e-06,22.430066,[18 29] ; [232  87],[32.10382514 14.89617486] ; [217.89617486 101.10382514],1
p10,1,3e-06,22.040165,[31 19] ; [283  39],[42.20430108  7.79569892] ; [271.79569892  50.20430108],1
p11,1,6.2e-05,16.038421,[31 19] ; [278  48],[41.09042553  8.90957447] ; [267.90957447  58.09042553],1
r3,1,0.000204,13.790748,[42  7] ; [316   9],[46.90374332  2.09625668] ; [311.09625668  13.90374332],1
p9,1,0.00021,13.738937,[36 14] ; [291  31],[43.9516129  6.0483871] ; [283.0483871  38.9516129],1
r4,1,0.000282,13.185208,[40 10] ; [308  18],[46.27659574  3.72340426] ; [301.72340426  24.27659574],1
n4,1,0.000319,12.957052,[31 18] ; [274  50],[40.06702413  8.93297587] ; [264.93297587  59.06702413],1
n6,1,0.00134,10.285988,[35 13] ; [288  34],[41.9027027  6.0972973] ; [281.0972973  40.9027027],0
p3,1,0.002699,9.000819,[18 30] ; [197 129],[27.59358289 20.40641711] ; [187.40641711 138.59358289],0
s1,1,0.003146,8.720774,[ 5 44] ; [  7 314],[ 1.58918919 47.41081081] ; [ 10.41081081 310.58918919],0
d5,1,0.011263,6.423291,[37 12] ; [288  37],[42.5802139  6.4197861] ; [282.4197861  42.5802139],0
n5,1,0.016528,5.745852,[34 15] ; [270  53],[40.04301075  8.95698925] ; [263.95698925  59.04301075],0
u3,1,0.020581,5.361899,[12  1] ; [32 23],[8.41176471 4.58823529] ; [35.58823529 19.41176471],0
r1,1,0.032429,4.57569,[38 11] ; [286  37],[42.67741935  6.32258065] ; [281.32258065  41.67741935],0
v2,1,0.040714,4.187859,[26 20] ; [227  91],[31.97252747 14.02747253] ; [221.02747253  96.97252747],0
a7,1,0.043256,4.085385,[31 18] ; [250  76],[36.71733333 12.28266667] ; [244.28266667  81.71733333],0
d4,1,0.063649,3.439667,[38 11] ; [284  41],[42.18716578  6.81283422] ; [279.81283422  45.18716578],0
s2,1,0.099701,2.710316,[33 16] ; [176 145],[27.67837838 21.32162162] ; [181.32162162 139.67837838],0
a3,1,0.106816,2.600711,[37 13] ; [271  54],[41.06666667  8.93333333] ; [266.93333333  58.06666667],0
s4,1,0.122286,2.387795,[11 37] ; [ 46 276],[ 7.39459459 40.60540541] ; [ 49.60540541 272.39459459],0
d3,1,0.143522,2.13978,[32 17] ; [245  81],[36.19466667 12.80533333] ; [240.80533333  85.19466667],0
v4,1,0.152695,2.045124,[45  4] ; [311  12],[46.89247312  2.10752688] ; [309.10752688  13.89247312],0
r2,1,0.152695,2.045124,[45  4] ; [311  12],[46.89247312  2.10752688] ; [309.10752688  13.89247312],0
a1,1,0.179467,1.802036,[ 5 45] ; [ 17 309],[ 2.92553191 47.07446809] ; [ 19.07446809 306.92553191],0
b1,1,0.193647,1.689653,[24 26] ; [125 201],[19.81382979 30.18617021] ; [129.18617021 196.81382979],0
a2,1,0.226927,1.460021,[13 37] ; [113 213],[16.75531915 33.24468085] ; [109.24468085 216.75531915],0
p1,1,0.256599,1.287015,[ 7 43] ; [ 29 296],[ 4.8 45.2] ; [ 31.2 293.8],0
d1,1,0.2589,1.274627,[31 19] ; [228  98],[34.44148936 15.55851064] ; [224.55851064 101.44148936],0
p6,1,0.304147,1.055923,[18 31] ; [143 178],[21.32162162 27.67837838] ; [139.67837838 181.32162162],0
b4,1,0.343647,0.896777,[27 23] ; [199 127],[30.05319149 19.94680851] ; [195.94680851 130.05319149],0
n3,1,0.401178,0.704794,[13  8] ; [36 14],[14.49295775  6.50704225] ; [34.50704225 15.49295775],0
s5,1,0.412983,0.670197,[22 25] ; [128 188],[19.4214876 27.5785124] ; [130.5785124 185.4214876],0
s3,1,0.426865,0.631337,[30 19] ; [176 143],[27.42934783 21.57065217] ; [178.57065217 140.42934783],0
a4,1,0.502532,0.449586,[30 20] ; [178 146],[27.80748663 22.19251337] ; [180.19251337 143.80748663],0
v3,1,0.514738,0.424424,[21 25] ; [160 155],[23.06371191 22.93628809] ; [157.93628809 157.06371191],0
n1,1,0.553074,0.351839,[10 11] ; [20 30],[ 8.87323944 12.12676056] ; [21.12676056 28.87323944],0
s6,1,0.582026,0.30297,[36 12] ; [227  92],[34.39782016 13.60217984] ; [228.60217984  90.39782016],0
u2,1,0.585641,0.297203,[6 7] ; [30 25],[6.88235294 6.11764706] ; [29.11764706 25.88235294],0
p12,1,0.586959,0.295119,[ 4 46] ; [ 34 290],[ 5.0802139 44.9197861] ; [ 32.9197861 291.0802139],0
s8,1,0.587947,0.293561,[24 24] ; [175 148],[25.74663073 22.25336927] ; [173.25336927 149.74663073],0
u1,1,0.5988,0.27681,[11 39] ; [ 83 243],[12.5 37.5] ; [ 81.5 244.5],0
a8,1,0.610591,0.259315,[ 6 39] ; [ 47 241],[ 7.16216216 37.83783784] ; [ 45.83783784 242.16216216],0
n2,1,0.703101,0.145266,[18  3] ; [41  9],[17.45070423  3.54929577] ; [41.54929577  8.45070423],0
a6,1,0.773713,0.082669,[34 15] ; [232  93],[34.85026738 14.14973262] ; [231.14973262  93.85026738],0
u4,1,0.821579,0.050857,[ 2 48] ; [ 11 315],[ 1.7287234 48.2712766] ; [ 11.2712766 314.7287234],0
