Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,27.094005,[ 4 40] ; [32 21],[16.32989691 27.67010309] ; [19.67010309 33.32989691],1
a3,1,3e-06,22.160602,[14 30] ; [42 11],[25.40206186 18.59793814] ; [30.59793814 22.40206186],1
d3,1,0.010776,6.501837,[18 26] ; [36 18],[24.24489796 19.75510204] ; [29.75510204 24.24489796],0
n1,1,0.015344,5.876538,[ 4 17] ; [13 11],[ 7.93333333 13.06666667] ; [ 9.06666667 14.93333333],0
d1,1,0.016229,5.777848,[13 31] ; [29 25],[18.85714286 25.14285714] ; [23.14285714 30.85714286],0
r2,1,0.023369,5.140877,[30 13] ; [46  6],[34.4  8.6] ; [41.6 10.4],0
d5,1,0.026472,4.92495,[25 19] ; [42 12],[30.08163265 13.91836735] ; [36.91836735 17.08163265],0
d2,1,0.02994,4.712754,[16 28] ; [31 22],[21.31958763 22.68041237] ; [25.68041237 27.31958763],0
v1,1,0.03172,4.613571,[ 9 35] ; [22 32],[13.91836735 30.08163265] ; [17.08163265 36.91836735],0
u1,1,0.035827,4.405306,[ 2 42] ; [10 44],[ 5.3877551 38.6122449] ; [ 6.6122449 47.3877551],0
u2,1,0.038158,4.297977,[15 14] ; [ 2 10],[12.02439024 16.97560976] ; [4.97560976 7.02439024],0
a6,1,0.046468,3.964552,[18 26] ; [33 21],[22.89795918 21.10204082] ; [28.10204082 25.89795918],0
d4,1,0.064279,3.423377,[26 17] ; [42 12],[30.1443299 12.8556701] ; [37.8556701 16.1443299],0
s5,1,0.104821,2.630614,[ 4 40] ; [11 41],[ 6.875 37.125] ; [ 8.125 43.875],0
a7,1,0.110167,2.551829,[22 22] ; [35 18],[25.8556701 18.1443299] ; [31.1443299 21.8556701],0
r1,1,0.126235,2.338205,[25 19] ; [38 15],[28.57731959 15.42268041] ; [34.42268041 18.57731959],0
b4,1,0.137122,2.209961,[27 17] ; [25 29],[23.34693878 20.65306122] ; [28.65306122 25.34693878],0
p7,1,0.156497,2.007754,[19 24] ; [16 37],[15.67708333 27.32291667] ; [19.32291667 33.67708333],0
p2,1,0.197121,1.66358,[22 22] ; [20 34],[18.85714286 25.14285714] ; [23.14285714 30.85714286],0
p8,1,0.198305,1.654817,[ 9 35] ; [17 36],[11.79381443 32.20618557] ; [14.20618557 38.79381443],0
p6,1,0.211463,1.561382,[ 9 34] ; [ 6 46],[ 6.78947368 36.21052632] ; [ 8.21052632 43.78947368],0
p5,1,0.22397,1.478754,[ 3 41] ; [ 1 52],[ 1.81443299 42.18556701] ; [ 2.18556701 50.81443299],0
n5,1,0.241766,1.370266,[26 18] ; [25 28],[23.13402062 20.86597938] ; [27.86597938 25.13402062],0
r4,1,0.270245,1.215504,[22 22] ; [33 21],[24.69387755 19.30612245] ; [30.30612245 23.69387755],0
r3,1,0.291249,1.113841,[28 16] ; [39 14],[30.39175258 13.60824742] ; [36.60824742 16.39175258],0
a1,1,0.317532,0.999086,[ 3 41] ; [ 7 47],[ 4.48979592 39.51020408] ; [ 5.51020408 48.48979592],0
p10,1,0.338426,0.916383,[ 8 36] ; [ 6 47],[ 6.35051546 37.64948454] ; [ 7.64948454 45.35051546],0
b5,1,0.36905,0.806861,[26 18] ; [27 27],[23.79591837 20.20408163] ; [29.20408163 24.79591837],0
v4,1,0.384203,0.75721,[29 14] ; [40 13],[30.90625 12.09375] ; [38.09375 14.90625],0
n6,1,0.4223,0.643905,[26 18] ; [27 26],[24.04123711 19.95876289] ; [28.95876289 24.04123711],0
u3,1,0.430223,0.622222,[14 16] ; [4 8],[12.85714286 17.14285714] ; [5.14285714 6.85714286],0
s8,1,0.525648,0.402797,[ 8 36] ; [ 7 45],[ 6.875 37.125] ; [ 8.125 43.875],0
p4,1,0.561572,0.33699,[13 30] ; [19 34],[14.33333333 28.66666667] ; [17.66666667 35.33333333],0
s6,1,0.579593,0.306893,[17 27] ; [23 29],[18.33333333 25.66666667] ; [21.66666667 30.33333333],0
n2,1,0.603602,0.269597,[11 10] ; [15 10],[11.86956522  9.13043478] ; [14.13043478 10.86956522],0
n3,1,0.649689,0.206293,[10 11] ; [12 10],[10.74418605 10.25581395] ; [11.25581395 10.74418605],0
s4,1,0.661326,0.191917,[ 9 35] ; [ 9 44],[ 8.16494845 35.83505155] ; [ 9.83505155 43.16494845],0
s7,1,0.664108,0.188571,[ 9 31] ; [ 9 39],[ 8.18181818 31.81818182] ; [ 9.81818182 38.18181818],0
v3,1,0.667915,0.184051,[12 31] ; [16 34],[12.94623656 30.05376344] ; [15.05376344 34.94623656],0
p3,1,0.68158,0.168353,[15 29] ; [16 37],[14.06185567 29.93814433] ; [16.93814433 36.06185567],0
b1,1,0.695575,0.153116,[26 18] ; [34 20],[26.93877551 17.06122449] ; [33.06122449 20.93877551],0
b3,1,0.714849,0.133482,[ 9 20] ; [11 20],[ 9.66666667 19.33333333] ; [10.33333333 20.66666667],0
b2,1,0.714849,0.133482,[ 9 20] ; [11 20],[ 9.66666667 19.33333333] ; [10.33333333 20.66666667],0
n4,1,0.722954,0.12568,[25 19] ; [32 21],[25.8556701 18.1443299] ; [31.1443299 21.8556701],0
s2,1,0.758344,0.094652,[12 32] ; [13 40],[11.34020619 32.65979381] ; [13.65979381 39.34020619],0
p1,1,0.762081,0.091657,[ 4 40] ; [ 4 50],[ 3.59183673 40.40816327] ; [ 4.40816327 49.59183673],0
v2,1,0.772795,0.08336,[15 28] ; [20 33],[15.67708333 27.32291667] ; [19.32291667 33.67708333],0
a8,1,0.820991,0.051198,[ 3 38] ; [ 3 46],[ 2.73333333 38.26666667] ; [ 3.26666667 45.73333333],0
s1,1,0.953768,0.003361,[ 4 40] ; [ 5 48],[ 4.08247423 39.91752577] ; [ 4.91752577 48.08247423],0
s3,1,0.986081,0.000304,[16 27] ; [20 34],[15.95876289 27.04123711] ; [20.04123711 33.95876289],0
