Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,71.075389,[ 15 121] ; [54 28],[43.04587156 92.95412844] ; [25.95412844 56.04587156],1
s6,1,0.000151,14.363496,[58 76] ; [56 24],[71.38317757 62.61682243] ; [42.61682243 37.38317757],1
s5,1,0.00395,8.30648,[ 26 107] ; [30 50],[34.96713615 98.03286385] ; [21.03286385 58.96713615],0
p12,1,0.006082,7.525859,[  4 133] ; [10 71],[  8.79816514 128.20183486] ; [ 5.20183486 75.79816514],0
a8,1,0.081493,3.034874,[ 17 105] ; [ 5 76],[ 13.22167488 108.77832512] ; [ 8.77832512 72.22167488],0
s8,1,0.101602,2.680212,[ 24 113] ; [22 60],[ 28.77625571 108.22374429] ; [17.22374429 64.77625571],0
v4,1,0.126121,2.33961,[127  10] ; [80  2],[129.49315068   7.50684932] ; [77.50684932  4.49315068],0
a1,1,0.128175,2.314464,[  4 134] ; [ 6 76],[  6.27272727 131.72727273] ; [ 3.72727273 78.27272727],0
r1,1,0.141802,2.158299,[111  25] ; [60 22],[106.67889908  29.32110092] ; [64.32110092 17.67889908],0
n3,1,0.151873,2.053333,[21  3] ; [14  6],[19.09090909  4.90909091] ; [15.90909091  4.09090909],0
r3,1,0.196216,1.670319,[125  11] ; [79  3],[127.26605505   8.73394495] ; [76.73394495  5.26605505],0
a5,1,0.227853,1.454215,[103  35] ; [55 27],[99.10909091 38.89090909] ; [58.89090909 23.10909091],0
s1,1,0.278015,1.176768,[  2 135] ; [ 3 77],[  3.15668203 133.84331797] ; [ 1.84331797 78.15668203],0
p8,1,0.282174,1.156588,[73 61] ; [38 43],[69.18139535 64.81860465] ; [41.81860465 39.18139535],0
p6,1,0.288576,1.126254,[39 96] ; [28 50],[42.46478873 92.53521127] ; [24.53521127 53.46478873],0
s4,1,0.331135,0.944453,[ 14 121] ; [12 69],[ 16.25 118.75] ; [ 9.75 71.25],0
n4,1,0.331865,0.941608,[105  32] ; [58 24],[101.96803653  35.03196347] ; [61.03196347 20.96803653],0
p2,1,0.333682,0.934554,[116  20] ; [65 16],[113.43778802  22.56221198] ; [67.56221198 13.43778802],0
n1,1,0.342863,0.899698,[10 15] ; [ 5 14],[ 8.52272727 16.47727273] ; [ 6.47727273 12.52272727],0
d4,1,0.346312,0.886923,[109  29] ; [69 13],[111.65454545  26.34545455] ; [66.34545455 15.65454545],0
p1,1,0.384605,0.75593,[ 13 125] ; [ 5 77],[ 11.29090909 126.70909091] ; [ 6.70909091 75.29090909],0
d1,1,0.392087,0.732461,[76 62] ; [50 32],[79.03636364 58.96363636] ; [46.96363636 35.03636364],0
v3,1,0.431733,0.618157,[49 84] ; [33 45],[51.68720379 81.31279621] ; [30.31279621 47.68720379],0
p10,1,0.436946,0.604289,[107  30] ; [66 14],[109.22119816  27.77880184] ; [63.77880184 16.22119816],0
p9,1,0.446165,0.580377,[117  20] ; [66 15],[115.00458716  21.99541284] ; [67.99541284 13.00458716],0
r2,1,0.470249,0.521391,[126  10] ; [78  4],[127.26605505   8.73394495] ; [76.73394495  5.26605505],0
v2,1,0.497891,0.459429,[88 48] ; [45 30],[85.72511848 50.27488152] ; [47.27488152 27.72511848],0
a4,1,0.527118,0.399944,[64 74] ; [34 47],[61.75342466 76.24657534] ; [36.24657534 44.75342466],0
r4,1,0.547888,0.361114,[119  19] ; [73  9],[120.43636364  17.56363636] ; [71.56363636 10.43636364],0
u1,1,0.547888,0.361114,[ 19 119] ; [ 9 73],[ 17.56363636 120.43636364] ; [10.43636364 71.56363636],0
u3,1,0.554775,0.348832,[26 20] ; [19 11],[27.23684211 18.76315789] ; [17.76315789 12.23684211],0
p11,1,0.55721,0.344559,[110  28] ; [68 14],[111.65454545  26.34545455] ; [66.34545455 15.65454545],0
b5,1,0.57429,0.315558,[91 47] ; [51 31],[89.07272727 48.92727273] ; [52.92727273 29.07272727],0
a2,1,0.577028,0.311064,[ 26 112] ; [18 64],[ 27.6 110.4] ; [16.4 65.6],0
p5,1,0.598511,0.277248,[ 13 124] ; [ 6 75],[ 11.94036697 125.05963303] ; [ 7.05963303 73.94036697],0
n2,1,0.620474,0.245201,[20  5] ; [14  5],[19.31818182  5.68181818] ; [14.68181818  4.31818182],0
a3,1,0.623792,0.240574,[92 46] ; [52 30],[90.32727273 47.67272727] ; [53.67272727 28.32727273],0
b2,1,0.661726,0.191434,[32 49] ; [20 26],[33.16535433 47.83464567] ; [18.83464567 27.16535433],0
b3,1,0.661726,0.191434,[32 49] ; [20 26],[33.16535433 47.83464567] ; [18.83464567 27.16535433],0
a7,1,0.663244,0.189607,[96 41] ; [59 22],[97.40825688 39.59174312] ; [57.59174312 23.40825688],0
