Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,53.511811,[31 18] ; [ 14 119],[12.11538462 36.88461538] ; [ 32.88461538 100.11538462],1
s6,1,0.0,31.431538,[42 10] ; [49 90],[24.77486911 27.22513089] ; [66.22513089 72.77486911],1
s2,1,0.0,28.817196,[34 18] ; [ 33 106],[18.2408377 33.7591623] ; [48.7591623 90.2408377],1
s3,1,2e-06,22.536294,[36 16] ; [43 95],[21.62105263 30.37894737] ; [57.37894737 80.62105263],1
p10,1,0.002213,9.364277,[42  9] ; [80 57],[33.09574468 17.90425532] ; [88.90425532 48.09574468],0
p3,1,0.00247,9.162913,[26 26] ; [ 37 101],[17.24210526 34.75789474] ; [45.75789474 92.24210526],0
p4,1,0.003663,8.443909,[31 21] ; [50 88],[22.16842105 29.83157895] ; [58.83157895 79.16842105],0
s5,1,0.003836,8.359986,[19 32] ; [ 24 114],[11.6031746 39.3968254] ; [ 31.3968254 106.6031746],0
p9,1,0.009162,6.791063,[44  7] ; [92 45],[36.89361702 14.10638298] ; [99.10638298 37.89361702],0
r4,1,0.011033,6.459948,[46  6] ; [99 41],[39.27083333 12.72916667] ; [105.72916667  34.27083333],0
a8,1,0.032117,4.592232,[ 6 42] ; [  5 126],[ 2.94972067 45.05027933] ; [  8.05027933 122.94972067],0
n1,1,0.038714,4.27339,[7 9] ; [10 44],[ 3.88571429 12.11428571] ; [13.11428571 40.88571429],0
p8,1,0.039244,4.250284,[29 23] ; [54 84],[22.71578947 29.28421053] ; [60.28421053 77.71578947],0
r3,1,0.043571,4.073103,[50  2] ; [120  20],[46.04166667  5.95833333] ; [123.95833333  16.04166667],0
p2,1,0.053749,3.720489,[42 10] ; [91 46],[36.59259259 15.40740741] ; [96.40740741 40.59259259],0
p12,1,0.070017,3.28261,[ 4 48] ; [  3 136],[ 1.90575916 50.09424084] ; [  5.09424084 133.90575916],0
b3,1,0.070823,3.26385,[13 18] ; [15 48],[ 9.23404255 21.76595745] ; [18.76595745 44.23404255],0
b2,1,0.070823,3.26385,[13 18] ; [15 48],[ 9.23404255 21.76595745] ; [18.76595745 44.23404255],0
a6,1,0.078556,3.094522,[38 14] ; [83 57],[32.77083333 19.22916667] ; [88.22916667 51.77083333],0
v4,1,0.080425,3.056293,[50  2] ; [120  17],[46.77248677  5.22751323] ; [123.22751323  13.77248677],0
a3,1,0.083364,2.998073,[36 16] ; [77 62],[30.76439791 21.23560209] ; [82.23560209 56.76439791],0
a5,1,0.083965,2.986434,[34 18] ; [72 68],[28.70833333 23.29166667] ; [77.29166667 62.70833333],0
p11,1,0.095539,2.778479,[39 13] ; [87 53],[34.125 17.875] ; [91.875 48.125],0
n5,1,0.100075,2.704355,[22 30] ; [41 97],[17.24210526 34.75789474] ; [45.75789474 92.24210526],0
u3,1,0.104876,2.629781,[12  4] ; [32 29],[9.14285714 6.85714286] ; [34.85714286 26.14285714],0
r1,1,0.128966,2.304907,[40 12] ; [91 48],[35.66492147 16.33507853] ; [95.33507853 43.66492147],0
p1,1,0.133964,2.245962,[ 4 47] ; [  4 134],[ 2.15873016 48.84126984] ; [  5.84126984 132.15873016],0
r2,1,0.157037,2.002529,[47  5] ; [114  25],[43.83246073  8.16753927] ; [117.16753927  21.83246073],0
p5,1,0.158856,1.985087,[ 5 46] ; [  6 131],[ 2.98404255 48.01595745] ; [  8.01595745 128.98404255],0
v1,1,0.164916,1.928561,[25 25] ; [53 84],[20.85561497 29.14438503] ; [57.14438503 79.85561497],0
p7,1,0.165185,1.926103,[30 20] ; [66 70],[25.80645161 24.19354839] ; [70.19354839 65.80645161],0
u2,1,0.192158,1.700992,[11  4] ; [34 28],[8.76623377 6.23376623] ; [36.23376623 25.76623377],0
v3,1,0.193529,1.690546,[15 32] ; [ 30 104],[11.68508287 35.31491713] ; [ 33.31491713 100.68508287],0
n2,1,0.228213,1.451967,[13  4] ; [32 21],[10.92857143  6.07142857] ; [34.07142857 18.92857143],0
s1,1,0.269397,1.219816,[ 1 51] ; [  8 132],[ 2.4375 49.5625] ; [  6.5625 133.4375],0
p6,1,0.281416,1.160241,[12 40] ; [ 22 113],[ 9.45454545 42.54545455] ; [ 24.54545455 110.45454545],0
a7,1,0.338111,0.91758,[39 13] ; [95 45],[36.29166667 15.70833333] ; [97.70833333 42.29166667],0
v2,1,0.413736,0.668039,[25 22] ; [62 72],[22.59116022 24.40883978] ; [64.40883978 69.59116022],0
b4,1,0.41638,0.66051,[32 20] ; [77 63],[29.52083333 22.47916667] ; [79.47916667 60.52083333],0
a4,1,0.48602,0.485326,[14 38] ; [45 95],[15.97916667 36.02083333] ; [43.02083333 96.97916667],0
a2,1,0.514493,0.424919,[ 9 43] ; [ 19 121],[ 7.58333333 44.41666667] ; [ 20.41666667 119.58333333],0
d2,1,0.527553,0.399103,[20 32] ; [47 93],[18.14583333 33.85416667] ; [48.85416667 91.14583333],0
b1,1,0.574319,0.31551,[22 30] ; [53 87],[20.3125 31.6875] ; [54.6875 85.3125],0
n3,1,0.589086,0.291775,[10  7] ; [35 18],[10.92857143  6.07142857] ; [34.07142857 18.92857143],0
n6,1,0.665651,0.186732,[32 19] ; [83 57],[30.70680628 20.29319372] ; [84.29319372 55.70680628],0
d4,1,0.7269,0.121977,[38 14] ; [105  34],[38.93193717 13.06806283] ; [104.06806283  34.93193717],0
d3,1,0.769907,0.085555,[33 19] ; [85 54],[32.12565445 19.87434555] ; [85.87434555 53.12565445],0
u1,1,0.82098,0.051205,[ 5 47] ; [ 12 128],[ 4.60416667 47.39583333] ; [ 12.39583333 127.60416667],0
d5,1,0.867262,0.027935,[35 17] ; [96 44],[35.47916667 16.52083333] ; [95.52083333 44.47916667],0
a1,1,0.892256,0.018347,[ 2 50] ; [  6 134],[ 2.16666667 49.83333333] ; [  5.83333333 134.16666667],0
b5,1,0.912566,0.012057,[30 22] ; [82 58],[30.33333333 21.66666667] ; [81.66666667 58.33333333],0
d1,1,0.994565,4.6e-05,[23 29] ; [62 78],[23.02083333 28.97916667] ; [61.97916667 78.02083333],0
