Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,53.839771,[203  41] ; [53 63],[173.51111111  70.48888889] ; [82.48888889 33.51111111],1
d3,1,0.0,52.959438,[185  59] ; [42 74],[153.85555556  90.14444444] ; [73.14444444 42.85555556],1
a2,1,1e-05,19.553116,[ 66 178] ; [  8 108],[ 50.15555556 193.84444444] ; [23.84444444 92.15555556],1
d5,1,6.1e-05,16.081594,[207  37] ; [77 39],[192.48888889  51.51111111] ; [91.51111111 24.48888889],1
r4,1,9.5e-05,15.232743,[218  26] ; [85 31],[205.36666667  38.63333333] ; [97.63333333 18.36666667],1
r3,1,0.000227,13.593334,[229  14] ; [95 21],[219.3091922  23.6908078] ; [104.6908078  11.3091922],1
u1,1,0.000291,13.129342,[ 45 199] ; [  5 111],[ 33.88888889 210.11111111] ; [16.11111111 99.88888889],1
u3,1,0.000573,11.861879,[41 30] ; [12 35],[31.88983051 39.11016949] ; [21.11016949 25.88983051],1
d4,1,0.001276,10.377159,[196  48] ; [75 41],[183.67777778  60.32222222] ; [87.32222222 28.67777778],0
b5,1,0.002938,8.845756,[156  88] ; [55 61],[143.01111111 100.98888889] ; [67.98888889 48.01111111],0
r1,1,0.00354,8.505862,[193  49] ; [76 40],[181.83798883  60.16201117] ; [87.16201117 28.83798883],0
v4,1,0.007835,7.070701,[226  18] ; [96 19],[218.85236769  25.14763231] ; [103.14763231  11.85236769],0
a5,1,0.008272,6.973535,[188  56] ; [74 42],[177.57777778  66.42222222] ; [84.42222222 31.57777778],0
v2,1,0.009569,6.713443,[133 101] ; [47 65],[121.73410405 112.26589595] ; [58.26589595 53.73410405],0
d1,1,0.011239,6.427098,[140 104] ; [50 66],[128.77777778 115.22222222] ; [61.22222222 54.77777778],0
b1,1,0.014631,5.96036,[ 85 159] ; [56 60],[ 95.56666667 148.43333333] ; [45.43333333 70.56666667],0
v1,1,0.014721,5.949517,[127 111] ; [45 69],[116.29545455 121.70454545] ; [55.70454545 58.29545455],0
a3,1,0.024711,5.044044,[172  69] ; [69 47],[162.69187675  78.30812325] ; [78.30812325 37.69187675],0
r2,1,0.025386,4.997338,[225  15] ; [97 15],[219.54545455  20.45454545] ; [102.45454545   9.54545455],0
