Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,42.52695,[ 2 59] ; [56 49],[21.31325301 39.68674699] ; [36.68674699 68.31325301],1
d4,1,0.0,27.64731,[22 39] ; [81 24],[37.84939759 23.15060241] ; [65.15060241 39.84939759],1
a5,1,0.0,25.780566,[14 47] ; [67 38],[29.76506024 31.23493976] ; [51.23493976 53.76506024],1
d3,1,1.2e-05,19.191455,[16 45] ; [64 40],[29.57575758 31.42424242] ; [50.42424242 53.57575758],1
d2,1,2.7e-05,17.584005,[10 51] ; [51 53],[22.55151515 38.44848485] ; [38.44848485 65.55151515],1
a4,1,4.8e-05,16.52226,[ 6 55] ; [41 63],[17.37575758 43.62424242] ; [29.62424242 74.37575758],1
a7,1,0.000465,12.252206,[23 38] ; [69 36],[33.80722892 27.19277108] ; [58.19277108 46.80722892],1
a3,1,0.000967,10.890365,[24 37] ; [69 36],[34.1746988 26.8253012] ; [58.8253012 46.1746988],1
a6,1,0.001937,9.608132,[25 36] ; [69 36],[34.54216867 26.45783133] ; [59.45783133 45.54216867],0
p11,1,0.002646,9.036783,[32 29] ; [79 26],[40.78915663 20.21084337] ; [70.21084337 34.78915663],0
a2,1,0.005335,7.762294,[ 1 60] ; [16 89],[ 6.24698795 54.75301205] ; [10.75301205 94.24698795],0
v2,1,0.009223,6.779082,[13 47] ; [43 60],[20.61349693 39.38650307] ; [35.38650307 67.61349693],0
b4,1,0.019798,5.42964,[24 37] ; [61 44],[31.23493976 29.76506024] ; [53.76506024 51.23493976],0
n4,1,0.046103,3.977825,[33 28] ; [73 32],[38.95180723 22.04819277] ; [67.04819277 37.95180723],0
r2,1,0.047134,3.940609,[39 21] ; [80 21],[44.34782609 15.65217391] ; [74.65217391 26.34782609],0
n6,1,0.062069,3.481223,[38 23] ; [79 25],[43.25454545 17.74545455] ; [73.74545455 30.25454545],0
r4,1,0.082029,3.024242,[24 37] ; [56 49],[29.39759036 31.60240964] ; [50.60240964 54.39759036],0
u2,1,0.092565,2.82919,[11 25] ; [18 18],[14.5 21.5] ; [14.5 21.5],0
v4,1,0.107964,2.583772,[42 18] ; [85 20],[46.18181818 13.81818182] ; [80.81818182 24.18181818],0
