Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.015959,5.807407,[19 17] ; [11  1],[22.5 13.5] ; [7.5 4.5],0
r1,1,0.047045,3.943767,[13 25] ; [8 4],[15.96 22.04] ; [5.04 6.96],0
v1,1,0.082879,3.007519,[ 9 29] ; [6 6],[11.4 26.6] ; [3.6 8.4],0
a5,1,0.145956,2.114019,[23 15] ; [10  2],[25.08 12.92] ; [7.92 4.08],0
r4,1,0.155827,2.014261,[ 8 30] ; [5 7],[ 9.88 28.12] ; [3.12 8.88],0
b1,1,0.171107,1.873218,[20 18] ; [9 3],[22.04 15.96] ; [6.96 5.04],0
n1,1,0.173566,1.851867,[11 10] ; [5 1],[12.44444444  8.55555556] ; [3.55555556 2.44444444],0
p6,1,0.201087,1.634465,[ 6 31] ; [4 8],[ 7.55102041 29.44897959] ; [2.44897959 9.55102041],0
v4,1,0.223733,1.480263,[21 17] ; [9 3],[22.8 15.2] ; [7.2 4.8],0
p8,1,0.247854,1.33536,[ 9 28] ; [5 7],[10.57142857 26.42857143] ; [3.42857143 8.57142857],0
d2,1,0.277129,1.181114,[18 19] ; [8 4],[19.63265306 17.36734694] ; [6.36734694 5.63265306],0
s8,1,0.298379,1.081426,[ 7 30] ; [4 8],[ 8.30612245 28.69387755] ; [2.69387755 9.30612245],0
v2,1,0.298379,1.081426,[ 7 30] ; [4 8],[ 8.30612245 28.69387755] ; [2.69387755 9.30612245],0
s1,1,0.377225,0.779727,[ 3 35] ; [ 2 10],[ 3.8 34.2] ; [ 1.2 10.8],0
p12,1,0.379564,0.772113,[ 1 37] ; [ 1 11],[ 1.52 36.48] ; [ 0.48 11.52],0
s2,1,0.410259,0.678051,[11 27] ; [5 7],[12.16 25.84] ; [3.84 8.16],0
d4,1,0.411152,0.675467,[21 17] ; [5 7],[19.76 18.24] ; [6.24 5.76],0
b5,1,0.411152,0.675467,[21 17] ; [5 7],[19.76 18.24] ; [6.24 5.76],0
p11,1,0.450282,0.569941,[14 24] ; [3 9],[12.92 25.08] ; [4.08 7.92],0
p9,1,0.450475,0.569457,[16 19] ; [7 5],[17.12765957 17.87234043] ; [5.87234043 6.12765957],0
s7,1,0.46088,0.543758,[ 9 27] ; [4 7],[ 9.95744681 26.04255319] ; [3.04255319 7.95744681],0
a1,1,0.469066,0.524176,[ 6 32] ; [3 9],[ 6.84 31.16] ; [2.16 9.84],0
p1,1,0.469066,0.524176,[ 6 32] ; [3 9],[ 6.84 31.16] ; [2.16 9.84],0
a4,1,0.498962,0.457143,[14 22] ; [6 6],[15. 21.] ; [5. 7.],0
p10,1,0.565023,0.331081,[15 22] ; [6 6],[15.85714286 21.14285714] ; [5.14285714 6.85714286],0
a2,1,0.568247,0.325625,[ 4 34] ; [ 2 10],[ 4.56 33.44] ; [ 1.44 10.56],0
d5,1,0.588688,0.292398,[22 16] ; [8 4],[22.8 15.2] ; [7.2 4.8],0
n3,1,0.618757,0.247619,[10 11] ; [3 2],[10.5 10.5] ; [2.5 2.5],0
p4,1,0.638364,0.220888,[11 27] ; [4 7],[11.63265306 26.36734694] ; [3.36734694 7.63265306],0
n5,1,0.653896,0.201023,[33  5] ; [11  1],[33.44  4.56] ; [10.56  1.44],0
n6,1,0.656128,0.198261,[22 15] ; [8 4],[22.65306122 14.34693878] ; [7.34693878 4.65306122],0
p5,1,0.674975,0.175837,[ 5 33] ; [2 9],[ 5.42857143 32.57142857] ; [1.57142857 9.42857143],0
n2,1,0.675422,0.175325,[12  9] ; [4 2],[12.44444444  8.55555556] ; [3.55555556 2.44444444],0
u1,1,0.696233,0.15242,[ 2 36] ; [ 1 11],[ 2.28 35.72] ; [ 0.72 11.28],0
a7,1,0.729729,0.11936,[18 20] ; [5 7],[17.48 20.52] ; [5.52 6.48],0
p2,1,0.732954,0.116416,[16 22] ; [4 7],[15.51020408 22.48979592] ; [4.48979592 6.51020408],0
s4,1,0.740544,0.109649,[ 8 30] ; [ 2 10],[ 7.6 30.4] ; [2.4 9.6],0
a6,1,0.749795,0.101704,[21 17] ; [6 6],[20.52 17.48] ; [6.48 5.52],0
d3,1,0.749795,0.101704,[17 21] ; [6 6],[17.48 20.52] ; [5.52 6.48],0
s5,1,0.752642,0.099324,[11 26] ; [3 9],[10.57142857 26.42857143] ; [3.42857143 8.57142857],0
b4,1,0.764047,0.090102,[24 14] ; [7 5],[23.56 14.44] ; [7.44 4.56],0
p3,1,0.7657,0.088807,[12 26] ; [4 7],[12.40816327 25.59183673] ; [3.59183673 7.40816327],0
s6,1,0.813008,0.055955,[14 23] ; [5 7],[14.34693878 22.65306122] ; [4.65306122 7.34693878],0
s3,1,0.829333,0.046465,[14 21] ; [4 7],[13.69565217 21.30434783] ; [4.30434783 6.69565217],0
d1,1,0.85183,0.034888,[17 21] ; [5 7],[16.72 21.28] ; [5.28 6.72],0
b2,1,0.871799,0.026042,[13 19] ; [3 5],[12.8 19.2] ; [3.2 4.8],0
b3,1,0.871799,0.026042,[13 19] ; [3 5],[12.8 19.2] ; [3.2 4.8],0
p7,1,0.98677,0.000275,[11 26] ; [3 7],[11.0212766 25.9787234] ; [2.9787234 7.0212766],0
