Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,80.764602,[196  46] ; [30 69],[160.38709677  81.61290323] ; [65.61290323 33.38709677],1
a5,1,1e-06,25.247856,[183  62] ; [46 53],[163.09593023  81.90406977] ; [65.90406977 33.09593023],1
a4,1,1.3e-05,18.956376,[114 131] ; [21 78],[ 96.14825581 148.85174419] ; [38.85174419 60.14825581],1
s7,1,1.8e-05,18.4217,[123 109] ; [26 70],[105.3902439 126.6097561] ; [43.6097561 52.3902439],1
n6,1,4.9e-05,16.467607,[213  31] ; [68 31],[199.89504373  44.10495627] ; [81.10495627 17.89504373],1
a3,1,0.000767,11.320484,[173  72] ; [51 48],[159.53488372  85.46511628] ; [64.46511628 34.53488372],1
d5,1,0.000837,11.157871,[201  44] ; [64 34],[189.28571429  55.71428571] ; [75.71428571 22.28571429],1
d2,1,0.000876,11.072381,[122 122] ; [30 69],[108.12827988 135.87172012] ; [43.87172012 55.12827988],1
a2,1,0.001126,10.608233,[ 57 188] ; [ 8 91],[ 46.29360465 198.70639535] ; [18.70639535 80.29360465],0
p3,1,0.003144,8.722234,[119 125] ; [31 68],[106.70553936 137.29446064] ; [43.29446064 55.70553936],0
r4,1,0.004901,7.915703,[219  26] ; [77 22],[210.81395349  34.18604651] ; [85.18604651 13.81395349],0
s4,1,0.00604,7.538455,[ 39 202] ; [29 70],[ 48.2 192.8] ; [19.8 79.2],0
v3,1,0.00873,6.877155,[ 70 170] ; [15 82],[ 60.53412463 179.46587537] ; [24.46587537 72.53412463],0
r1,1,0.009322,6.760058,[193  52] ; [64 34],[183.57142857  61.42857143] ; [73.42857143 24.57142857],0
p10,1,0.016713,5.72626,[196  47] ; [68 31],[187.57894737  55.42105263] ; [76.42105263 22.57894737],0
p4,1,0.01973,5.435608,[147  97] ; [46 53],[137.29446064 106.70553936] ; [55.70553936 43.29446064],0
s6,1,0.026355,4.932607,[158  80] ; [53 46],[149.0148368  88.9851632] ; [61.9851632 37.0148368],0
d1,1,0.035832,4.405067,[137 108] ; [43 56],[128.19767442 116.80232558] ; [51.80232558 47.19767442],0
p6,1,0.040596,4.192817,[ 89 153] ; [25 74],[ 80.90322581 161.09677419] ; [33.09677419 65.90322581],0
s3,1,0.040651,4.190489,[146  95] ; [48 51],[137.51176471 103.48823529] ; [56.48823529 42.51176471],0
p11,1,0.040747,4.186487,[198  47] ; [70 29],[190.87209302  54.12790698] ; [77.12790698 21.87209302],0
a8,1,0.062892,3.459434,[ 32 193] ; [ 6 84],[ 27.14285714 197.85714286] ; [10.85714286 79.14285714],0
p9,1,0.065981,3.380279,[203  38] ; [75 24],[197.05294118  43.94705882] ; [80.94705882 18.05294118],0
p5,1,0.075675,3.155416,[ 24 220] ; [ 4 95],[ 19.91836735 224.08163265] ; [ 8.08163265 90.91836735],0
