Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,88.957406,[10 40] ; [224  43],[36.90851735 13.09148265] ; [197.09148265  69.90851735],1
r3,1,0.0,66.290465,[24 25] ; [247  19],[42.15555556  6.84444444] ; [228.84444444  37.15555556],1
r2,1,0.0,50.732835,[26 21] ; [248  19],[41.01273885  5.98726115] ; [232.98726115  34.01273885],1
p2,1,0.0,26.693072,[17 32] ; [193  73],[32.66666667 16.33333333] ; [177.33333333  88.66666667],1
r1,1,1e-06,24.715051,[18 32] ; [192  74],[33.2278481 16.7721519] ; [176.7721519  89.2278481],1
n6,1,5e-06,20.799086,[22 27] ; [205  62],[35.19936709 13.80063291] ; [191.80063291  75.19936709],1
p11,1,9e-06,19.735534,[18 32] ; [184  83],[31.86119874 18.13880126] ; [170.13880126  96.86119874],1
p9,1,5.9e-05,16.137094,[20 28] ; [187  75],[32.0516129 15.9483871] ; [174.9483871  87.0516129],1
a7,1,6.4e-05,15.968743,[20 30] ; [184  81],[32.38095238 17.61904762] ; [171.61904762  93.38095238],1
p10,1,7.9e-05,15.588306,[17 32] ; [171  93],[29.4313099 19.5686901] ; [158.5686901 105.4313099],1
u2,1,0.000263,13.315487,[ 2 18] ; [49 40],[ 9.35779817 10.64220183] ; [41.64220183 47.35779817],1
u3,1,0.000265,13.301568,[ 2 18] ; [50 41],[ 9.36936937 10.63063063] ; [42.63063063 48.36936937],1
s6,1,0.00038,12.629153,[11 39] ; [131 135],[22.46835443 27.53164557] ; [119.53164557 146.46835443],1
a6,1,0.002791,8.93954,[23 27] ; [181  85],[32.27848101 17.72151899] ; [171.72151899  94.27848101],0
b1,1,0.002931,8.849649,[30 20] ; [100 167],[20.50473186 29.49526814] ; [109.49526814 157.50473186],0
p1,1,0.003233,8.671007,[ 7 43] ; [ 10 256],[ 2.68987342 47.31012658] ; [ 14.31012658 251.68987342],0
p7,1,0.004135,8.223571,[ 9 41] ; [102 158],[17.90322581 32.09677419] ; [ 93.09677419 166.90322581],0
v3,1,0.00439,8.114834,[ 5 44] ; [ 77 181],[13.08794788 35.91205212] ; [ 68.91205212 189.08794788],0
n3,1,0.007709,7.099814,[10 12] ; [68 23],[15.18584071  6.81415929] ; [62.81415929 28.18584071],0
a1,1,0.009356,6.753538,[ 7 43] ; [ 12 255],[ 2.99684543 47.00315457] ; [ 16.00315457 250.99684543],0
d3,1,0.016136,5.787986,[24 26] ; [174  90],[31.52866242 18.47133758] ; [166.47133758  97.52866242],0
s2,1,0.019354,5.469206,[ 9 41] ; [ 92 172],[16.08280255 33.91719745] ; [ 84.91719745 179.08280255],0
v1,1,0.028554,4.794273,[12 37] ; [108 155],[18.84615385 30.15384615] ; [101.15384615 161.84615385],0
n2,1,0.031926,4.602484,[11 12] ; [65 26],[15.33333333  7.66666667] ; [60.66666667 30.33333333],0
v2,1,0.050782,3.815443,[15 34] ; [117 139],[21.20655738 27.79344262] ; [110.79344262 145.20655738],0
p4,1,0.069738,3.289183,[12 38] ; [ 99 166],[17.61904762 32.38095238] ; [ 93.38095238 171.61904762],0
n1,1,0.078055,3.10494,[11 12] ; [26 65],[ 7.46491228 15.53508772] ; [29.53508772 61.46491228],0
p6,1,0.100776,2.693226,[ 4 44] ; [ 47 216],[ 7.87138264 40.12861736] ; [ 43.12861736 219.87138264],0
d5,1,0.107612,2.588943,[31 19] ; [194  71],[35.71428571 14.28571429] ; [189.28571429  75.71428571],0
d4,1,0.121831,2.393622,[34 16] ; [207  58],[38.25396825 11.74603175] ; [202.74603175  62.25396825],0
p3,1,0.157561,1.997482,[10 40] ; [ 79 186],[14.12698413 35.87301587] ; [ 74.87301587 190.12698413],0
s3,1,0.161196,1.96297,[16 33] ; [115 150],[20.44267516 28.55732484] ; [110.55732484 154.44267516],0
u4,1,0.182785,1.774831,[ 1 49] ; [  1 266],[ 0.31545741 49.68454259] ; [  1.68454259 265.31545741],0
a2,1,0.19056,1.713282,[ 6 44] ; [ 53 214],[ 9.30599369 40.69400631] ; [ 49.69400631 217.30599369],0
d2,1,0.199101,1.648953,[24 25] ; [103 160],[19.94551282 29.05448718] ; [107.05448718 155.94551282],0
u1,1,0.215234,1.53587,[ 3 47] ; [ 32 235],[ 5.52050473 44.47949527] ; [ 29.47949527 237.52050473],0
b5,1,0.228032,1.453096,[25 25] ; [158 109],[28.86435331 21.13564669] ; [154.13564669 112.86435331],0
n4,1,0.374443,0.788868,[36 14] ; [175  92],[33.2807571 16.7192429] ; [177.7192429  89.2807571],0
a5,1,0.377379,0.779223,[27 23] ; [162 105],[29.81072555 20.18927445] ; [159.18927445 107.81072555],0
s5,1,0.408902,0.681992,[ 8 41] ; [ 56 204],[10.14886731 38.85113269] ; [ 53.85113269 206.14886731],0
a8,1,0.522062,0.409817,[ 6 43] ; [ 23 225],[ 4.78451178 44.21548822] ; [ 24.21548822 223.78451178],0
a3,1,0.537914,0.37942,[30 19] ; [175  91],[31.88888889 17.11111111] ; [173.11111111  92.88888889],0
b4,1,0.588435,0.292796,[32 18] ; [160 107],[30.28391167 19.71608833] ; [161.71608833 105.28391167],0
p12,1,0.608152,0.262875,[ 1 49] ; [  9 257],[ 1.58227848 48.41772152] ; [  8.41772152 257.58227848],0
s7,1,0.642252,0.215809,[ 9 37] ; [ 58 198],[10.20529801 35.79470199] ; [ 56.79470199 199.20529801],0
d1,1,0.642931,0.21493,[22 28] ; [127 140],[23.50157729 26.49842271] ; [125.49842271 141.50157729],0
p5,1,0.64968,0.206304,[ 3 47] ; [ 12 254],[ 2.37341772 47.62658228] ; [ 12.62658228 253.37341772],0
s4,1,0.733043,0.116336,[ 7 43] ; [ 42 222],[ 7.80254777 42.19745223] ; [ 41.19745223 222.80254777],0
a4,1,0.735956,0.113713,[19 30] ; [110 156],[20.06666667 28.93333333] ; [108.93333333 157.06666667],0
s1,1,0.76038,0.093014,[ 3 47] ; [ 13 249],[ 2.56410256 47.43589744] ; [ 13.43589744 248.56410256],0
b2,1,0.805744,0.060477,[13 21] ; [50 89],[12.38150289 21.61849711] ; [50.61849711 88.38150289],0
b3,1,0.805744,0.060477,[13 21] ; [50 89],[12.38150289 21.61849711] ; [50.61849711 88.38150289],0
n5,1,0.902141,0.015118,[32 18] ; [172  93],[32.38095238 17.61904762] ; [171.61904762  93.38095238],0
