Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0006,11.776028,[23  7] ; [15 27],[15.83333333 14.16666667] ; [22.16666667 19.83333333],1
v2,1,0.002707,8.995455,[17 13] ; [ 9 32],[10.98591549 19.01408451] ; [15.01408451 25.98591549],0
r4,1,0.02486,5.03364,[27  3] ; [29 14],[23.01369863  6.98630137] ; [32.98630137 10.01369863],0
r3,1,0.089301,2.886929,[28  1] ; [36  7],[25.77777778  3.22222222] ; [38.22222222  4.77777778],0
p6,1,0.107191,2.595148,[ 4 25] ; [13 30],[ 6.84722222 22.15277778] ; [10.15277778 32.84722222],0
p10,1,0.135578,2.227449,[23  6] ; [27 16],[20.13888889  8.86111111] ; [29.86111111 13.13888889],0
a5,1,0.171927,1.866062,[16 14] ; [16 27],[13.15068493 16.84931507] ; [18.84931507 24.15068493],0
u2,1,0.211767,1.559302,[4 9] ; [13 12],[5.81578947 7.18421053] ; [11.18421053 13.81578947],0
a6,1,0.212811,1.552202,[13 17] ; [25 18],[15.61643836 14.38356164] ; [22.38356164 20.61643836],0
a3,1,0.212811,1.552202,[17 13] ; [18 25],[14.38356164 15.61643836] ; [20.61643836 22.38356164],0
s8,1,0.212993,1.550968,[11 19] ; [10 33],[ 8.63013699 21.36986301] ; [12.36986301 30.63013699],0
r1,1,0.220048,1.504059,[21  9] ; [24 19],[18.49315068 11.50684932] ; [26.50684932 16.49315068],0
p3,1,0.222579,1.487666,[14 16] ; [14 29],[11.50684932 18.49315068] ; [16.49315068 26.50684932],0
b4,1,0.24383,1.358311,[14 16] ; [26 17],[16.43835616 13.56164384] ; [23.56164384 19.43835616],0
a4,1,0.257066,1.28449,[ 9 21] ; [ 8 35],[ 6.98630137 23.01369863] ; [10.01369863 32.98630137],0
r2,1,0.311965,1.022339,[27  3] ; [35  8],[25.47945205  4.52054795] ; [36.52054795  6.47945205],0
p1,1,0.320522,0.986815,[ 1 29] ; [ 4 39],[ 2.05479452 27.94520548] ; [ 2.94520548 40.05479452],0
b5,1,0.375288,0.78608,[15 15] ; [26 17],[16.84931507 13.15068493] ; [24.15068493 18.84931507],0
a7,1,0.387534,0.746667,[17 13] ; [28 14],[18.75 11.25] ; [26.25 15.75],0
n4,1,0.402442,0.701019,[19 11] ; [23 20],[17.26027397 12.73972603] ; [24.73972603 18.26027397],0
u3,1,0.428591,0.62664,[9 4] ; [14 11],[7.86842105 5.13157895] ; [15.13157895  9.86842105],0
b2,1,0.428674,0.626413,[ 1 16] ; [ 3 19],[ 1.74358974 15.25641026] ; [ 2.25641026 19.74358974],0
b3,1,0.428674,0.626413,[ 1 16] ; [ 3 19],[ 1.74358974 15.25641026] ; [ 2.25641026 19.74358974],0
p7,1,0.483656,0.490608,[18 11] ; [22 19],[16.57142857 12.42857143] ; [23.42857143 17.57142857],0
p2,1,0.518203,0.417469,[21  9] ; [33 10],[22.19178082  7.80821918] ; [31.80821918 11.19178082],0
s6,1,0.523312,0.407362,[18  9] ; [31 11],[19.17391304  7.82608696] ; [29.82608696 12.17391304],0
n6,1,0.578818,0.308149,[24  6] ; [32 11],[23.01369863  6.98630137] ; [32.98630137 10.01369863],0
p9,1,0.593412,0.285048,[23  6] ; [31 11],[22.05633803  6.94366197] ; [31.94366197 10.05633803],0
n3,1,0.59536,0.282051,[6 3] ; [10  3],[6.54545455 2.45454545] ; [9.45454545 3.54545455],0
s7,1,0.597844,0.27826,[16 13] ; [21 22],[14.90277778 14.09722222] ; [22.09722222 20.90277778],0
p4,1,0.598819,0.276781,[13 17] ; [16 27],[11.91780822 18.08219178] ; [17.08219178 25.91780822],0
v4,1,0.612051,0.257199,[26  3] ; [40  3],[26.58333333  2.41666667] ; [39.41666667  3.58333333],0
p11,1,0.619099,0.247136,[20 10] ; [31 12],[20.95890411  9.04109589] ; [30.04109589 12.95890411],0
v3,1,0.65888,0.194887,[ 7 23] ; [ 8 34],[ 6.25 23.75] ; [ 8.75 33.25],0
n5,1,0.740538,0.109654,[22  8] ; [30 13],[21.36986301  8.63013699] ; [30.63013699 12.36986301],0
d2,1,0.749865,0.101645,[ 5 25] ; [ 6 37],[ 4.52054795 25.47945205] ; [ 6.47945205 36.52054795],0
s3,1,0.756124,0.096456,[19 10] ; [26 16],[18.38028169 10.61971831] ; [26.61971831 15.38028169],0
s2,1,0.766337,0.08831,[17 11] ; [24 18],[16.4 11.6] ; [24.6 17.4],0
s1,1,0.786803,0.073151,[ 1 28] ; [ 2 40],[ 1.22535211 27.77464789] ; [ 1.77464789 40.22535211],0
a2,1,0.795236,0.067349,[ 1 29] ; [ 1 42],[ 0.82191781 29.17808219] ; [ 1.17808219 41.82191781],0
a1,1,0.795236,0.067349,[ 1 29] ; [ 1 42],[ 0.82191781 29.17808219] ; [ 1.17808219 41.82191781],0
b1,1,0.809354,0.058206,[12 18] ; [16 27],[11.50684932 18.49315068] ; [16.49315068 26.50684932],0
d3,1,0.842042,0.039713,[15 15] ; [20 22],[14.58333333 15.41666667] ; [20.41666667 21.58333333],0
d4,1,0.85508,0.033358,[16 14] ; [22 21],[15.61643836 14.38356164] ; [22.38356164 20.61643836],0
s5,1,0.880832,0.022474,[12 16] ; [16 23],[11.70149254 16.29850746] ; [16.29850746 22.70149254],0
n1,1,0.898977,0.016117,[3 6] ; [4 9],[2.86363636 6.13636364] ; [4.13636364 8.86363636],0
p8,1,0.967602,0.00165,[12 17] ; [18 25],[12.08333333 16.91666667] ; [17.91666667 25.08333333],0
