Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,43.652419,[3 8] ; [86  4],[9.69306931 1.30693069] ; [79.30693069 10.69306931],1
n6,1,0.005217,7.80272,[8 3] ; [85  4],[10.23  0.77] ; [82.77  6.23],0
p4,1,0.024866,5.033193,[7 4] ; [78 10],[9.44444444 1.55555556] ; [75.55555556 12.44444444],0
d2,1,0.03021,4.697323,[2 9] ; [47 42],[5.39 5.61] ; [43.61 45.39],0
p6,1,0.0367,4.3643,[3 7] ; [57 32],[6.06060606 3.93939394] ; [53.93939394 35.06060606],0
s7,1,0.04106,4.173537,[5 6] ; [63 21],[7.87368421 3.12631579] ; [60.12631579 23.87368421],0
s3,1,0.063337,3.447785,[4 7] ; [58 31],[6.82 4.18] ; [55.18 33.82],0
s6,1,0.06579,3.385048,[7 4] ; [72 12],[9.14736842 1.85263158] ; [69.85263158 14.14736842],0
v1,1,0.067559,3.341361,[5 6] ; [63 24],[7.63265306 3.36734694] ; [60.36734694 26.63265306],0
a4,1,0.083049,3.004196,[2 9] ; [41 49],[4.68316832 6.31683168] ; [38.31683168 51.68316832],0
r1,1,0.114576,2.489935,[7 4] ; [75 15],[8.93069307 2.06930693] ; [73.06930693 16.93069307],0
r4,1,0.119597,2.422592,[9 2] ; [85  5],[10.23762376  0.76237624] ; [83.76237624  6.23762376],0
s2,1,0.134493,2.239863,[4 7] ; [54 36],[6.31683168 4.68316832] ; [51.68316832 38.31683168],0
a7,1,0.143625,2.138681,[10  1] ; [63 27],[7.95049505 3.04950495] ; [65.04950495 24.95049505],0
p8,1,0.150376,2.068437,[7 4] ; [73 16],[8.8 2.2] ; [71.2 17.8],0
p7,1,0.200112,1.641557,[7 4] ; [70 17],[8.64285714 2.35714286] ; [68.35714286 18.64285714],0
b1,1,0.248334,1.332649,[3 8] ; [41 49],[4.79207921 6.20792079] ; [39.20792079 50.79207921],0
d1,1,0.250263,1.321832,[5 6] ; [57 33],[6.75247525 4.24752475] ; [55.24752475 34.75247525],0
s8,1,0.275349,1.189904,[5 6] ; [55 33],[6.66666667 4.33333333] ; [53.33333333 34.66666667],0
a3,1,0.344521,0.893536,[7 4] ; [69 21],[8.27722772 2.72277228] ; [67.72277228 22.27722772],0
b4,1,0.355505,0.853709,[5 6] ; [54 36],[6.42574257 4.57425743] ; [52.57425743 37.42574257],0
u1,1,0.382149,0.763776,[ 1 10] ; [18 72],[2.06930693 8.93069307] ; [16.93069307 73.06930693],0
d4,1,0.414928,0.664635,[10  1] ; [72 17],[9.02 1.98] ; [72.98 16.02],0
u3,1,0.504036,0.446429,[3 1] ; [12  9],[2.4 1.6] ; [12.6  8.4],0
b2,1,0.530852,0.39276,[3 5] ; [32 33],[3.83561644 4.16438356] ; [31.16438356 33.83561644],0
b3,1,0.530852,0.39276,[3 5] ; [32 33],[3.83561644 4.16438356] ; [31.16438356 33.83561644],0
p11,1,0.569253,0.323934,[10  1] ; [76 14],[9.36633663 1.63366337] ; [76.63366337 13.36633663],0
a5,1,0.592705,0.28614,[9 2] ; [67 23],[8.27722772 2.72277228] ; [67.72277228 22.27722772],0
a8,1,0.626586,0.236719,[1 9] ; [13 69],[1.52173913 8.47826087] ; [12.47826087 69.52173913],0
d5,1,0.654525,0.200242,[8 3] ; [70 19],[8.58 2.42] ; [69.42 19.58],0
p3,1,0.654525,0.200242,[8 3] ; [70 19],[8.58 2.42] ; [69.42 19.58],0
s4,1,0.673876,0.177102,[ 1 10] ; [12 76],[1.44444444 9.55555556] ; [11.55555556 76.44444444],0
a1,1,0.691644,0.157311,[ 1 10] ; [12 78],[1.41584158 9.58415842] ; [11.58415842 78.41584158],0
p2,1,0.691644,0.157311,[10  1] ; [78 12],[9.58415842 1.41584158] ; [78.41584158 11.58415842],0
s5,1,0.693601,0.155214,[6 4] ; [55 28],[6.55913978 3.44086022] ; [54.44086022 28.55913978],0
r2,1,0.695109,0.15361,[9 1] ; [84  6],[9.3 0.7] ; [83.7  6.3],0
d3,1,0.721636,0.12693,[8 3] ; [60 29],[7.48 3.52] ; [60.52 28.48],0
v2,1,0.847218,0.037121,[6 4] ; [50 38],[5.71428571 4.28571429] ; [50.28571429 37.71428571],0
s1,1,0.879006,0.023174,[ 1 10] ; [ 7 83],[ 0.87128713 10.12871287] ; [ 7.12871287 82.87128713],0
v3,1,0.901113,0.015439,[6 4] ; [51 37],[5.81632653 4.18367347] ; [51.18367347 36.81632653],0
b5,1,0.939354,0.005788,[5 6] ; [42 48],[5.11881188 5.88118812] ; [41.88118812 48.11881188],0
a6,1,0.963041,0.002147,[7 4] ; [56 33],[6.93 4.07] ; [56.07 32.93],0
p12,1,0.98277,0.000466,[3 8] ; [24 65],[2.97 8.03] ; [24.03 64.97],0
