Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,87.451499,[225  22] ; [18 33],[201.41275168  45.58724832] ; [41.58724832  9.41275168],1
n6,1,0.0,28.175138,[231  16] ; [34 16],[220.38720539  26.61279461] ; [44.61279461  5.38720539],1
p9,1,3.7e-05,17.041136,[234  14] ; [39 12],[226.43478261  21.56521739] ; [46.56521739  4.43478261],1
p10,1,0.000274,13.241296,[229  17] ; [39 12],[221.97979798  24.02020202] ; [46.02020202  4.97979798],1
s7,1,0.002075,9.482318,[143  89] ; [18 30],[133.4  98.6] ; [27.6 20.4],0
a3,1,0.002621,9.053868,[190  56] ; [29 22],[181.39393939  64.60606061] ; [37.60606061 13.39393939],0
d2,1,0.003681,8.434691,[138 110] ; [17 34],[128.56187291 119.43812709] ; [26.43812709 24.56187291],0
u1,1,0.004067,8.253644,[ 59 189] ; [ 3 48],[ 51.42474916 196.57525084] ; [10.57525084 40.42474916],0
p2,1,0.00461,8.026555,[233  15] ; [41  9],[228.02684564  19.97315436] ; [45.97315436  4.02684564],0
a4,1,0.006737,7.341896,[124 123] ; [15 36],[115.2114094 131.7885906] ; [23.7885906 27.2114094],0
r2,1,0.009793,6.672113,[235   8] ; [45  6],[231.42857143  11.57142857] ; [48.57142857  2.42857143],0
p6,1,0.010395,6.565863,[148  96] ; [20 29],[139.90443686 104.09556314] ; [28.09556314 20.90443686],0
r1,1,0.011952,6.317922,[214  33] ; [37 14],[208.04362416  38.95637584] ; [42.95637584  8.04362416],0
a2,1,0.013935,6.046337,[ 70 178] ; [ 6 45],[ 63.0367893 184.9632107] ; [12.9632107 38.0367893],0
p11,1,0.014627,5.960852,[221  27] ; [39 12],[215.65217391  32.34782609] ; [44.34782609  6.65217391],0
p5,1,0.015502,5.858448,[ 63 185] ; [ 5 46],[ 56.40133779 191.59866221] ; [11.59866221 39.40133779],0
a8,1,0.015951,5.80824,[ 36 190] ; [ 1 43],[ 30.97037037 195.02962963] ; [ 6.02962963 37.97037037],0
v3,1,0.030269,4.693949,[120 122] ; [16 33],[113.09965636 128.90034364] ; [22.90034364 26.09965636],0
r4,1,0.039728,4.229481,[234  14] ; [44  7],[230.5819398  17.4180602] ; [47.4180602  3.5819398],0
d1,1,0.043265,4.085009,[168  80] ; [27 24],[161.73913043  86.26086957] ; [33.26086957 17.73913043],0
s8,1,0.04837,3.897077,[138 107] ; [21 30],[131.60472973 113.39527027] ; [27.39527027 23.60472973],0
v4,1,0.051509,3.791654,[240   6] ; [47  4],[237.71717172   8.28282828] ; [49.28282828  1.71717172],0
v1,1,0.071759,3.242308,[157  89] ; [24 24],[151.44897959  94.55102041] ; [29.55102041 18.44897959],0
p4,1,0.073304,3.207446,[218  30] ; [40 11],[213.99331104  34.00668896] ; [44.00668896  6.99331104],0
a6,1,0.091489,2.847984,[175  72] ; [30 21],[169.91610738  77.08389262] ; [35.08389262 15.91610738],0
b1,1,0.0961,2.76911,[104 144] ; [15 36],[ 98.70234114 149.29765886] ; [20.29765886 30.70234114],0
s2,1,0.119323,2.426182,[135 110] ; [22 29],[129.94932432 115.05067568] ; [27.05067568 23.94932432],0
r3,1,0.131534,2.274301,[237   8] ; [47  4],[235.06756757   9.93243243] ; [48.93243243  2.06756757],0
v2,1,0.136635,2.215449,[157  87] ; [26 23],[152.39590444  91.60409556] ; [30.60409556 18.39590444],0
b4,1,0.147009,2.103017,[138 110] ; [34 17],[142.66220736 105.33779264] ; [29.33779264 21.66220736],0
s3,1,0.247464,1.337563,[149  96] ; [26 24],[145.33898305  99.66101695] ; [29.66101695 20.33898305],0
b2,1,0.283732,1.149128,[66 97] ; [ 8 19],[63.48421053 99.51578947] ; [10.51578947 16.48421053],0
b3,1,0.283732,1.149128,[66 97] ; [ 8 19],[63.48421053 99.51578947] ; [10.51578947 16.48421053],0
a5,1,0.288312,1.127486,[201  47] ; [38 13],[198.23411371  49.76588629] ; [40.76588629 10.23411371],0
u2,1,0.291237,1.113894,[32 26] ; [15  7],[34.075 23.925] ; [12.925  9.075],0
b5,1,0.347491,0.882598,[128 120] ; [30 21],[131.05016722 116.94983278] ; [26.94983278 24.05016722],0
s4,1,0.362654,0.828683,[ 44 200] ; [12 39],[ 46.31864407 197.68135593] ; [ 9.68135593 41.31864407],0
n3,1,0.374475,0.788762,[21 11] ; [5 5],[19.80952381 12.19047619] ; [6.19047619 3.80952381],0
d5,1,0.437686,0.602342,[205  42] ; [40 11],[203.0704698  43.9295302] ; [41.9295302  9.0704698],0
n1,1,0.439387,0.597882,[14 18] ; [3 7],[12.95238095 19.04761905] ; [4.04761905 5.95238095],0
u3,1,0.641225,0.217143,[33 24] ; [14  8],[33.91139241 23.08860759] ; [13.08860759  8.91139241],0
s6,1,0.656606,0.197672,[170  68] ; [38 13],[171.29411765  66.70588235] ; [36.70588235 14.29411765],0
p1,1,0.676726,0.173835,[ 36 212] ; [ 6 43],[ 35.07070707 212.92929293] ; [ 6.92929293 42.07070707],0
p12,1,0.702806,0.14557,[ 34 213] ; [ 6 45],[ 33.15436242 213.84563758] ; [ 6.84563758 44.15436242],0
a7,1,0.721876,0.126702,[178  69] ; [38 13],[179.03355705  67.96644295] ; [36.96644295 14.03355705],0
s1,1,0.728333,0.120648,[  7 241] ; [ 1 50],[  6.63545151 241.36454849] ; [ 1.36454849 49.63545151],0
a1,1,0.800137,0.064095,[ 17 231] ; [ 3 48],[ 16.58862876 231.41137124] ; [ 3.41137124 47.58862876],0
d4,1,0.8386,0.041488,[211  36] ; [43  8],[210.53020134  36.46979866] ; [43.46979866  7.53020134],0
n2,1,0.90879,0.013125,[23  9] ; [7 3],[22.85714286  9.14285714] ; [7.14285714 2.85714286],0
d3,1,0.910726,0.012571,[178  70] ; [37 14],[178.3277592  69.6722408] ; [36.6722408 14.3277592],0
p7,1,0.966339,0.001781,[217  29] ; [44  6],[216.91216216  29.08783784] ; [44.08783784  5.91216216],0
s5,1,0.993782,6.1e-05,[101 135] ; [21 28],[101.0245614 134.9754386] ; [20.9754386 28.0245614],0
