Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,7e-06,20.076314,[43 35] ; [10 48],[30.39705882 47.60294118] ; [22.60294118 35.39705882],1
r4,1,1.6e-05,18.604017,[72  6] ; [36 22],[61.94117647 16.05882353] ; [46.05882353 11.94117647],1
r1,1,0.000324,12.923418,[64 14] ; [31 27],[54.48529412 23.51470588] ; [40.51470588 17.48529412],1
v4,1,0.000761,11.333199,[75  3] ; [44 13],[68.75555556  9.24444444] ; [50.24444444  6.75555556],1
a5,1,0.001496,10.083147,[51 27] ; [22 36],[41.86764706 36.13235294] ; [31.13235294 26.86764706],0
r3,1,0.004136,8.223145,[71  6] ; [43 15],[65.02222222 11.97777778] ; [48.97777778  9.02222222],0
r2,1,0.004693,7.993995,[74  4] ; [45 12],[68.75555556  9.24444444] ; [50.24444444  6.75555556],0
b5,1,0.005372,7.7497,[51 27] ; [24 34],[43.01470588 34.98529412] ; [31.98529412 26.01470588],0
u3,1,0.007399,7.173496,[21 13] ; [10 24],[15.5 18.5] ; [15.5 18.5],0
a6,1,0.007694,7.103352,[54 24] ; [27 31],[46.45588235 31.54411765] ; [34.54411765 23.45588235],0
v2,1,0.01168,6.358773,[41 36] ; [16 36],[34.02325581 42.97674419] ; [22.97674419 29.02325581],0
v3,1,0.012031,6.306246,[35 43] ; [13 42],[28.15037594 49.84962406] ; [19.84962406 35.15037594],0
p11,1,0.015368,5.873813,[63 15] ; [36 22],[56.77941176 21.22058824] ; [42.22058824 15.77941176],0
d4,1,0.021416,5.292581,[41 37] ; [19 39],[34.41176471 43.58823529] ; [25.58823529 32.41176471],0
p10,1,0.022219,5.228587,[60 16] ; [34 22],[54.12121212 21.87878788] ; [39.87878788 16.12121212],0
p6,1,0.023068,5.163407,[32 45] ; [13 44],[25.85820896 51.14179104] ; [19.14179104 37.85820896],0
s2,1,0.027956,4.830772,[38 37] ; [18 39],[31.81818182 43.18181818] ; [24.18181818 32.81818182],0
n3,1,0.034846,4.45269,[12  2] ; [9 9],[9.1875 4.8125] ; [11.8125  6.1875],0
n6,1,0.046181,3.974972,[68 10] ; [42 15],[63.55555556 14.44444444] ; [46.44444444 10.55555556],0
a2,1,0.047751,3.918724,[ 8 70] ; [ 1 57],[ 5.16176471 72.83823529] ; [ 3.83823529 54.16176471],0
a3,1,0.058134,3.589824,[44 32] ; [24 34],[38.56716418 37.43283582] ; [29.43283582 28.56716418],0
v1,1,0.077437,3.117898,[40 35] ; [22 36],[34.96240602 40.03759398] ; [27.03759398 30.96240602],0
p2,1,0.12865,2.30872,[56 21] ; [35 23],[51.9037037 25.0962963] ; [39.0962963 18.9037037],0
p9,1,0.149855,2.073726,[60 16] ; [38 18],[56.42424242 19.57575758] ; [41.57575758 14.42424242],0
a4,1,0.156947,2.003397,[20 57] ; [ 9 48],[16.6641791 60.3358209] ; [12.3358209 44.6641791],0
p7,1,0.163067,1.945554,[42 34] ; [25 33],[38. 38.] ; [29. 29.],0
p4,1,0.233483,1.419516,[38 38] ; [23 35],[34.59701493 41.40298507] ; [26.40298507 31.59701493],0
s8,1,0.289035,1.124112,[21 55] ; [21 37],[23.82089552 52.17910448] ; [18.17910448 39.82089552],0
d1,1,0.2982,1.082228,[ 6 72] ; [ 2 56],[ 4.58823529 73.41176471] ; [ 3.41176471 54.58823529],0
s5,1,0.313129,1.01743,[22 52] ; [12 43],[19.50387597 54.49612403] ; [14.49612403 40.50387597],0
s3,1,0.323974,0.972837,[44 31] ; [28 28],[41.22137405 33.77862595] ; [30.77862595 25.22137405],0
n1,1,0.352957,0.862797,[8 5] ; [ 9 11],[6.6969697 6.3030303] ; [10.3030303  9.6969697],0
b1,1,0.373041,0.793508,[33 45] ; [29 29],[35.55882353 42.44117647] ; [26.44117647 31.55882353],0
p5,1,0.395936,0.720634,[12 65] ; [ 6 51],[10.34328358 66.65671642] ; [ 7.65671642 49.34328358],0
s1,1,0.408958,0.681827,[ 4 72] ; [ 5 51],[ 5.18181818 70.81818182] ; [ 3.81818182 52.18181818],0
p8,1,0.411882,0.673363,[39 36] ; [26 32],[36.65413534 38.34586466] ; [28.34586466 29.65413534],0
a8,1,0.443468,0.587292,[10 63] ; [ 5 49],[ 8.62204724 64.37795276] ; [ 6.37795276 47.62204724],0
s4,1,0.466129,0.531137,[11 66] ; [11 47],[12.54814815 64.45185185] ; [ 9.45185185 48.54814815],0
p3,1,0.46742,0.528068,[34 43] ; [22 36],[31.94074074 45.05925926] ; [24.05925926 33.94074074],0
u1,1,0.468837,0.524717,[ 3 75] ; [ 1 57],[ 2.29411765 75.70588235] ; [ 1.70588235 56.29411765],0
s6,1,0.488935,0.47887,[44 31] ; [30 27],[42.04545455 32.95454545] ; [31.95454545 25.04545455],0
d2,1,0.548094,0.360743,[18 60] ; [16 42],[19.5 58.5] ; [14.5 43.5],0
b2,1,0.607305,0.264117,[18 28] ; [20 25],[19.20879121 26.79120879] ; [18.79120879 26.20879121],0
b3,1,0.607305,0.264117,[18 28] ; [20 25],[19.20879121 26.79120879] ; [18.79120879 26.20879121],0
u2,1,0.720021,0.128472,[16 17] ; [15 19],[15.26865672 17.73134328] ; [15.73134328 18.26865672],0
s7,1,0.736801,0.112958,[33 39] ; [24 32],[32.0625 39.9375] ; [24.9375 31.0625],0
p12,1,0.826023,0.048314,[ 7 69] ; [ 6 52],[ 7.37313433 68.62686567] ; [ 5.62686567 52.37313433],0
b4,1,0.88567,0.020674,[44 34] ; [32 26],[43.58823529 34.41176471] ; [32.41176471 25.58823529],0
n5,1,0.929538,0.007819,[65 13] ; [48 10],[64.80882353 13.19117647] ; [48.19117647  9.80882353],0
p1,1,0.95629,0.003004,[13 64] ; [10 48],[13.11851852 63.88148148] ; [ 9.88148148 48.11851852],0
a1,1,0.990793,0.000133,[ 4 74] ; [ 3 55],[ 4.01470588 73.98529412] ; [ 2.98529412 55.01470588],0
