Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.872713,[51 39] ; [271  21],[75.86387435 14.13612565] ; [246.13612565  45.86387435],1
r2,1,1e-06,24.899916,[66 19] ; [274  14],[77.47989276  7.52010724] ; [262.52010724  25.47989276],1
r3,1,4e-06,21.417794,[71 19] ; [275  15],[81.94736842  8.05263158] ; [264.05263158  25.94736842],1
v4,1,5.1e-05,16.417563,[72 18] ; [273  17],[81.71052632  8.28947368] ; [263.28947368  26.71052632],1
a5,1,0.000578,11.844671,[55 35] ; [231  61],[67.38219895 22.61780105] ; [218.61780105  73.38219895],1
s8,1,0.002715,8.98945,[11 79] ; [ 80 209],[21.60949868 68.39050132] ; [ 69.39050132 219.60949868],0
v2,1,0.002869,8.889171,[36 53] ; [165 117],[48.21832884 40.78167116] ; [152.78167116 129.21832884],0
p2,1,0.003246,8.664,[60 28] ; [239  50],[69.79310345 18.20689655] ; [229.20689655  59.79310345],0
p8,1,0.004502,8.069216,[32 56] ; [153 132],[43.6461126 44.3538874] ; [141.3538874 143.6461126],0
p10,1,0.006215,7.486966,[54 32] ; [224  65],[63.75466667 22.24533333] ; [214.24533333  74.75466667],0
v1,1,0.006269,7.4713,[31 58] ; [147 139],[42.24533333 46.75466667] ; [135.75466667 150.24533333],0
d1,1,0.007029,7.265596,[47 43] ; [198  94],[57.72251309 32.27748691] ; [187.27748691 104.72251309],0
d4,1,0.007468,7.156838,[71 19] ; [261  30],[78.42519685 11.57480315] ; [253.57480315  37.42519685],0
d3,1,0.012123,6.292774,[56 33] ; [223  69],[65.17322835 23.82677165] ; [213.82677165  78.17322835],0
u1,1,0.014204,6.012649,[ 6 84] ; [ 50 242],[13.19371728 76.80628272] ; [ 42.80628272 249.19371728],0
s6,1,0.022673,5.193361,[31 58] ; [139 147],[40.34666667 48.65333333] ; [129.65333333 156.34666667],0
p7,1,0.024655,5.047949,[43 46] ; [176 109],[52.11497326 36.88502674] ; [166.88502674 118.11497326],0
s5,1,0.037415,4.331422,[10 76] ; [ 62 223],[16.69002695 69.30997305] ; [ 55.30997305 229.69002695],0
b3,1,0.038314,4.291025,[25 27] ; [ 57 119],[18.70175439 33.29824561] ; [ 63.29824561 112.70175439],0
b2,1,0.038314,4.291025,[25 27] ; [ 57 119],[18.70175439 33.29824561] ; [ 63.29824561 112.70175439],0
p4,1,0.057318,3.613327,[39 49] ; [162 128],[46.79365079 41.20634921] ; [154.20634921 135.79365079],0
a2,1,0.063508,3.44332,[13 77] ; [ 69 223],[19.31937173 70.68062827] ; [ 62.68062827 229.31937173],0
p11,1,0.064916,3.407114,[61 29] ; [226  66],[67.61780105 22.38219895] ; [219.38219895  72.61780105],0
a7,1,0.093288,2.816708,[60 30] ; [220  71],[66.14173228 23.85826772] ; [213.85826772  77.14173228],0
u3,1,0.095454,2.779899,[10 16] ; [48 36],[13.70909091 12.29090909] ; [44.29090909 39.70909091],0
p9,1,0.118998,2.430455,[62 25] ; [229  60],[67.33244681 19.66755319] ; [223.66755319  65.33244681],0
a1,1,0.125843,2.343055,[ 6 84] ; [  9 283],[ 3.53403141 86.46596859] ; [ 11.46596859 280.53403141],0
a6,1,0.137158,2.20956,[58 32] ; [212  80],[63.61256545 26.38743455] ; [206.38743455  85.61256545],0
b1,1,0.166594,1.913332,[39 51] ; [103 189],[33.45549738 56.54450262] ; [108.54450262 183.45549738],0
p1,1,0.177184,1.821083,[ 9 81] ; [ 17 272],[ 6.17414248 83.82585752] ; [ 19.82585752 269.17414248],0
p3,1,0.180709,1.791785,[34 54] ; [136 155],[39.47229551 48.52770449] ; [130.52770449 160.47229551],0
s3,1,0.231036,1.434474,[23 65] ; [ 58 230],[18.95744681 69.04255319] ; [ 62.04255319 225.95744681],0
n4,1,0.28802,1.128852,[63 27] ; [220  71],[66.8503937 23.1496063] ; [216.1496063  74.8503937],0
v3,1,0.293806,1.1021,[27 62] ; [102 178],[31.11382114 57.88617886] ; [ 97.88617886 182.11382114],0
s1,1,0.347061,0.884173,[ 3 86] ; [  5 284],[ 1.88359788 87.11640212] ; [  6.11640212 282.88359788],0
n6,1,0.410551,0.677204,[67 22] ; [231  60],[69.79473684 19.20526316] ; [228.20526316  62.79473684],0
n5,1,0.507741,0.43872,[59 30] ; [203  87],[61.52506596 27.47493404] ; [200.47493404  89.52506596],0
s7,1,0.520866,0.412179,[20 64] ; [ 76 202],[22.27624309 61.72375691] ; [ 73.72375691 204.27624309],0
s4,1,0.556732,0.345395,[10 80] ; [ 26 262],[ 8.57142857 81.42857143] ; [ 27.42857143 260.57142857],0
a8,1,0.5834,0.300769,[ 9 76] ; [ 33 224],[10.43859649 74.56140351] ; [ 31.56140351 225.43859649],0
u2,1,0.647009,0.209692,[16 11] ; [45 38],[14.97272727 12.02727273] ; [46.02727273 36.97272727],0
u4,1,0.688819,0.160366,[ 1 89] ; [  2 290],[ 0.70680628 89.29319372] ; [  2.29319372 289.70680628],0
p6,1,0.750386,0.101207,[23 61] ; [ 84 204],[24.16129032 59.83870968] ; [ 82.83870968 205.16129032],0
a4,1,0.754647,0.097667,[39 50] ; [133 158],[40.28421053 48.71578947] ; [131.71578947 159.28421053],0
n3,1,0.762917,0.090994,[21 11] ; [46 21],[21.65656566 10.34343434] ; [45.34343434 21.65656566],0
a3,1,0.786892,0.073089,[63 27] ; [208  83],[64.01574803 25.98425197] ; [206.98425197  84.01574803],0
p5,1,0.821239,0.051054,[ 8 82] ; [ 28 261],[ 8.54881266 81.45118734] ; [ 27.45118734 261.54881266],0
n1,1,0.833697,0.044084,[11 20] ; [23 46],[10.54 20.46] ; [23.46 45.54],0
d2,1,0.887674,0.019951,[44 44] ; [143 148],[43.41952507 44.58047493] ; [143.58047493 147.41952507],0
b5,1,0.933042,0.007059,[55 35] ; [177 115],[54.65968586 35.34031414] ; [177.34031414 114.65968586],0
b4,1,0.951871,0.003643,[53 37] ; [173 119],[53.2460733 36.7539267] ; [172.7539267 119.2460733],0
p12,1,0.959151,0.002623,[ 3 86] ; [ 10 277],[ 3.07712766 85.92287234] ; [  9.92287234 277.07712766],0
n2,1,0.98605,0.000306,[20 12] ; [43 26],[19.96039604 12.03960396] ; [43.03960396 25.96039604],0
