Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,52.858498,[248 100] ; [107 149],[204.53642384 143.46357616] ; [150.46357616 105.53642384],1
v3,1,0.0,40.232814,[180 165] ; [ 69 191],[141.99173554 203.00826446] ; [107.00826446 152.99173554],1
n5,1,1e-06,23.43708,[293  62] ; [171  90],[267.4025974  87.5974026] ; [196.5974026  64.4025974],1
p3,1,0.000264,13.31176,[213 144] ; [119 146],[190.55305466 166.44694534] ; [141.44694534 123.55305466],1
s8,1,0.000389,12.586087,[185 169] ; [100 164],[163.25242718 190.74757282] ; [121.74757282 142.25242718],1
s5,1,0.000584,11.827778,[147 197] ; [ 74 181],[126.91819699 217.08180301] ; [ 94.08180301 160.91819699],1
p12,1,0.001552,10.016381,[ 40 315] ; [ 11 252],[ 29.2961165 325.7038835] ; [ 21.7038835 241.2961165],0
p8,1,0.002089,9.469496,[225 126] ; [135 126],[206.47058824 144.52941176] ; [153.52941176 107.47058824],0
p6,1,0.003144,8.721818,[159 189] ; [ 89 174],[141.25040917 206.74959083] ; [106.74959083 156.25040917],0
p4,1,0.00564,7.661954,[248 108] ; [155 108],[231.77382876 124.22617124] ; [171.22617124  91.77382876],0
n4,1,0.006204,7.489958,[294  62] ; [194  70],[280.20645161  75.79354839] ; [207.79354839  56.20645161],0
p5,1,0.007807,7.077125,[ 55 302] ; [ 22 243],[ 44.19453376 312.80546624] ; [ 32.80546624 232.19453376],0
p9,1,0.01329,6.130095,[321  31] ; [222  40],[311.29641694  40.70358306] ; [231.70358306  30.29641694],0
p10,1,0.013833,6.059312,[310  43] ; [212  51],[299.13311688  53.86688312] ; [222.86688312  40.13311688],0
b3,1,0.016851,5.711854,[101 123] ; [48 99],[ 89.96226415 134.03773585] ; [59.03773585 87.96226415],0
b2,1,0.016851,5.711854,[101 123] ; [48 99],[ 89.96226415 134.03773585] ; [59.03773585 87.96226415],0
p7,1,0.021165,5.313143,[255  94] ; [166  92],[242.05766063 106.94233937] ; [178.94233937  79.05766063],0
s4,1,0.058035,3.592672,[ 50 303] ; [ 52 209],[ 58.64169381 294.35830619] ; [ 43.35830619 217.64169381],0
a3,1,0.063566,3.441816,[280  75] ; [192  73],[270.25806452  84.74193548] ; [201.74193548  63.25806452],0
s6,1,0.068973,3.307283,[255  95] ; [171  88],[244.82758621 105.17241379] ; [181.17241379  77.82758621],0
a2,1,0.069283,3.299922,[104 253] ; [ 60 205],[ 94.12861736 262.87138264] ; [ 69.87138264 195.12861736],0
b5,1,0.070872,3.262719,[225 132] ; [148 117],[214.085209 142.914791] ; [158.914791 106.085209],0
u1,1,0.073152,3.210833,[ 83 274] ; [ 46 219],[ 74.04019293 282.95980707] ; [ 54.95980707 210.04019293],0
a5,1,0.080307,3.05867,[284  73] ; [195  70],[274.9244373  82.0755627] ; [204.0755627  60.9244373],0
s7,1,0.090238,2.870124,[184 155] ; [121 135],[173.77310924 165.22689076] ; [131.22689076 124.77310924],0
d1,1,0.090652,2.862755,[257 100] ; [174  91],[247.37459807 109.62540193] ; [183.62540193  81.37459807],0
a4,1,0.103795,2.646241,[182 174] ; [118 147],[171.98067633 184.01932367] ; [128.01932367 136.98067633],0
n6,1,0.10907,2.567645,[309  44] ; [219  45],[302.08103728  50.91896272] ; [225.91896272  38.08103728],0
r2,1,0.150449,2.067696,[338  15] ; [243  18],[334.0276873  18.9723127] ; [246.9723127  14.0276873],0
n1,1,0.156026,2.012328,[24 33] ; [21 49],[20.19685039 36.80314961] ; [24.80314961 45.19685039],0
a8,1,0.172052,1.864971,[ 52 265] ; [ 30 214],[ 46.33511586 270.66488414] ; [ 35.66488414 208.33511586],0
d5,1,0.177168,1.821217,[321  36] ; [229  36],[315.67524116  41.32475884] ; [234.32475884  30.67524116],0
r1,1,0.185245,1.755032,[302  53] ; [214  50],[295.92891761  59.07108239] ; [220.07108239  43.92891761],0
s2,1,0.244391,1.355084,[196 156] ; [134 129],[188.87804878 163.12195122] ; [141.12195122 121.87804878],0
r4,1,0.259922,1.269172,[331  26] ; [239  26],[327.15434084  29.84565916] ; [242.84565916  22.15434084],0
s1,1,0.26195,1.25842,[  8 344] ; [ 10 252],[ 10.31921824 341.68078176] ; [  7.68078176 254.31921824],0
p1,1,0.271851,1.207385,[ 30 326] ; [ 16 247],[ 26.45557351 329.54442649] ; [ 19.54442649 243.45557351],0
d2,1,0.277321,1.18017,[193 163] ; [132 133],[186.31239936 169.68760064] ; [138.68760064 126.31239936],0
d3,1,0.321238,0.983898,[278  79] ; [215  50],[282.95980707  74.04019293] ; [210.04019293  54.95980707],0
v4,1,0.341751,0.90385,[344  11] ; [251  12],[341.78802589  13.21197411] ; [253.21197411   9.78802589],0
s3,1,0.350901,0.870195,[196 154] ; [156 105],[201.63666121 148.36333879] ; [150.36333879 110.63666121],0
p11,1,0.353092,0.862315,[296  61] ; [212  53],[291.56913183  65.43086817] ; [216.43086817  48.56913183],0
a1,1,0.365023,0.820538,[ 19 338] ; [ 10 255],[ 16.64469453 340.35530547] ; [ 12.35530547 252.64469453],0
r3,1,0.484146,0.48951,[346  10] ; [252  10],[344.4789644  11.5210356] ; [253.5210356   8.4789644],0
n2,1,0.526871,0.400422,[43 14] ; [50 21],[41.4140625 15.5859375] ; [51.5859375 19.4140625],0
b1,1,0.615472,0.252283,[135 222] ; [ 95 170],[132.0096463 224.9903537] ; [ 97.9903537 167.0096463],0
n3,1,0.638119,0.221211,[39 18] ; [52 20],[40.20930233 16.79069767] ; [50.79069767 21.20930233],0
b4,1,0.680638,0.169409,[216 141] ; [156 109],[213.51125402 143.48874598] ; [158.48874598 106.51125402],0
a7,1,0.703248,0.145115,[268  88] ; [203  62],[270.00966184  85.99033816] ; [200.99033816  64.00966184],0
u3,1,0.909748,0.01285,[48 29] ; [43 27],[47.66666667 29.33333333] ; [43.33333333 26.66666667],0
a6,1,0.926594,0.008488,[250 106] ; [187  78],[250.51851852 105.48148148] ; [186.48148148  78.51851852],0
u2,1,0.952209,0.003592,[44 31] ; [42 29],[44.17808219 30.82191781] ; [41.82191781 29.17808219],0
