Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9e-06,19.622093,[2 4] ; [118  11],[5.33333333 0.66666667] ; [114.66666667  14.33333333],1
r2,1,0.001545,10.024407,[4 2] ; [123   5],[5.68656716 0.31343284] ; [121.31343284   6.68656716],0
s1,1,0.003798,8.37777,[2 4] ; [  6 122],[0.35820896 5.64179104] ; [  7.64179104 120.35820896],0
d5,1,0.004779,7.961141,[2 4] ; [104  24],[4.74626866 1.25373134] ; [101.25373134  26.74626866],0
d4,1,0.007388,7.17608,[2 4] ; [103  26],[4.66666667 1.33333333] ; [100.33333333  28.66666667],0
b1,1,0.010707,6.513244,[5 1] ; [42 87],[2.08888889 3.91111111] ; [44.91111111 84.08888889],0
r3,1,0.013613,6.087634,[4 2] ; [120   8],[5.55223881 0.44776119] ; [118.44776119   9.55223881],0
d1,1,0.03329,4.530823,[1 5] ; [78 51],[3.51111111 2.48888889] ; [75.48888889 53.51111111],0
a7,1,0.043762,4.065736,[2 4] ; [92 36],[4.20895522 1.79104478] ; [89.79104478 38.20895522],0
s2,1,0.04728,3.935404,[2 4] ; [90 36],[4.18181818 1.81818182] ; [87.81818182 38.18181818],0
s3,1,0.051716,3.784923,[2 4] ; [90 37],[4.15037594 1.84962406] ; [87.84962406 39.15037594],0
s5,1,0.07224,3.231367,[1 5] ; [64 54],[3.14516129 2.85483871] ; [61.85483871 56.14516129],0
n2,1,0.08964,2.880832,[1 2] ; [25  7],[2.22857143 0.77142857] ; [23.77142857  8.22857143],0
s8,1,0.106256,2.60904,[1 5] ; [65 64],[2.93333333 3.06666667] ; [63.06666667 65.93333333],0
p2,1,0.107222,2.594693,[3 3] ; [101  28],[4.62222222 1.37777778] ; [99.37777778 29.62222222],0
r1,1,0.121269,2.400849,[3 3] ; [100  29],[4.57777778 1.42222222] ; [98.42222222 30.57777778],0
p9,1,0.143576,2.139208,[4 2] ; [112  16],[5.19402985 0.80597015] ; [110.80597015  17.19402985],0
a6,1,0.147224,2.100782,[2 4] ; [81 48],[3.68888889 2.31111111] ; [79.31111111 49.68888889],0
a5,1,0.168647,1.894934,[3 3] ; [97 32],[4.44444444 1.55555556] ; [95.55555556 33.44444444],0
d3,1,0.173055,1.856277,[3 3] ; [96 32],[4.43283582 1.56716418] ; [94.56716418 33.43283582],0
a4,1,0.18315,1.771876,[1 5] ; [57 72],[2.57777778 3.42222222] ; [55.42222222 73.57777778],0
s6,1,0.183873,1.766036,[4 2] ; [107  17],[5.12307692 0.87692308] ; [105.87692308  18.12307692],0
p10,1,0.219024,1.510754,[4 2] ; [110  19],[5.06666667 0.93333333] ; [108.93333333  20.06666667],0
p6,1,0.269475,1.219417,[1 5] ; [50 78],[2.28358209 3.71641791] ; [48.71641791 79.28358209],0
n4,1,0.306591,1.045306,[3 3] ; [90 39],[4.13333333 1.86666667] ; [88.86666667 40.13333333],0
v1,1,0.353037,0.86251,[4 2] ; [61 68],[2.88888889 3.11111111] ; [62.11111111 66.88888889],0
p3,1,0.414083,0.667048,[4 2] ; [64 65],[3.02222222 2.97777778] ; [64.97777778 64.02222222],0
d2,1,0.457499,0.552006,[2 4] ; [63 66],[2.88888889 3.11111111] ; [62.11111111 66.88888889],0
v2,1,0.482134,0.494031,[2 4] ; [60 65],[2.83969466 3.16030534] ; [59.16030534 65.83969466],0
p1,1,0.49344,0.469016,[1 5] ; [ 11 118],[0.53333333 5.46666667] ; [ 11.46666667 117.53333333],0
b4,1,0.63678,0.222978,[3 3] ; [77 52],[3.55555556 2.44444444] ; [76.44444444 52.55555556],0
n5,1,0.650187,0.205665,[5 1] ; [97 32],[4.53333333 1.46666667] ; [97.46666667 31.53333333],0
n3,1,0.651325,0.204234,[2 1] ; [25  7],[2.31428571 0.68571429] ; [24.68571429  7.31428571],0
p11,1,0.671888,0.179402,[4 2] ; [96 33],[4.44444444 1.55555556] ; [95.55555556 33.44444444],0
s7,1,0.699269,0.149233,[4 2] ; [74 52],[3.54545455 2.45454545] ; [74.45454545 51.54545455],0
p4,1,0.818319,0.052765,[4 2] ; [80 49],[3.73333333 2.26666667] ; [80.26666667 48.73333333],0
b5,1,0.818319,0.052765,[4 2] ; [80 49],[3.73333333 2.26666667] ; [80.26666667 48.73333333],0
n1,1,0.848572,0.036458,[1 2] ; [ 9 23],[0.85714286 2.14285714] ; [ 9.14285714 22.85714286],0
p8,1,0.894894,0.017454,[3 3] ; [67 60],[3.15789474 2.84210526] ; [66.84210526 60.15789474],0
a3,1,0.904259,0.014468,[4 2] ; [89 40],[4.13333333 1.86666667] ; [88.86666667 40.13333333],0
p7,1,0.905277,0.014161,[4 2] ; [81 45],[3.86363636 2.13636364] ; [81.13636364 44.86363636],0
