Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,28.885823,[ 2 48] ; [18 14],[12.19512195 37.80487805] ; [ 7.80487805 24.19512195],1
s3,1,0.0,25.495616,[ 8 39] ; [23  8],[18.67948718 28.32051282] ; [12.32051282 18.67948718],1
s2,1,2e-06,22.431347,[ 6 43] ; [20 12],[15.72839506 33.27160494] ; [10.27160494 21.72839506],1
r3,1,0.001306,10.334181,[19 28] ; [24  7],[25.91025641 21.08974359] ; [17.08974359 13.91025641],0
s6,1,0.006848,7.312524,[15 34] ; [19 12],[20.825 28.175] ; [13.175 17.825],0
p9,1,0.010121,6.613541,[25 23] ; [25  6],[30.37974684 17.62025316] ; [19.62025316 11.37974684],0
p2,1,0.01691,5.70565,[21 26] ; [23  9],[26.17721519 20.82278481] ; [17.82278481 14.17721519],0
v4,1,0.019664,5.44151,[24 25] ; [22  7],[28.8974359 20.1025641] ; [17.1025641 11.8974359],0
p10,1,0.022355,5.217904,[21 26] ; [22  9],[25.91025641 21.08974359] ; [17.08974359 13.91025641],0
u3,1,0.031287,4.637164,[ 3 20] ; [4 4],[ 5.19354839 17.80645161] ; [1.80645161 6.19354839],0
p11,1,0.032991,4.546264,[24 26] ; [23  9],[28.65853659 21.34146341] ; [18.34146341 13.65853659],0
p6,1,0.038306,4.291377,[ 5 42] ; [ 9 22],[ 8.43589744 38.56410256] ; [ 5.56410256 25.43589744],0
a3,1,0.047042,3.943884,[26 23] ; [24  8],[30.24691358 18.75308642] ; [19.75308642 12.24691358],0
a1,1,0.056805,3.628294,[11 39] ; [ 2 30],[ 7.92682927 42.07317073] ; [ 5.07317073 26.92682927],0
s5,1,0.099278,2.717101,[ 5 44] ; [ 7 22],[ 7.53846154 41.46153846] ; [ 4.46153846 24.53846154],0
a5,1,0.105523,2.620028,[27 23] ; [23  9],[30.48780488 19.51219512] ; [19.51219512 12.48780488],0
d4,1,0.111217,2.536849,[30 19] ; [25  7],[33.27160494 15.72839506] ; [21.72839506 10.27160494],0
n2,1,0.13821,2.197779,[12  8] ; [14  3],[14.05405405  5.94594595] ; [11.94594595  5.05405405],0
p7,1,0.143372,2.141386,[15 32] ; [15 16],[18.07692308 28.92307692] ; [11.92307692 19.07692308],0
p1,1,0.188124,1.73225,[ 8 42] ; [ 2 30],[ 6.09756098 43.90243902] ; [ 3.90243902 28.09756098],0
r1,1,0.203354,1.618124,[11 38] ; [11 20],[13.475 35.525] ; [ 8.525 22.475],0
d5,1,0.221733,1.493118,[31 19] ; [24  8],[33.53658537 16.46341463] ; [21.46341463 10.53658537],0
b1,1,0.237218,1.397051,[27 23] ; [13 19],[24.3902439 25.6097561] ; [15.6097561 16.3902439],0
n6,1,0.239122,1.385761,[29 20] ; [21  8],[31.41025641 17.58974359] ; [18.58974359 10.41025641],0
b4,1,0.243983,1.357432,[30 20] ; [15 17],[27.43902439 22.56097561] ; [17.56097561 14.43902439],0
s4,1,0.248375,1.332418,[ 6 43] ; [ 7 25],[ 7.86419753 41.13580247] ; [ 5.13580247 26.86419753],0
p4,1,0.288327,1.127417,[14 34] ; [13 19],[16.2 31.8] ; [10.8 21.2],0
p5,1,0.296188,1.091279,[ 4 45] ; [ 5 27],[ 5.44444444 43.55555556] ; [ 3.55555556 28.44444444],0
s1,1,0.321082,0.984532,[ 2 48] ; [ 3 29],[ 3.04878049 46.95121951] ; [ 1.95121951 30.04878049],0
v1,1,0.334114,0.932885,[14 35] ; [11 17],[15.90909091 33.09090909] ; [ 9.09090909 18.90909091],0
p8,1,0.334772,0.93035,[12 37] ; [11 21],[13.91358025 35.08641975] ; [ 9.08641975 22.91358025],0
r2,1,0.361554,0.832489,[25 21] ; [17  9],[26.83333333 19.16666667] ; [15.16666667 10.83333333],0
v2,1,0.423288,0.641168,[16 30] ; [14 18],[17.69230769 28.30769231] ; [12.30769231 19.69230769],0
p3,1,0.485667,0.486111,[13 35] ; [11 21],[14.4 33.6] ; [ 9.6 22.4],0
d1,1,0.539226,0.376976,[20 30] ; [15 17],[21.34146341 28.65853659] ; [13.65853659 18.34146341],0
n5,1,0.558106,0.342994,[40  9] ; [26  4],[40.93670886  8.06329114] ; [25.06329114  4.93670886],0
v3,1,0.562498,0.335397,[11 38] ; [ 9 23],[12.09876543 36.90123457] ; [ 7.90123457 24.09876543],0
a7,1,0.576131,0.312532,[23 26] ; [13 19],[21.77777778 27.22222222] ; [14.22222222 17.77777778],0
d3,1,0.58039,0.305605,[25 25] ; [14 18],[23.7804878 26.2195122] ; [15.2195122 16.7804878],0
u2,1,0.611732,0.25766,[ 9 14] ; [2 5],[ 8.43333333 14.56666667] ; [2.56666667 4.43333333],0
a8,1,0.632402,0.228817,[ 3 42] ; [ 3 28],[ 3.55263158 41.44736842] ; [ 2.44736842 28.55263158],0
b2,1,0.682947,0.166827,[11 22] ; [10 16],[11.74576271 21.25423729] ; [ 9.25423729 16.74576271],0
b3,1,0.682947,0.166827,[11 22] ; [10 16],[11.74576271 21.25423729] ; [ 9.25423729 16.74576271],0
b5,1,0.706563,0.141734,[26 24] ; [18 14],[26.82926829 23.17073171] ; [17.17073171 14.82926829],0
