Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.59812,[ 7 46] ; [27 19],[18.2020202 34.7979798] ; [15.7979798 30.2020202],1
u2,1,0.143235,2.142857,[12 12] ; [15  6],[14.4  9.6] ; [12.6  8.4],0
b4,1,0.160758,1.967081,[30 23] ; [20 27],[26.5 26.5] ; [23.5 23.5],0
n4,1,0.167714,1.903262,[31 22] ; [21 26],[27.56 25.44] ; [24.44 22.56],0
v3,1,0.194754,1.681285,[15 34] ; [ 9 38],[12.25 36.75] ; [11.75 35.25],0
p9,1,0.231303,1.432834,[27 25] ; [30 17],[29.93939394 22.06060606] ; [27.06060606 19.93939394],0
p1,1,0.243159,1.362185,[ 7 45] ; [ 3 44],[ 5.25252525 46.74747475] ; [ 4.74747475 42.25252525],0
s2,1,0.292468,1.108225,[14 39] ; [17 30],[16.43 36.57] ; [14.57 32.43],0
n1,1,0.38479,0.755343,[ 9 10] ; [ 6 12],[ 7.7027027 11.2972973] ; [ 7.2972973 10.7027027],0
a1,1,0.389158,0.741571,[ 6 47] ; [ 3 44],[ 4.77 48.23] ; [ 4.23 42.77],0
s8,1,0.422875,0.642312,[ 9 44] ; [11 36],[10.6 42.4] ; [ 9.4 37.6],0
d4,1,0.443224,0.587921,[30 23] ; [23 24],[28.09 24.91] ; [24.91 22.09],0
n2,1,0.461251,0.542857,[13  6] ; [15  4],[14.  5.] ; [14.  5.],0
p5,1,0.476185,0.507588,[ 1 52] ; [ 2 44],[ 1.60606061 51.39393939] ; [ 1.39393939 44.60606061],0
a2,1,0.489056,0.478602,[ 4 49] ; [ 2 45],[ 3.18 49.82] ; [ 2.82 44.18],0
u3,1,0.502335,0.45,[15 10] ; [10 10],[13.88888889 11.11111111] ; [11.11111111  8.88888889],0
b5,1,0.514881,0.424136,[27 26] ; [27 20],[28.62 24.38] ; [25.38 21.62],0
a4,1,0.577339,0.310557,[15 38] ; [11 36],[13.78 39.22] ; [12.22 34.78],0
s4,1,0.593987,0.28416,[ 7 46] ; [ 8 39],[ 7.95 45.05] ; [ 7.05 39.95],0
v1,1,0.614066,0.254296,[20 32] ; [20 26],[21.2244898 30.7755102] ; [18.7755102 27.2244898],0
r4,1,0.637943,0.221442,[34 19] ; [28 19],[32.86 20.14] ; [29.14 17.86],0
a5,1,0.69744,0.151148,[28 25] ; [23 24],[27.03 25.97] ; [23.97 23.03],0
d2,1,0.778235,0.07931,[ 9 44] ; [ 9 38],[ 9.54 43.46] ; [ 8.46 38.54],0
d5,1,0.822303,0.050438,[27 26] ; [25 22],[27.56 25.44] ; [24.44 22.56],0
s1,1,0.879297,0.023062,[ 3 50] ; [ 3 44],[ 3.18 49.82] ; [ 2.82 44.18],0
a3,1,0.883146,0.021604,[28 24] ; [26 21],[28.36363636 23.63636364] ; [25.63636364 21.36363636],0
d3,1,0.911854,0.012255,[19 34] ; [16 30],[18.73737374 34.26262626] ; [16.26262626 29.73737374],0
a6,1,0.934808,0.006691,[32 21] ; [28 19],[31.8 21.2] ; [28.2 18.8],0
p12,1,0.942403,0.00522,[ 1 51] ; [ 1 46],[ 1.05050505 50.94949495] ; [ 0.94949495 46.05050505],0
a7,1,0.951828,0.00365,[29 24] ; [26 21],[29.15 23.85] ; [25.85 21.15],0
r1,1,0.953916,0.00334,[33 20] ; [29 18],[32.86 20.14] ; [29.14 17.86],0
a8,1,0.955312,0.00314,[ 7 44] ; [ 6 39],[ 6.90625 44.09375] ; [ 6.09375 38.90625],0
