Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.59812,[ 7 46] ; [27 19],[18.2020202 34.7979798] ; [15.7979798 30.2020202],1
s6,1,0.001588,9.973631,[12 41] ; [25 22],[19.61 33.39] ; [17.39 29.61],0
p6,1,0.001588,9.973333,[ 4 49] ; [15 31],[10.17171717 42.82828283] ; [ 8.82828283 37.17171717],0
b3,1,0.002272,9.31602,[12 14] ; [ 2 23],[ 7.1372549 18.8627451] ; [ 6.8627451 18.1372549],0
b2,1,0.002272,9.31602,[12 14] ; [ 2 23],[ 7.1372549 18.8627451] ; [ 6.8627451 18.1372549],0
p4,1,0.003123,8.733942,[12 41] ; [24 23],[19.08 33.92] ; [16.92 30.08],0
b1,1,0.006217,7.486327,[24 29] ; [34 13],[30.74 22.26] ; [27.26 19.74],0
p11,1,0.007784,7.082566,[22 31] ; [32 15],[28.62 24.38] ; [25.38 21.62],0
p2,1,0.008006,7.032111,[27 26] ; [36 11],[33.39 19.61] ; [29.61 17.39],0
r2,1,0.022617,5.197703,[45  8] ; [30 16],[40.15151515 12.84848485] ; [34.84848485 11.15151515],0
p3,1,0.032162,4.589857,[11 42] ; [19 28],[15.9 37.1] ; [14.1 32.9],0
s3,1,0.038435,4.285679,[18 34] ; [26 21],[23.11111111 28.88888889] ; [20.88888889 26.11111111],0
p10,1,0.05889,3.568361,[20 32] ; [27 20],[24.68686869 27.31313131] ; [22.31313131 24.68686869],0
n5,1,0.093079,2.820296,[21 32] ; [26 20],[25.16161616 27.83838384] ; [21.83838384 24.16161616],0
v4,1,0.106585,2.604137,[37 15] ; [39  7],[40.32653061 11.67346939] ; [35.67346939 10.32653061],0
v2,1,0.123857,2.367851,[14 36] ; [19 25],[17.55319149 32.44680851] ; [15.44680851 28.55319149],0
r3,1,0.12386,2.367822,[37 16] ; [39  8],[40.28 12.72] ; [35.72 11.28],0
s5,1,0.124752,2.356625,[ 5 45] ; [10 37],[ 7.73195876 42.26804124] ; [ 7.26804124 39.73195876],0
n3,1,0.12871,2.307992,[10  8] ; [15  4],[12.16216216  5.83783784] ; [12.83783784  6.16216216],0
s7,1,0.137283,2.208154,[10 39] ; [15 29],[13.17204301 35.82795699] ; [11.82795699 32.17204301],0
