Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,104.075318,[283 108] ; [ 47 129],[227.56613757 163.43386243] ; [102.43386243  73.56613757],1
p6,1,0.0,71.131725,[192 200] ; [ 21 155],[147. 245.] ; [ 66. 110.],1
p4,1,0.0,40.556846,[285 109] ; [79 98],[251.16637478 142.83362522] ; [112.83362522  64.16637478],1
p3,1,0.0,39.423606,[244 150] ; [ 59 117],[209.44210526 184.55789474] ; [93.55789474 82.44210526],1
p2,1,0.0,33.538809,[365  29] ; [133  44],[343.62872154  50.37127846] ; [154.37127846  22.62872154],1
s7,1,2.2e-05,18.01548,[213 167] ; [ 62 108],[190. 190.] ; [85. 85.],1
s5,1,4.3e-05,16.728213,[157 229] ; [ 38 130],[135.86642599 250.13357401] ; [ 59.13357401 108.86642599],1
p5,1,0.001102,10.647972,[ 61 332] ; [ 10 165],[ 49.125 343.875] ; [ 21.875 153.125],0
p10,1,0.001237,10.43442,[352  41] ; [140  36],[339.8172232  53.1827768] ; [152.1827768  23.8172232],0
s8,1,0.002043,9.510503,[199 192] ; [ 65 111],[182.05291005 208.94708995] ; [81.94708995 94.05291005],0
p9,1,0.003652,8.44934,[356  36] ; [144  31],[345.67901235  46.32098765] ; [154.32098765  20.67901235],0
a3,1,0.008351,6.956527,[302  92] ; [117  60],[289.117338 104.882662] ; [129.882662  47.117338],0
s2,1,0.017564,5.639145,[210 182] ; [73 98],[197.04440497 194.95559503] ; [85.95559503 85.04440497],0
a8,1,0.019868,5.423446,[ 64 293] ; [ 16 145],[ 55.13513514 301.86486486] ; [ 24.86486486 136.13513514],0
d5,1,0.028251,4.812666,[330  63] ; [135  42],[320.60526316  72.39473684] ; [144.39473684  32.60526316],0
v3,1,0.034219,4.483722,[173 208] ; [ 60 108],[161.69945355 219.30054645] ; [71.30054645 96.69945355],0
d4,1,0.035323,4.429473,[338  55] ; [139  37],[329.456942  63.543058] ; [147.543058  28.456942],0
d1,1,0.036605,4.368709,[255 140] ; [98 79],[243.76748252 151.23251748] ; [109.23251748  67.76748252],0
d3,1,0.049197,3.86862,[290 104] ; [116  61],[280.14711033 113.85288967] ; [125.85288967  51.14711033],0
b4,1,0.050731,3.817129,[220 175] ; [114  63],[230.64685315 164.35314685] ; [103.35314685  73.64685315],0
n5,1,0.055591,3.664267,[315  79] ; [128  48],[306.21403509  87.78596491] ; [136.78596491  39.21403509],0
v1,1,0.057082,3.620199,[232 154] ; [88 83],[221.75942549 164.24057451] ; [98.24057451 72.75942549],0
