Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6e-05,16.112175,[ 3 32] ; [29 30],[11.91489362 23.08510638] ; [20.08510638 38.91489362],1
s8,1,0.000268,13.280331,[ 6 30] ; [35 30],[14.61386139 21.38613861] ; [26.38613861 38.61386139],1
s3,1,0.00188,9.663195,[11 24] ; [41 23],[18.38383838 16.61616162] ; [33.61616162 30.38383838],0
s2,1,0.002033,9.519764,[ 9 27] ; [37 28],[16.3960396 19.6039604] ; [29.6039604 35.3960396],0
s4,1,0.014814,5.938455,[ 3 33] ; [19 46],[ 7.84158416 28.15841584] ; [14.15841584 50.84158416],0
r3,1,0.015431,5.866605,[30  6] ; [63  2],[33.14851485  2.85148515] ; [59.85148515  5.14851485],0
n4,1,0.019397,5.465348,[22 14] ; [24 41],[16.3960396 19.6039604] ; [29.6039604 35.3960396],0
d2,1,0.025212,5.009261,[10 26] ; [33 32],[15.32673267 20.67326733] ; [27.67326733 37.32673267],0
p10,1,0.026691,4.910714,[19 17] ; [47 16],[24. 12.] ; [42. 21.],0
u3,1,0.027547,4.856187,[7 6] ; [20  3],[9.75 3.25] ; [17.25  5.75],0
r4,1,0.032807,4.555841,[27  9] ; [59  6],[30.65346535  5.34653465] ; [55.34653465  9.65346535],0
p9,1,0.044596,4.033838,[22 14] ; [51 13],[26.28  9.72] ; [46.72 17.28],0
p6,1,0.071297,3.252914,[10 24] ; [30 32],[14.16666667 19.83333333] ; [25.83333333 36.16666667],0
a5,1,0.076115,3.145963,[23 13] ; [52 13],[26.73267327  9.26732673] ; [48.26732673 16.73267327],0
d1,1,0.097836,2.740469,[16 20] ; [40 25],[19.96039604 16.03960396] ; [36.03960396 28.96039604],0
s7,1,0.105438,2.621294,[10 23] ; [29 32],[13.69148936 19.30851064] ; [25.30851064 35.69148936],0
u2,1,0.115926,2.471514,[6 7] ; [16  6],[8.17142857 4.82857143] ; [13.82857143  8.17142857],0
b4,1,0.123841,2.368065,[20 16] ; [46 19],[23.52475248 12.47524752] ; [42.47524752 22.52475248],0
b1,1,0.141742,2.15895,[21 15] ; [28 37],[17.46534653 18.53465347] ; [31.53465347 33.46534653],0
b2,1,0.156301,2.00965,[ 4 17] ; [15 26],[ 6.43548387 14.56451613] ; [12.56451613 28.43548387],0
b3,1,0.156301,2.00965,[ 4 17] ; [15 26],[ 6.43548387 14.56451613] ; [12.56451613 28.43548387],0
p2,1,0.239677,1.382491,[32  4] ; [51 13],[29.88  6.12] ; [53.12 10.88],0
a8,1,0.26387,1.248337,[ 2 32] ; [ 1 59],[ 1.08510638 32.91489362] ; [ 1.91489362 58.08510638],0
a4,1,0.275163,1.190824,[11 25] ; [27 38],[13.54455446 22.45544554] ; [24.45544554 40.54455446],0
p12,1,0.316962,1.001443,[ 1 35] ; [ 5 60],[ 2.13861386 33.86138614] ; [ 3.86138614 61.13861386],0
a1,1,0.316962,1.001443,[ 1 35] ; [ 5 60],[ 2.13861386 33.86138614] ; [ 3.86138614 61.13861386],0
p4,1,0.321601,0.982425,[22 14] ; [46 19],[24.23762376 11.76237624] ; [43.76237624 21.23762376],0
d4,1,0.334047,0.933144,[29  7] ; [57  8],[30.65346535  5.34653465] ; [55.34653465  9.65346535],0
a2,1,0.346114,0.887655,[ 5 31] ; [14 51],[ 6.77227723 29.22772277] ; [12.22772277 52.77227723],0
v2,1,0.365029,0.820516,[15 20] ; [32 29],[17.13541667 17.86458333] ; [29.86458333 31.13541667],0
v3,1,0.387254,0.747548,[ 8 25] ; [20 41],[ 9.82978723 23.17021277] ; [18.17021277 42.82978723],0
n2,1,0.391777,0.733418,[4 3] ; [12  4],[4.86956522 2.13043478] ; [11.13043478  4.86956522],0
d5,1,0.480441,0.497862,[26 10] ; [51 14],[27.44554455  8.55445545] ; [49.55445545 15.44554455],0
v1,1,0.495862,0.463781,[13 22] ; [27 34],[14.58333333 20.41666667] ; [25.41666667 35.58333333],0
p8,1,0.503415,0.447729,[18 18] ; [37 28],[19.6039604 16.3960396] ; [35.3960396 29.6039604],0
p5,1,0.512445,0.429071,[ 2 34] ; [ 6 59],[ 2.85148515 33.14851485] ; [ 5.14851485 59.85148515],0
p1,1,0.513045,0.427851,[ 4 32] ; [10 53],[ 5.09090909 30.90909091] ; [ 8.90909091 54.09090909],0
u1,1,0.539169,0.377082,[ 3 33] ; [ 8 57],[ 3.92079208 32.07920792] ; [ 7.07920792 57.92079208],0
r1,1,0.548069,0.360787,[25 11] ; [48 16],[26.28  9.72] ; [46.72 17.28],0
a6,1,0.593239,0.285314,[23 13] ; [38 27],[21.74257426 14.25742574] ; [39.25742574 25.74257426],0
a7,1,0.636394,0.22349,[26 10] ; [44 21],[24.95049505 11.04950495] ; [45.04950495 19.95049505],0
p7,1,0.66947,0.182223,[25 11] ; [47 17],[25.92 10.08] ; [46.08 17.92],0
v4,1,0.685508,0.163991,[34  2] ; [60  5],[33.5049505  2.4950495] ; [60.4950495  4.5049505],0
r2,1,0.711024,0.137256,[33  3] ; [59  4],[33.45454545  2.54545455] ; [58.54545455  4.45454545],0
n6,1,0.74751,0.103636,[22 14] ; [37 27],[21.24 14.76] ; [37.76 26.24],0
n3,1,0.794935,0.067552,[6 1] ; [13  3],[5.7826087 1.2173913] ; [13.2173913  2.7826087],0
b5,1,0.795093,0.067446,[22 14] ; [38 27],[21.38613861 14.61386139] ; [38.61386139 26.38613861],0
s1,1,0.834745,0.043522,[ 2 34] ; [ 3 62],[ 1.78217822 34.21782178] ; [ 3.21782178 61.78217822],0
d3,1,0.877149,0.023896,[26 10] ; [46 19],[25.66336634 10.33663366] ; [46.33663366 18.66336634],0
n1,1,0.897785,0.016502,[2 5] ; [ 5 11],[2.13043478 4.86956522] ; [ 4.86956522 11.13043478],0
a3,1,0.941797,0.005331,[23 13] ; [42 23],[23.16831683 12.83168317] ; [41.83168317 23.16831683],0
p11,1,0.958342,0.002728,[24 12] ; [43 22],[23.88118812 12.11881188] ; [43.11881188 21.88118812],0
