Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,63.042014,[44 66] ; [239  57],[76.67487685 33.32512315] ; [206.32512315  89.67487685],1
d3,1,0.0,51.553379,[51 59] ; [244  53],[79.72972973 30.27027027] ; [215.27027027  81.72972973],1
a2,1,0.0,28.810528,[ 10 100] ; [108 190],[31.81372549 78.18627451] ; [ 86.18627451 211.81372549],1
u1,1,0.0,27.951108,[  5 105] ; [ 87 211],[24.80392157 85.19607843] ; [ 67.19607843 230.80392157],1
p4,1,4e-05,16.859474,[54 55] ; [210  84],[71.4044665 37.5955335] ; [192.5955335 101.4044665],1
d1,1,0.000187,13.953477,[54 56] ; [206  92],[70.09803922 39.90196078] ; [189.90196078 108.09803922],1
b3,1,0.000188,13.943352,[46 29] ; [ 69 122],[32.42481203 42.57518797] ; [ 82.57518797 108.42481203],1
b2,1,0.000188,13.943352,[46 29] ; [ 69 122],[32.42481203 42.57518797] ; [ 82.57518797 108.42481203],1
b5,1,0.000318,12.960271,[54 56] ; [204  94],[69.55882353 40.44117647] ; [188.44117647 109.55882353],1
a5,1,0.017827,5.613119,[80 30] ; [248  50],[88.43137255 21.56862745] ; [239.56862745  58.43137255],0
r4,1,0.019015,5.500149,[102   8] ; [291   7],[105.95588235   4.04411765] ; [287.04411765  10.95588235],0
b1,1,0.024649,5.048347,[51 59] ; [102 196],[41.25 68.75] ; [111.75 186.25],0
p2,1,0.027368,4.867421,[86 21] ; [263  33],[92.66253102 14.33746898] ; [256.33746898  39.66253102],0
p8,1,0.043262,4.085132,[54 53] ; [179 111],[62.79848866 44.20151134] ; [170.20151134 119.79848866],0
a1,1,0.044464,4.038847,[ 10 100] ; [ 12 286],[  5.93137255 104.06862745] ; [ 16.06862745 281.93137255],0
p6,1,0.04513,4.013793,[37 68] ; [135 155],[45.72151899 59.27848101] ; [126.27848101 163.72151899],0
n6,1,0.057586,3.605567,[86 21] ; [260  36],[91.86600496 15.13399504] ; [254.13399504  41.86600496],0
v2,1,0.058769,3.571797,[65 41] ; [206  83],[72.72405063 33.27594937] ; [198.27594937  90.72405063],0
u3,1,0.069282,3.299946,[12 12] ; [50 21],[15.66315789  8.33684211] ; [46.33684211 24.66315789],0
p3,1,0.072241,3.231346,[51 57] ; [169 126],[58.95781638 49.04218362] ; [161.04218362 133.95781638],0
p1,1,0.073523,3.20257,[  6 103] ; [ 34 262],[10.7654321 98.2345679] ; [ 29.2345679 266.7654321],0
s5,1,0.081274,3.039248,[50 57] ; [106 180],[42.47328244 64.52671756] ; [113.52671756 172.47328244],0
p9,1,0.11419,2.49525,[89 18] ; [261  32],[93.625 13.375] ; [256.375  36.625],0
s3,1,0.123384,2.373825,[69 41] ; [156 132],[62.18592965 47.81407035] ; [162.81407035 125.18592965],0
d5,1,0.130492,2.286638,[86 23] ; [253  44],[91.01231527 17.98768473] ; [247.98768473  49.01231527],0
p12,1,0.151427,2.05782,[ 7 99] ; [ 34 261],[10.83790524 95.16209476] ; [ 30.16209476 264.83790524],0
s8,1,0.155119,2.021175,[63 46] ; [146 147],[56.66915423 52.33084577] ; [152.33084577 140.66915423],0
r3,1,0.162959,1.946549,[105   5] ; [291   6],[107.02702703   2.97297297] ; [288.97297297   8.02702703],0
n1,1,0.215113,1.536677,[14 11] ; [20 29],[11.48648649 13.51351351] ; [22.51351351 26.48648649],0
r2,1,0.222589,1.487603,[104   4] ; [292   5],[105.6   2.4] ; [290.4   6.6],0
v4,1,0.239635,1.382738,[104   5] ; [290   7],[105.77832512   3.22167488] ; [288.22167488   8.77832512],0
n5,1,0.282623,1.154433,[84 24] ; [245  52],[87.73333333 20.26666667] ; [241.26666667  55.73333333],0
a4,1,0.291007,1.114957,[51 58] ; [156 140],[55.71111111 53.28888889] ; [151.28888889 144.71111111],0
d2,1,0.321092,0.984495,[53 57] ; [159 137],[57.43842365 52.56157635] ; [154.56157635 141.43842365],0
u2,1,0.326784,0.961598,[12 12] ; [43 27],[14.04255319  9.95744681] ; [40.95744681 29.04255319],0
s1,1,0.343977,0.895554,[  5 103] ; [  8 284],[  3.51 104.49] ; [  9.49 282.51],0
a8,1,0.351076,0.869564,[15 92] ; [ 46 209],[18.03038674 88.96961326] ; [ 42.96961326 212.03038674],0
n3,1,0.535713,0.383544,[20  5] ; [36 13],[18.91891892  6.08108108] ; [37.08108108 11.91891892],0
n2,1,0.568633,0.324975,[19  6] ; [40  9],[19.93243243  5.06756757] ; [39.06756757  9.93243243],0
s6,1,0.576562,0.311826,[74 33] ; [211  82],[76.2375 30.7625] ; [208.7625  84.2375],0
d4,1,0.610945,0.2588,[91 18] ; [254  43],[92.62315271 16.37684729] ; [252.37684729  44.62315271],0
p10,1,0.623085,0.241556,[88 18] ; [250  44],[89.57 16.43] ; [248.43  45.57],0
s4,1,0.628687,0.233846,[18 92] ; [ 42 249],[16.45885287 93.54114713] ; [ 43.54114713 247.45885287],0
s2,1,0.68965,0.159464,[62 48] ; [157 133],[60.225 49.775] ; [158.775 131.225],0
b4,1,0.730602,0.11856,[64 46] ; [179 119],[65.51470588 44.48529412] ; [177.48529412 120.51470588],0
n4,1,0.731605,0.117643,[88 21] ; [245  53],[89.18181818 19.81818182] ; [243.81818182  54.18181818],0
a3,1,0.79229,0.069347,[86 24] ; [227  68],[85.01234568 24.98765432] ; [227.98765432  67.01234568],0
v3,1,0.828382,0.046992,[55 52] ; [144 143],[54.04314721 52.95685279] ; [144.95685279 142.04314721],0
u4,1,0.876532,0.024139,[  3 107] ; [  9 289],[  3.23529412 106.76470588] ; [  8.76470588 289.23529412],0
p11,1,0.88829,0.019731,[90 20] ; [242  56],[89.50980392 20.49019608] ; [242.49019608  55.50980392],0
p7,1,0.90809,0.013328,[73 33] ; [198  87],[73.46803069 32.53196931] ; [197.53196931  87.46803069],0
p5,1,0.982579,0.000477,[15 91] ; [ 42 253],[15.06733167 90.93266833] ; [ 41.93266833 253.06733167],0
s7,1,0.989583,0.00017,[58 48] ; [153 127],[57.94300518 48.05699482] ; [153.05699482 126.94300518],0
