Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,33.794891,[185  68] ; [52 71],[159.47074468  93.52925532] ; [77.52925532 45.47074468],1
d3,1,0.0,27.546337,[181  71] ; [54 69],[157.92  94.08] ; [77.08 45.92],1
d5,1,0.001438,10.156017,[204  49] ; [80 42],[191.60533333  61.39466667] ; [92.39466667 29.60533333],0
a2,1,0.001599,9.961063,[ 62 192] ; [ 13 110],[ 50.53050398 203.46949602] ; [24.46949602 98.53050398],0
d4,1,0.00203,9.522078,[208  45] ; [83 39],[196.328  56.672] ; [94.672 27.328],0
b5,1,0.005193,7.810942,[170  84] ; [64 59],[157.65517241  96.34482759] ; [76.34482759 46.65517241],0
u1,1,0.006884,7.303073,[ 45 209] ; [  9 114],[ 36.38196286 217.61803714] ; [ 17.61803714 105.38196286],0
p2,1,0.012268,6.271792,[214  39] ; [90 32],[205.09866667  47.90133333] ; [98.90133333 23.09866667],0
d1,1,0.028182,4.816904,[138 116] ; [52 71],[128.01061008 125.98938992] ; [61.98938992 61.01061008],0
b1,1,0.029355,4.74669,[ 96 158] ; [61 62],[105.77718833 148.22281167] ; [51.22281167 71.77718833],0
r2,1,0.045085,4.015454,[237  14] ; [109  14],[232.20855615  18.79144385] ; [113.79144385   9.20855615],0
r4,1,0.049522,3.857577,[235  19] ; [106  17],[229.74535809  24.25464191] ; [111.25464191  11.74535809],0
s7,1,0.073982,3.192392,[ 98 144] ; [60 59],[105.91689751 136.08310249] ; [52.08310249 66.91689751],0
u3,1,0.075813,3.152457,[56 32] ; [23 25],[51.11764706 36.88235294] ; [27.88235294 20.11764706],0
a1,1,0.096758,2.758192,[  6 248] ; [  7 116],[  8.75862069 245.24137931] ; [  4.24137931 118.75862069],0
s2,1,0.101464,2.682377,[126 126] ; [50 72],[118.58823529 133.41176471] ; [57.41176471 64.58823529],0
p10,1,0.104624,2.633611,[191  58] ; [84 38],[184.56873315  64.43126685] ; [90.43126685 31.56873315],0
n3,1,0.145334,2.120558,[41 15] ; [23 16],[37.72631579 18.27368421] ; [26.27368421 12.72631579],0
s5,1,0.159909,1.975083,[ 70 177] ; [42 76],[ 75.79178082 171.20821918] ; [36.20821918 81.79178082],0
p4,1,0.160507,1.969447,[148 105] ; [62 60],[141.68 111.32] ; [68.32 53.68],0
p5,1,0.162376,1.951963,[ 23 228] ; [ 17 105],[ 26.91689008 224.08310992] ; [ 13.08310992 108.91689008],0
r1,1,0.167772,1.902742,[191  61] ; [85 38],[185.472  66.528] ; [90.528 32.472],0
a4,1,0.175975,1.831294,[100 154] ; [57 65],[106.05851064 147.94148936] ; [50.94148936 71.05851064],0
p8,1,0.223247,1.483374,[128 125] ; [54 69],[122.46276596 130.53723404] ; [59.53723404 63.46276596],0
s8,1,0.231823,1.429642,[ 92 162] ; [52 70],[ 97.27659574 156.72340426] ; [46.72340426 75.27659574],0
s3,1,0.308428,1.037395,[134 119] ; [72 51],[138.61170213 114.38829787] ; [67.38829787 55.61170213],0
s4,1,0.310678,1.02779,[ 46 203] ; [28 94],[ 49.66576819 199.33423181] ; [24.33423181 97.66576819],0
n5,1,0.320769,0.985809,[174  79] ; [90 32],[178.112  74.888] ; [85.888 36.112],0
